index,219_1_moodle.org,219_2_moodle.org,219_3_moodle.org,219_4_moodle.org,219_5_moodle.org,219_6_moodle.org,219_7_moodle.org,219_8_moodle.org,219_9_moodle.org,219_10_moodle.org
35,458194.48,404918.3999999996,370725.5199999999,331548.76,363207.0,433026.0,428686.2400000001,372814.39999999997,386707.60000000003,551432.84
36,494624.8,435637.0,435055.2,337957.6,377500.99999999977,434431.99999999994,455465.8000000001,439008.7999999997,391684.8,615757.4000000001
37,540904.44,454446.39999999997,450442.56,337149.52,424388.23999999993,465021.87999999995,490745.16000000003,449621.36,437485.04,683305.88
38,623110.8000000002,477819.3,486624.2,338842.7,452336.52,485584.7200000001,525512.96,475094.80000000005,477826.16,746592.3200000001
39,682067.12,524760.9999999998,573045.3999999999,339295.44,476508.75999999995,514404.2799999999,567727.68,497225.87999999995,506018.12000000005,753072.56
40,697940.46,591386.3999999997,628193.5999999997,354114.78,501099.4799999999,575101.3199999998,628333.4400000003,567455.44,563038.0800000001,772582.04
41,749361.8,654799.0,707782.7999999999,355653.8,549714.1999999998,650252.7999999998,703133.4000000001,631593.7999999998,600565.6000000001,786040.2
42,769501.64,709651.2,746558.84,356538.36,598720.8,712509.52,753089.58,679526.4799999997,658858.9200000002,790467.48
43,784288.4,746797.8,752877.88,357335.04,656885.92,750670.2,753496.68,766086.2800000001,698935.7999999999,791607.36
44,788453.62,752705.4,775563.5599999998,374440.2799999999,699072.44,751227.02,799150.8800000004,786793.0,736153.08,792231.44
45,790158.16,777378.3999999998,786017.64,392170.9599999999,735280.52,778291.52,876950.32,797699.28,753123.96,793695.6
46,791822.2,784242.5,785553.2,413659.5999999999,759462.2,783664.2,934690.3999999998,799414.4,754691.2,796521.6
47,792041.76,787759.2,796802.6,439096.16,760511.6,787900.9999999999,1012923.92,805448.36,754979.2000000001,797876.32
48,793458.3999999999,790184.2,796296.76,462137.7999999997,790325.28,794355.7,1057898.96,806980.44,758005.88,801071.2799999999
49,802339.88,789807.2,798150.52,486959.1199999998,792469.24,793841.64,1059265.28,811330.12,760671.4,805229.84
50,805664.84,791481.1,808352.92,526536.2,803342.2,795745.46,1058823.52,810762.2,775497.7599999999,804873.08
