index,89_1_myspace.com,89_2_myspace.com,89_3_myspace.com,89_4_myspace.com,89_5_myspace.com,89_6_myspace.com,89_7_myspace.com,89_8_myspace.com,89_9_myspace.com,89_10_myspace.com
37,1345060.4400000004,12316.52,4819721.52,34344.799999999996,1341648.2000000002,2092437.92,10959554.319999997,1999385.4,1481415.28,2026340.68
38,1413896.78,12081.92,4925364.399999999,34891.800000000025,1411768.4,2106358.12,11487342.439999996,2121941.4,1487465.76,2032575.98
39,1420467.44,12135.64,5089693.4399999995,36908.6,1498615.9600000002,2109552.36,12180159.719999997,2135381.12,1503706.56,2030469.76
40,1437766.58,12245.68,5240856.4799999995,36691.200000000004,1621180.8,2113806.52,12789734.679999996,2162773.08,1556315.04,2033327.22
41,1442055.2,11861.799999999997,5396224.399999999,38125.0,1698313.0000000002,2119956.0,13284697.799999995,2162117.8000000003,1758939.6000000003,2057713.8
42,1460698.74,14034.840000000007,5603033.759999999,39111.600000000006,1796281.2,2126134.88,13860225.919999994,2161794.48,2009190.96,2064392.32
43,1479015.48,15543.16,5785258.4,40872.200000000004,1871544.7600000002,2150409.56,14207194.079999996,2160090.08,2025453.96,2094512.28
44,1605217.6800000013,15412.92,5967649.999999999,44834.200000000004,1973717.0400000003,2188578.8399999994,14754446.84,2164465.48,2024031.64,2104643.7199999997
45,1846762.12,15184.320000000005,6121788.24,44277.4,2063957.8,2197552.12,15306163.76,2175590.44,2106682.5200000014,2107247.52
46,1972818.3,16040.8,6241165.199999999,45602.0,2158284.0000000005,2203166.4,15788726.6,2179355.8,2123579.4,2105393.4000000004
47,1981919.84,17824.120000000014,6426328.92,45087.19999999998,2241221.8800000004,2205708.48,15796829.92,2190917.64,2128748.96,2103911.72
48,1986214.26,18468.04,6546852.399999999,49836.8,2302208.16,2211320.96,15916016.04,2213703.48,2136352.44,2108151.88
49,1983202.84,18436.36,6751943.6,54724.600000000006,2350666.1600000006,2216811.36,15922373.24,2240182.48,2168726.2399999998,2107318.92
50,1989177.94,18437.32,6877928.639999999,54131.2,2448406.72,2226382.32,15943757.12,2243726.76,2167071.32,2105877.48
