index,8_1_www.facebook.com,8_2_www.facebook.com,8_3_www.facebook.com,8_4_www.facebook.com,8_5_www.facebook.com,8_6_www.facebook.com,8_7_www.facebook.com,8_8_www.facebook.com,8_9_www.facebook.com,8_10_www.facebook.com
27,1303053.2399999993,732491.84,680822.7999999999,888982.5599999998,727504.36,364638.72,793152.04,559336.0,372342.96,447607.6
28,1380274.32,774688.52,715309.98,1001110.2399999999,763475.68,386157.44,884868.76,566471.4,404175.92000000004,529055.8000000002
29,1388338.96,791512.52,780665.6000000001,1010337.3199999998,832411.2000000001,442204.0400000001,952330.0399999996,612829.0,420197.8,639936.2
30,1402216.4399999997,919285.3199999998,887848.7200000002,1117727.4400000002,956735.56,487294.87999999995,1051495.7199999997,620962.7999999992,447670.80000000005,759727.6000000003
31,1443808.6,1001704.0,974410.0000000002,1182408.8,1025725.8000000002,557390.8,1142436.5999999999,698501.0,522564.80000000005,803397.0
32,1449678.96,1091231.64,1008876.1200000001,1200988.44,1106221.58,583393.1,1220333.5999999999,750399.1999999998,546373.7200000002,873288.4000000001
33,1451543.5999999999,1244601.76,1077820.84,1274455.44,1147965.1600000001,611884.92,1340381.24,876813.5999999997,659060.56,934589.2000000001
34,1452845.28,1282545.6800000004,1147856.6,1310369.8399999999,1239728.06,634458.4800000001,1383807.2,923345.0,744763.0800000001,1047076.7999999998
35,1499203.2,1374469.64,1274450.5999999999,1378001.44,1362864.04,675145.0000000001,1385095.04,992536.0,810688.8,1162943.6000000003
36,1530679.2,1381717.8,1361008.0,1379577.4,1387045.6,739281.2000000005,1401270.2000000002,1054736.0,889858.0000000001,1270845.0
37,1598219.4,1382836.84,1375636.72,1390862.24,1390334.64,788542.72,1449194.36,1207634.2,967343.2000000001,1344311.4
38,1646580.52,1412933.08,1381783.66,1415885.72,1397060.48,819831.0400000002,1450369.8,1241437.2,1048659.6000000006,1379334.2
39,1706509.12,1448628.56,1382999.44,1441680.12,1455185.04,855660.28,1454440.36,1314503.7999999993,1087174.92,1413333.8
40,1708259.44,1448989.24,1412174.2800000003,1447678.56,1457713.7,936869.92,1456639.4,1375222.4,1191218.0800000005,1418334.6
41,1711485.6,1452887.6,1447439.6,1449093.0,1459424.6,1006892.8,1457717.6,1379802.0,1337375.4000000006,1433129.0
42,1713215.2,1454559.42,1451130.12,1451600.16,1461539.04,1120440.1200000006,1503470.08,1408717.9999999998,1376563.84,1486972.8
43,1721152.4,1457101.4000000001,1452707.92,1450711.24,1465243.4000000001,1226275.8,1520570.88,1415521.6,1411044.6,1491603.6
44,1723962.4,1457901.92,1457226.92,1497442.6,1464553.42,1347054.2000000002,1584668.04,1415081.7999999998,1412787.12,1525776.0
45,1726113.32,1503397.64,1456061.32,1527512.8,1510476.24,1398834.68,1625993.4,1417744.2,1418475.32,1606748.8
46,1729784.7999999998,1519620.9999999998,1502059.9,1614868.2,1513122.3,1401483.6,1700231.0,1467557.9999999998,1431212.8,1673109.0
47,1732284.36,1546142.2400000002,1524153.6800000002,1620843.2,1546696.2,1437146.04,1709870.48,1493767.8,1486673.56,1694220.2
48,1735291.12,1622069.78,1565580.96,1696178.4,1613763.2000000002,1457388.56,1717944.04,1521256.3,1499061.8000000005,1696043.4
49,1737242.08,1709565.08,1621563.2,1707866.6,1649257.88,1506033.9600000004,1720153.64,1564810.0,1569557.4800000007,1703953.0
50,1741286.96,1706918.94,1696216.04,1713456.68,1716876.96,1514548.76,1714239.32,1632892.7999999993,1641965.6,1710700.0
