index,35_1_www.bahn.com,35_2_www.bahn.com,35_3_www.bahn.com,35_4_www.bahn.com,35_5_www.bahn.com,35_6_www.bahn.com,35_7_www.bahn.com,35_8_www.bahn.com,35_9_www.bahn.com,35_10_www.bahn.com
24,1058054.4000000001,1056796.4,1052799.3800000001,1051032.36,1060404.92,1057538.52,1056732.76,1057023.5,1044761.32,1049086.32
25,1061880.2000000002,1063628.2,1053154.68,1052544.64,1061413.04,1062529.6,1059821.72,1062259.0,1048736.64,1049720.04
26,1065131.5,1066172.0,1057872.0,1056393.0,1082379.0,1067843.0,1059855.0,1068154.0,1051876.0,1052841.0
27,1071043.2,1067893.2,1065955.2,1064847.44,1084911.92,1069728.24,1069347.44,1082132.0,1053626.36,1053873.84
28,1073987.8,1076784.8,1066185.88,1063721.96,1090356.52,1082311.44,1072751.56,1093133.5,1056754.76,1058079.6
29,1094683.4,1076138.6,1070409.8,1069283.28,1101565.4,1083615.0,1076157.08,1100141.0,1061947.52,1063758.04
30,1097804.3,1097428.6,1073018.98,1087208.04,1110263.32,1102736.92,1079501.88,1102533.0,1064175.72,1067060.96
31,1102878.0,1100037.0,1091186.2,1089347.2,1112571.8,1107588.2,1081667.8,1110719.0,1069647.8,1068610.0
32,1114312.4,1103284.4,1097350.48,1094815.72,1114961.04,1110827.36,1101664.1199999999,1113526.0,1082338.28,1076123.44
33,1116389.6,1116828.2,1099518.44,1096248.68,1121761.28,1124053.48,1106670.44,1115935.0,1079893.84,1093814.64
34,1121139.8,1118660.2,1113948.42,1107502.08,1128192.08,1125601.88,1115849.2000000004,1118439.0,1093590.88,1096385.08
35,1128925.2000000002,1124329.6,1115565.52,1111294.12,1148851.3599999999,1127642.24,1121209.16,1126210.0,1095113.08,1099534.84
36,1137534.0,1127910.0,1118652.7,1113404.2,1155628.4,1130786.0,1123179.0,1132815.5,1098407.4,1107021.6
37,1154119.4,1136620.0,1120213.12,1117794.96,1159063.48,1138758.56,1137848.4,1143245.0,1110299.32,1114453.52
38,1178051.9000000001,1151269.0,1129230.66,1121254.16,1161100.08,1147911.92,1167203.16,1147044.0,1113451.32,1117821.52
39,1183411.4,1193007.0,1139778.92,1124891.32,1176853.12,1155003.44,1168348.68,1174025.0,1116101.4,1119114.4
40,1190941.4,1215730.2,1154178.4,1130457.08,1182048.2,1179718.2000000002,1176062.92,1207114.0,1120198.2,1123701.6400000001
41,1236213.0,1221492.0,1178769.4,1139567.0,1211048.2,1197038.6,1181388.6,1209166.0,1124217.6,1131330.0
42,1256453.6,1241175.6,1184714.5999999999,1137506.4,1246335.08,1206748.36,1200962.28,1226805.0,1126227.8,1146402.8
43,1279476.6,1247429.4000000001,1201732.48,1152628.9200000002,1279396.8,1210300.56,1208024.6,1252359.0,1135845.44,1169130.32
44,1285152.0,1249793.0,1211370.88,1155975.72,1281194.12,1243050.2,1246221.4000000004,1280679.5,1163851.32,1169019.52
45,1292893.8,1273853.4000000001,1218075.4,1178571.7600000002,1290601.84,1254353.68,1256386.52,1284706.0,1171266.92,1196764.96
46,1294756.5,1281897.0,1237642.6000000003,1217274.6,1302422.8,1270407.0,1271494.5999999999,1293104.0,1211598.3999999994,1202963.6
47,1309838.8,1285239.4,1277255.5999999999,1245760.3600000003,1307391.08,1290030.84,1287540.36,1303609.0,1222374.24,1221988.72
48,1311318.6,1291092.0000000002,1286663.2,1266179.6,1311012.72,1294184.4400000002,1307670.4000000001,1309776.0,1230643.8,1227847.8
49,1313311.8,1311404.0,1306888.2800000003,1268289.76,1314462.92,1308635.92,1302751.76,1311054.0,1246138.68,1268003.32
50,1319705.8,1307893.2,1308354.18,1274250.48,1317315.32,1313542.76,1308803.56,1315003.0,1262889.76,1270950.24
