index,73_1_www.jimdo.com,73_2_www.jimdo.com,73_3_www.jimdo.com,73_4_www.jimdo.com,73_5_www.jimdo.com,73_6_www.jimdo.com,73_7_www.jimdo.com,73_8_www.jimdo.com,73_9_www.jimdo.com,73_10_www.jimdo.com
21,392685.8,399035.0,387065.19999999995,383683.8,415790.0,395654.4,393395.4,391056.2,388460.0,408416.4000000001
22,395061.44,462860.95999999996,394062.19999999995,389526.28,446927.8,402715.28,446146.98,393482.16,393104.2,412703.7
23,402676.52,506202.36,402247.68,395426.24,449753.0,407845.6,448882.36,397078.48,396164.0,418008.68
24,406139.52,514108.64,410041.96,397758.56,452970.4,466577.8,454510.78,402241.32,401735.6,464722.68000000005
25,414159.76,540075.68,454282.56,407989.4000000006,458819.8,510078.6,461635.32,445026.04,420926.0,484871.2000000003
26,467265.0,539921.5,467120.0,462136.99999999994,477432.0,538094.9999999999,472745.0,471702.00000000006,482122.0,527355.5
27,500830.1999999999,546071.0800000001,483587.95999999985,500693.40000000014,517522.8,546002.44,517732.16,516039.79999999993,520601.8,539443.0800000001
28,523509.3999999999,563222.8799999999,485883.32,514638.44,578895.4,556750.6799999998,579898.88,525354.6799999999,524005.6,553634.8200000001
29,532672.96,582784.52,496652.2,552524.52,586113.2,562554.88,588942.2,528247.88,573073.0,571322.64
30,563479.36,587591.14,562453.3200000001,549440.72,606435.2,564892.28,607940.36,559721.7199999997,571382.0,572518.8800000001
31,562641.6,597641.0000000001,562961.8,565544.4,608608.0,577599.3999999991,609800.8,564572.6,580080.0,579847.2
32,571310.04,615830.56,565822.48,581484.08,620260.9999999999,595618.56,622884.72,567716.5599999999,621057.6,600660.22
33,574066.12,677321.08,573851.68,584056.56,625643.2,599545.5999999999,627080.84,583922.6,623358.6,609412.76
34,597719.5999999999,684934.9,587390.5999999999,590474.88,634346.4,617256.2,632614.38,594711.08,625971.6,629019.5200000001
35,603954.6399999999,692356.16,602190.96,595946.72,657965.8,628552.72,652762.2,604416.6,632763.0,667361.12
36,626144.4,698499.0,605222.6,599061.7999999999,660963.0,688388.2,660883.1,620382.0,638151.0,695262.3
37,629354.5599999999,703304.96,627469.24,618738.6799999999,671726.3999999991,693344.36,665981.56,682412.48,656210.0000000001,701169.32
38,657943.6399999994,701844.2800000001,631340.2000000001,678377.72,686671.4,695294.0,671705.4,686556.08,677669.4000000003,705730.22
39,697741.6,709075.72,693286.48,683996.2000000001,704698.0,700467.88,691643.32,693276.88,682677.6,705051.96
40,702211.12,716610.8,701424.32,689026.88,709653.9999999999,702491.36,709518.1,694723.48,700530.4,712858.02
41,702042.2,727003.4,700393.0,694720.8,713974.0,709080.3999999999,712995.4,697718.2000000001,702509.0,717628.2000000001
42,709717.84,740012.4400000001,702439.96,693150.84,715963.6,712052.16,716750.44,702515.36,701772.8,720739.28
43,712700.72,740313.48,712467.08,699350.6,717481.6,722902.5999999999,718283.96,706990.6399999999,710181.4,727749.8000000002
44,717496.92,747442.98,714555.12,702377.9600000001,723306.4,740870.3999999999,719237.92,709761.52,716033.6,735655.2000000001
45,723716.24,749076.24,716553.56,711856.8,729568.6,743139.56,726284.84,718144.4,718307.2,752348.32
46,732671.2000000001,750638.3,722827.6,718336.3999999999,738718.0,744530.7999999999,732315.5,727885.6,727226.0,753294.4
47,749826.92,751562.16,729746.4,722953.0800000001,737802.4,749352.96,740668.4,741143.0,732222.8,759510.28
48,748582.76,756070.68,747227.3999999999,737824.7599999999,741766.8,748925.6,742819.04,741594.04,738708.6,762357.08
49,752173.52,756524.32,749000.9999999999,738412.16,747384.6,752312.32,743739.4400000001,744274.08,738806.2,759815.0
50,756296.8400000001,756259.84,751715.48,742499.36,750133.8,753365.12,748183.14,749980.1999999997,740790.8,763282.34
