index,309_1_www.sueddeutsche.de,309_2_www.sueddeutsche.de,309_3_www.sueddeutsche.de,309_4_www.sueddeutsche.de,309_5_www.sueddeutsche.de,309_6_www.sueddeutsche.de,309_7_www.sueddeutsche.de,309_8_www.sueddeutsche.de,309_9_www.sueddeutsche.de,309_10_www.sueddeutsche.de
23,1627836.8,1610570.48,1613863.28,1447179.8,1567612.0000000002,1461794.76,1616817.92,1466669.92,1561261.08,1647464.0799999998
24,1644519.1,1625507.7600000002,1632108.22,1567437.08,1602981.3,1480199.56,1641632.68,1486093.32,1608962.56,1726437.16
25,1791358.6,1662222.6,1656251.76,1590210.68,1615626.4,1481101.28,1665649.3599999999,1500513.76,1631195.64,1766674.8400000005
26,1796826.5,1772691.0,1679658.0,1613186.0,1624350.5000000002,1495554.0,1695300.0,1526521.0,1647291.0,1824487.0
27,1827978.4,1790158.08,1688556.8800000001,1747434.640000001,1699791.2,1527107.48,1718637.2000000004,1543498.4,1674507.2,1900825.76
28,1849959.9,1914837.28,1733668.3999999994,1777024.76,1799889.4,1619846.2,1807404.28,1570350.8800000006,1701724.56,1923406.6
29,1970469.4,1940857.92,1780030.52,1812766.04,1813687.4,1644121.48,1879671.12,1599715.2,1709256.4,1984615.8000000003
30,1995221.2999999993,1953188.68,1873259.76,1823016.4799999997,1839219.9000000001,1669652.8399999999,1898962.98,1615473.2000000002,1767077.92,2109288.4
31,2144416.0,2004958.4,2023091.2,1847264.0000000005,1851375.0,1734073.4,1992680.7999999998,1642335.6,1830187.2,2244446.0000000005
32,2187307.1,2010994.92,2050749.54,1871890.24,1898674.5000000002,1753291.0799999996,2053457.94,1738753.16,1916325.88,2342717.4
33,2244288.4,2040536.64,2075572.8,2145774.04,1967892.8,1951906.92,2063573.1200000003,1769197.88,1967083.4,2411422.2
34,2390299.1,2094753.16,2093538.72,2161493.9200000004,1982746.5999999999,1979611.96,2096133.42,1880135.6,2079521.16,2445513.44
35,2515568.8,2147720.1599999997,2314460.76,2169282.44,2011563.800000001,1975648.48,2111289.32,2039447.08,2190190.4799999995,2483717.68
36,2521793.0,2176713.6,2352662.3,2191227.1999999997,2031402.5,2012513.4000000001,2150096.6,2131935.6,2207055.6,2520124.0
37,2531373.2,2237471.08,2361468.3600000003,2230307.08,2115688.2,2044861.8800000001,2212707.2800000003,2209596.84,2235227.88,2555587.64
38,2558601.3,2391547.76,2453564.56,2243079.32,2202098.0000000014,2053339.64,2384018.820000001,2299762.32,2325007.68,2635437.1599999997
39,2587702.0,2429527.7199999997,2456893.08,2306610.1999999997,2322630.0000000005,2127845.48,2497132.4,2321684.72,2355855.3600000003,2649968.84
40,2589889.9999999995,2488084.6399999997,2485181.4,2339058.36,2349026.4,2235612.7200000007,2544965.3400000003,2378292.04,2434383.5999999996,2661108.24
41,2755733.0,2544666.4000000004,2501036.6,2344678.8,2370190.0,2275054.6,2590809.6,2394293.6,2548028.7999999993,2680763.0
42,2754887.9,2644786.32,2521197.44,2357642.5600000005,2415708.9000000004,2310126.48,2624599.14,2409732.76,2588024.7599999993,2720059.84
43,2761681.0,2735708.7999999993,2534887.72,2377256.92,2456894.8000000003,2374711.96,2674675.24,2438658.8,2683942.3999999994,2749534.12
44,2808785.1,2761778.64,2562679.1199999987,2425724.88,2489931.2,2382117.04,2723181.6000000006,2460593.4400000004,2741699.559999999,2768026.2399999998
45,2842552.2,2781755.96,2574443.96,2432502.6,2506776.4,2427303.28,2816025.4,2483289.04,2877673.88,2791847.12
46,2861484.5,2799678.2,2716239.8,2440580.8,2525659.5,2564939.8,2992404.5000000005,2542404.2,2993157.4,2799972.6
47,2866143.2,2815839.84,2789471.52,2536198.84,2552314.0,2784795.84,3023568.84,2551032.52,3130301.1999999993,2832443.0000000005
48,2884911.9,2998342.76,2852662.36,2567681.72,2624182.8,2825246.6,3039593.7199999997,2585559.6,3208029.3999999994,3049508.3600000027
49,2899832.0,3007632.04,2976514.36,2765044.5200000014,2684919.2,2835336.56,3041660.6,2705985.6000000024,3299805.6,3213145.96
50,2934294.6,3053833.48,2976218.12,2832666.6000000015,2764270.8,2841618.28,3213472.1999999997,2754286.64,3373598.48,3356383.7600000002
