index,273_1_www.transfermarkt.de,273_2_www.transfermarkt.de,273_3_www.transfermarkt.de,273_4_www.transfermarkt.de,273_5_www.transfermarkt.de,273_6_www.transfermarkt.de,273_7_www.transfermarkt.de,273_8_www.transfermarkt.de,273_9_www.transfermarkt.de,273_10_www.transfermarkt.de
19,2519519.92,2713227.0,2633855.52,2634588.32,2478163.32,2516455.48,2448657.28,2577377.96,2513623.6,2142792.0
20,2521073.6799999997,2732769.5,2665329.28,2649856.96,2503299.34,2523185.2,2457845.639999999,2599146.36,2533591.24,2171434.0
21,2555852.0,2760708.0,2695854.2,2752988.8,2506138.8,2571459.8,2503480.0,2677331.4,2556707.6,2176736.0
22,2596631.16,2799057.0,2710023.4,2784879.98,2552926.44,2590227.44,2549453.12,2713811.56,2634726.52,2200198.0
23,2623293.64,2811942.0,2796336.08,2799976.44,2567176.36,2615720.28,2579058.12,2754103.44,2655932.08,2332850.0
24,2674278.72,2825672.0,2831102.88,2835601.1200000006,2618100.42,2669175.28,2589698.5999999996,2775357.04,2674719.68,2633457.0
25,2686274.28,2858344.0,2860746.88,2856819.7600000002,2648619.7600000002,2695355.8,2610280.4,2798076.4,2731370.56,2674841.0
26,2705264.0,2892287.5,2869050.0,2899205.0,2672154.5,2708710.5,2633289.0,2839470.0,2752456.0,2695842.0
27,2727024.04,2911616.0,2912309.16,2911048.88,2693230.36,2730027.32,2718329.6,2903948.44,2776147.96,2722173.0
28,2827822.1599999997,2937377.0,2927328.44,2942765.3,2705493.54,2809889.62,2788256.88,2931967.72,2804362.16,2739904.0
29,2844276.48,2968338.0,2957247.12,2971085.32,2786520.4800000004,2884173.88,2805925.48,2983629.12,2823607.080000001,2750605.0
30,2883428.84,3014812.5,2976380.8000000003,2997772.7600000002,2836778.58,2981463.44,2824556.4399999995,3013624.08,2916236.96,2769772.0
31,2965557.2,3027850.0,3030997.599999999,3030020.0000000005,2918063.8,2994270.2,2897680.8,3069538.8000000003,2984026.8,2796745.0
32,2971265.6,3104157.0,3050392.76,3074471.96,2934280.16,3040003.68,2901853.52,3135632.16,3006356.84,2846651.0
33,3008505.72,3145773.0,3101169.84,3189196.52,2959224.28,3111507.52,2941157.2399999993,3374932.36,3032756.4,2885650.0
34,3020507.7600000002,3177799.5,3130916.96,3243685.78,3008286.78,3120618.38,2988679.24,3392224.36,3087076.24,2888054.0
35,3033578.92,3201849.0,3153286.56,3372249.24,3061303.6,3158842.04,3041052.8,3409438.24,3101026.44,2908370.0
36,3149660.1999999997,3249003.5,3276236.3999999994,3420380.4,3080575.1,3189032.3,3071791.8,3453138.2,3109506.2,2933410.0
37,3240789.92,3337030.0,3322034.84,3491326.68,3097619.16,3266093.28,3088471.7199999997,3518810.72,3315311.04,2944083.0
38,3259066.84,3470753.5,3418482.7600000002,3541644.08,3135254.98,3412960.98,3133335.36,3549167.1200000006,3421439.96,2955897.0
39,3262695.28,3595758.0,3443000.12,3591345.08,3207778.68,3573654.12,3227207.92,3676491.48,3527050.760000003,2957900.0
40,3304152.1999999997,3755131.5,3616469.68,3646570.6199999996,3236711.7800000003,3731595.4800000004,3330403.3600000003,3823797.68,3574342.44,3044059.0
41,3356473.000000001,3764371.0,3638064.6,3699020.800000003,3252442.6,3808147.6,3482640.399999999,3836037.4000000004,3583639.4,3069809.0
42,3373271.6,3841197.5,3830572.959999999,3732871.4,3323278.2399999998,3820581.8,3845367.36,3843955.72,3606728.28,3089152.0
43,3389412.68,3950310.0,3888113.28,3862388.439999997,3347784.08,3825178.84,4704759.239999999,3864243.16,3735421.24,3122784.0
44,3403891.12,3982419.0,3923713.12,3964452.38,3381640.96,3855906.18,5152005.12,3973834.04,4391232.44,3136099.0
45,3459807.04,4020596.0,3989324.44,4097917.04,3501639.84,3864111.48,5220526.48,4026215.28,4540074.2,3158155.0
46,3627628.8000000003,4033975.5,4413228.199999997,4870959.0,3542733.8000000003,3890291.9,5356604.199999997,4569318.8,4584321.0,3177605.0
47,3634145.16,4159275.0,4517289.68,5101830.2,3566060.7600000002,3967066.92,6001276.84,5216759.480000006,4731660.84,3201261.0
48,3699138.08,4338092.5,4534546.359999999,5192499.52,3595191.42,4420859.479999999,6090874.16,5781601.8,4761209.88,3239312.0
49,3856250.8,4380385.0,4750789.6,5359308.2,3605456.88,4816617.88,6198427.479999999,6099243.84,4877666.08,3246669.0
50,4226384.48,4512930.0,4912608.32,5384180.34,3615355.64,4835022.18,6376821.96,6562752.880000002,4998527.280000001,3633943.0
