index,137_1_www.office.com,137_2_www.office.com,137_3_www.office.com,137_4_www.office.com,137_5_www.office.com,137_6_www.office.com,137_7_www.office.com,137_8_www.office.com,137_9_www.office.com,137_10_www.office.com
38,284730.6,293964.24,370819.08,428503.1,402276.2,398860.58,239908.74000000014,398757.54,429909.6,248009.52
39,304972.84,340565.95999999996,386881.88,429306.4,405370.2,418968.03999999986,256892.52,401437.27999999997,444356.16,259286.36000000013
40,348773.5200000002,374413.3999999999,406890.28,433126.7,411213.0,473197.32,260841.18,402198.98,483339.59999999974,271839.20000000007
41,389587.8,395940.4,407863.4,442117.0,412959.0,492170.39999999997,295279.8,407924.4,569402.6,336390.40000000014
42,390807.88,396444.88,408964.74,447977.8,421987.2,519071.88,341303.74,409214.62,595865.88,369268.64
43,394899.63999999996,403034.2,414411.36,472352.3999999999,428432.0,540887.16,346637.12,410407.96,598116.8,396806.16
44,397895.6,403247.88,416928.4,521979.1999999998,454936.39999999997,552456.3,380908.78,425657.62,607732.84,400818.52
45,399737.08,405892.76,419646.6,582175.6,481669.3999999998,566357.08,382782.16,445865.16,626732.4400000001,402205.20000000007
46,401434.8,405191.0,433679.0,612877.5,535918.9999999993,565510.7,388476.8,457907.9000000001,629207.6,410582.20000000007
47,406902.76000000007,417692.36,431912.8,614361.2,581309.6,577746.64,389939.4,459823.76,631991.6,437031.6400000009
48,414503.48,421334.6,453137.9,616077.1,593610.3999999999,579372.78,389039.84,466153.76,637693.84,492630.6000000001
49,417187.2,453000.60000000003,481316.1999999999,618439.9999999999,594333.2000000001,581890.36,393109.92,507468.8400000001,645580.2,535801.6000000001
50,458074.7999999999,494434.0800000001,529753.5199999998,628420.7,600895.2,613248.9400000001,393077.19999999995,547646.4,645821.1199999999,537710.76
