index,218_1_moodle.org,218_2_moodle.org,218_3_moodle.org,218_4_moodle.org,218_5_moodle.org,218_6_moodle.org,218_7_moodle.org,218_8_moodle.org,218_9_moodle.org,218_10_moodle.org
16,377957.5,434224.89999999997,351147.8,355582.30000000005,369683.60000000003,370244.6,370946.0,369795.4,377025.2,367868.9000000001
17,380975.8,560935.6799999999,400878.5999999999,363558.32,373604.60000000003,417475.48,374209.0,387720.4000000001,385809.63999999996,381216.16
18,442166.4,706860.8799999999,407875.52,368623.24,374531.56,433276.80000000005,444196.0000000002,458475.95999999996,508058.77999999997,386366.02
19,608508.2000000002,872874.4399999997,423404.35999999975,367913.92,467235.8399999999,494758.44,540398.8,595970.8400000002,644977.96,388590.36
20,617691.3,1000380.6799999998,534830.7599999999,397859.8400000001,576443.24,550762.24,604473.6,736504.7200000001,798628.6799999996,461220.2399999999
21,729781.0,1139294.0000000002,654508.7999999992,438517.00000000006,680557.8,629450.1999999998,621770.0,868583.0000000003,940048.3999999997,561289.2
22,881360.4,1262355.74,816458.0399999996,543494.1,885436.12,810751.36,730194.8000000002,1111873.4799999997,1063397.5599999998,669309.1600000003
23,1003468.8000000002,1440632.08,935074.28,630393.16,988769.2400000003,971249.9199999993,901071.8000000004,1190445.36,1215321.8399999999,716321.1200000001
24,1113206.2,1540050.72,994033.3999999999,719894.8400000001,1136883.8000000003,1128443.3999999997,1101249.8000000005,1354230.2400000002,1503979.1199999996,835047.4000000001
25,1271851.4000000004,1600275.2,1213886.0799999991,822665.3999999999,1261839.32,1224618.8399999999,1224339.0,1549390.7599999995,1563044.64,874093.68
26,1434150.0,1657108.5,1384428.0,889965.0,1408647.0,1351033.0,1347866.0,1645438.0,1656846.5,899825.0
27,1567831.4000000006,1663287.16,1475282.2399999993,894313.5200000001,1515176.92,1464866.56,1476608.8000000003,1661209.04,1666844.32,912548.2
28,1664265.8,1665748.18,1660549.4799999997,909271.5599999999,1619429.64,1587649.68,1641391.4000000001,1672981.2000000002,1676106.34,927643.98
29,1667673.8,1681726.76,1850467.72,959036.44,1658545.04,1679363.5999999999,1659567.4000000001,1700539.64,1679284.36,931180.64
30,1685820.0,1793560.78,1998100.9599999995,1021898.5200000003,1659385.12,1806597.72,1675967.8,1788916.54,1700971.8799999994,967708.7999999999
31,1693991.0,1794099.4,2126170.2,1031053.6,1674451.6,1947506.7999999996,1679320.0,1833361.2,1774015.7999999998,988798.2
32,1749173.7000000002,1805597.24,2139638.52,1050556.62,1686908.9600000002,2066497.48,1769374.0000000002,1836238.88,1795549.14,1039753.6799999998
33,1830945.8,1809490.28,2151810.48,1054352.56,1711328.76,2144116.36,1802179.2000000002,1837308.12,1798713.92,1044766.68
34,1841447.5,1845336.4,2260853.52,1072021.74,1726259.16,2149169.0,1835974.2,1899586.0400000005,1838246.68,1046345.86
35,1848569.6,1853806.8399999999,2269024.36,1082215.48,1772579.52,2220686.48,1839656.2000000002,1975779.48,1936437.2,1066211.0
36,1850122.0,1961554.3999999997,2273100.6,1082072.8,1780191.1999999997,2280049.5999999996,1840677.0,2025731.8,2008620.1999999997,1103311.4
37,1870947.0,2103023.32,2274381.04,1134760.2400000002,1839103.72,2314764.04,1866346.4000000001,2077659.08,2110956.68,1103129.72
38,1936885.2,2231320.6799999997,2317398.92,1244128.5199999998,1910016.0400000005,2320818.78,1883200.6,2104849.22,2214611.64,1171151.38
39,2061009.2,2336526.24,2317961.44,1360876.7200000002,1991402.24,2325028.32,1996733.0000000005,2159677.56,2350496.52,1265030.2399999998
40,2113858.5,2384865.9599999995,2425067.159999999,1473395.6000000003,2057306.32,2435889.2399999993,2070743.6,2213906.3200000003,2475053.32,1364641.78
41,2186238.0,2493093.8,2572626.5999999987,1575227.4000000006,2117622.6,2528124.4,2169534.0,2335509.8000000007,2610504.7999999993,1474144.3999999997
42,2317953.5,2622637.66,2728487.8,1689695.56,2211586.72,2589291.7399999998,2286244.8000000003,2488239.440000001,2636519.92,1587758.98
43,2437119.2,2645262.72,2821473.6,1810028.9600000004,2338010.96,2632006.7600000002,2432458.6000000006,2623014.7600000002,2638429.56,1716513.3200000005
44,2544913.1999999997,2677360.22,2848118.9599999995,1856087.8,2471263.64,2719033.12,2555706.6,2655573.9,2653355.1999999997,1807597.74
45,2614659.0,2686102.44,2989881.2,1902854.92,2608753.3600000003,2882356.0399999986,2624488.0,2672078.48,2713096.48,1877124.44
46,2649031.5,2723570.1999999997,3087205.0,1907550.4,2638372.6,3029831.199999999,2640862.0,2680284.0,2727702.1,1892358.2
47,2681687.6,2731471.24,3108135.68,1925531.4000000006,2659009.4,3104243.4,2673316.8,2715897.04,2729005.08,1925751.36
48,2682880.3,2732846.38,3140515.32,1957116.12,2672424.04,3123354.4,2680315.2,2724547.08,2730516.54,1928398.84
49,2694794.8,2746743.12,3149239.8,1958686.16,2674964.6,3145000.28,2698480.0,2727501.28,2743041.68,1945628.4000000001
50,2704474.2,2746627.44,3184207.2399999998,1960206.14,2711624.52,3147362.68,2717174.0,2740535.82,2743545.88,1969778.12
