index,347_1_www.notebooksbilliger.de,347_2_www.notebooksbilliger.de,347_3_www.notebooksbilliger.de,347_4_www.notebooksbilliger.de,347_5_www.notebooksbilliger.de,347_6_www.notebooksbilliger.de,347_7_www.notebooksbilliger.de,347_8_www.notebooksbilliger.de,347_9_www.notebooksbilliger.de,347_10_www.notebooksbilliger.de
25,1030419.0799999997,1049185.2,1039146.72,1040654.44,1019703.8400000001,1037641.04,1047008.6,1040928.96,1186764.0,1038496.28
26,1042736.5,1057800.5,1048287.5,1054959.0,1041410.0,1063448.0,1164210.0,1073995.0,1198948.5,1043677.0
27,1074993.4399999997,1095836.2,1165611.4000000006,1094805.4,1089742.88,1097795.72,1168440.04,1118845.1199999994,1252907.0,1082964.7200000002
28,1170153.34,1163903.3999999997,1172484.92,1143167.5999999999,1120272.4000000001,1122149.44,1174844.74,1174569.06,1258098.0,1122791.26
29,1174891.84,1184850.4,1177199.84,1163753.7200000002,1171804.48,1133300.0,1183498.0,1179165.84,1263176.0,1162804.92
30,1180238.34,1189676.3,1181970.3,1179083.24,1178550.6400000001,1163165.4000000001,1196316.14,1189382.72,1389648.0,1181132.02
31,1191478.4,1219619.0,1200105.2,1186747.8,1187217.0,1194691.0000000002,1226121.6,1209311.4,1426945.0,1189185.8
32,1229038.3999999985,1261014.6,1226090.9999999998,1215159.6,1198895.56,1243608.48,1287109.32,1278078.8,1432773.5,1224593.3600000006
33,1284375.96,1335134.4,1288196.04,1287839.92,1254396.76,1270030.4000000001,1291826.96,1288743.28,1616090.0,1284640.88
34,1291611.06,1393283.9,1291060.18,1292212.48,1288510.6,1295230.72,1311521.2000000002,1291800.98,1821752.5,1306722.18
35,1355673.4399999988,1397616.8,1305447.8,1325994.08,1291899.1199999999,1299506.48,1361633.2,1317077.2,1940181.0,1328105.16
36,1421823.7999999998,1403962.5,1390787.5,1402993.4,1296690.4,1307690.4,1426159.7,1422982.3,2030031.5,1348385.4
37,1425919.1199999999,1436060.8,1422837.72,1427241.16,1423437.48,1306795.92,1432810.12,1428237.8,2027741.0,1424935.68
38,1430317.1400000001,1489854.4,1427953.34,1433228.1199999999,1427691.56,1398563.92,1503058.86,1496322.5000000002,2031719.5,1428691.08
39,1440766.6399999997,1527760.4,1451693.3599999982,1538594.2,1498313.8,1488378.48,1606335.000000001,1517752.2,2038160.0,1447799.6000000003
40,1569287.7,1636871.5999999999,1517544.8399999999,1689601.0400000003,1518170.76,1631030.5600000003,1741480.300000001,1640908.88,2047305.5,1606709.96
41,1817998.5999999996,1867308.0,1527114.0,1843685.0,1518478.0,1689907.0000000002,1831464.6000000003,1750941.3999999994,2056324.0,1750831.0000000007
42,1972899.18,2032929.6,1692853.14,1941010.0,1605708.9600000014,1776739.6400000006,1971935.3,1866169.3599999999,2073264.0,1927344.1199999999
43,2030907.6,2161196.4,1867867.4,2026300.08,1769765.0,1864722.04,2024217.68,1995684.64,2085565.0,1968626.88
44,2030327.7,2215902.5,2026860.96,2027542.52,1920246.0,1920948.8,2027283.4800000002,2022808.8,2111904.5,2030626.24
45,2036205.52,2222317.2,2025629.64,2034860.28,2026261.4,2006346.36,2190905.6400000025,2143025.4,2114820.0,2027624.4
46,2038069.1,2224642.0,2034308.8,2040065.8,2029640.6,2036823.8,2212652.6999999997,2213570.6,2119390.0,2035726.9
47,2048286.52,2231639.0,2036815.84,2042952.4000000001,2037952.2000000002,2042706.68,2220450.68,2216986.16,2108448.0,2037857.08
48,2049681.68,2238235.2,2040441.6,2049075.72,2041356.8,2045731.8399999999,2223367.74,2220620.58,2112748.0,2047715.9
49,2075853.7999999998,2241332.6,2048694.44,2057633.44,2049700.72,2049190.8800000001,2231187.84,2225421.92,2117287.0,2051073.8800000001
50,2094731.58,2251779.8,2057442.88,2094198.5600000003,2057195.04,2058220.44,2240677.88,2234226.96,2123414.5,2069203.24
