index,57_1_www.flickr.com,57_2_www.flickr.com,57_3_www.flickr.com,57_4_www.flickr.com,57_5_www.flickr.com,57_6_www.flickr.com,57_7_www.flickr.com,57_8_www.flickr.com,57_9_www.flickr.com,57_10_www.flickr.com
18,396410.23999999993,220712.95999999993,303536.8000000001,289393.99999999994,198990.15999999992,159501.5,211077.95999999996,370283.2,409130.00000000006,306836.76
19,426230.2,293624.0800000001,351418.9200000003,412981.59999999945,315241.95999999996,248870.0,324155.5599999998,399883.8,557752.6,314311.68
20,526153.1399999997,398860.7200000001,400203.6000000004,465757.8,383371.15999999986,333635.0,361370.60000000003,412304.7,665459.1999999998,379216.1199999999
21,645454.5999999993,424067.4,459466.00000000006,540104.0,405855.4,408132.0,387362.99999999994,514221.6000000004,731407.0,465263.5999999999
22,777222.48,499571.47999999975,601898.8800000004,655633.2,481848.1999999998,432558.0,450133.04,667979.4799999997,784826.0,575790.4
23,788766.8399999997,558541.2,704228.8000000002,744006.0,659664.5999999999,556761.0,459255.64,755940.68,826137.0,684859.8
24,921875.5599999998,659303.2400000003,807007.1600000001,818478.0,809556.5599999998,685310.0,558845.56,891204.2800000003,930609.2000000001,706719.5
25,1000124.48,748197.48,979664.76,936969.1999999997,914975.6,804883.0,646361.0800000001,995153.32,1015643.0000000001,800290.6
26,1002699.5,896173.0,1102546.0,1010933.0,1011164.0,991199.0,767467.0,1167832.0,1089287.0,940812.0
27,1039201.9600000001,1003275.8800000002,1222867.96,1132298.2,1141368.72,1162185.0,876374.9199999999,1281876.8800000004,1215247.8000000003,1042803.4
28,1115641.92,1153470.9200000004,1309150.4800000007,1202759.4,1255045.0399999998,1232358.0,981718.6799999999,1408305.2400000002,1352175.0,1070236.52
29,1266693.64,1301490.84,1427189.36,1288283.1999999995,1367490.0799999994,1383993.0,1096691.7200000004,1491276.48,1431254.0,1208214.8800000001
30,1334053.5999999999,1425036.6000000003,1564353.4000000001,1376294.0,1505786.4399999995,1530242.0,1231842.9200000002,1633198.76,1602350.000000001,1281556.6
31,1356279.0,1516080.0000000005,1704901.6000000013,1505790.0,1572722.0,1627415.0,1358919.0,1730993.6,1789726.0,1417535.6000000003
32,1435952.4,1636526.6,1808068.6,1574830.5999999999,1695490.3199999996,1753770.0,1517831.8000000003,1798580.12,1924764.0,1545566.5200000003
33,1555445.0399999996,1806427.0800000003,1963395.4400000002,1660886.5999999996,1820661.0399999996,1866229.0,1642781.8,1875249.48,2003676.0,1613357.4400000002
34,1677055.5,1868593.1199999999,2116670.72,1736517.0,1920953.2,2039204.0,1802683.6,2011053.0400000005,2089493.3999999997,1724514.2000000002
35,1838526.4799999997,1951127.8399999999,2241943.4400000004,1817939.4,2076370.4799999997,2181251.0,1935566.36,2136304.92,2164667.0,1841652.12
36,1981648.1999999997,2042159.0,2411395.0,1881095.0,2277260.4,2268103.0,2105108.8,2180492.0,2230003.0,1901987.0000000002
37,2125142.4,2066521.4000000004,2492107.6,1976568.5999999999,2382353.92,2358821.0,2223654.56,2272330.6,2264575.0,2027042.3599999999
38,2265199.8,2218151.04,2603565.2,2032327.0,2511280.639999999,2430187.0,2367522.08,2340637.2,2358306.0,2112301.12
39,2407574.96,2232226.8,2609874.56,2122625.2,2605922.44,2587997.0,2498211.2,2506372.68,2394077.6,2160637.9599999995
40,2570533.079999999,2269673.3200000003,2613121.78,2237806.0,2610747.76,2627855.5,2553889.28,2552094.96,2553366.000000001,2272426.04
41,2607625.2,2411956.0,2617900.0,2317774.0,2614958.8,2633114.0,2607852.2,2615703.8,2614642.0,2403305.8
42,2609460.08,2519803.520000002,2625124.8600000003,2406330.0,2617827.4,2662333.5,2608226.88,2619528.68,2618945.8000000003,2543040.88
43,2610930.64,2608377.16,2658215.2,2503694.0,2648473.16,2673690.0,2613592.56,2621707.0,2637514.0,2620737.44
44,2621426.62,2611252.86,2693762.0400000005,2527178.0,2652288.1999999997,2733835.5,2616734.04,2692775.64,2693074.4,2623606.82
45,2627114.1999999997,2615472.16,2724410.52,2612681.0,2685384.1999999997,2738264.0,2627876.6,2696122.4,2702336.0000000005,2632401.0
46,2668086.0,2623690.5,2717969.0,2644665.0,2724463.6,2730799.0,2634732.8,2721623.8,2728483.0,2691174.0
47,2691921.4,2653487.8,2720719.92,2647045.2,2726548.4,2745312.0,2669312.0,2721086.36,2720846.4,2726039.08
48,2696101.4,2695743.0,2741214.54,2657453.4,2736549.28,2750027.5,2694033.4,2740371.34,2742169.4,2732456.84
49,2717038.88,2716977.0,2736837.4,2687259.3999999994,2732074.24,2755578.0,2707406.68,2737206.64,2739433.8,2724224.56
50,2734964.82,2709967.98,2742771.46,2712799.4,2735107.88,2760725.0,2718331.36,2743473.52,2742160.6,2746610.02
