index,150_1_opensource.org,150_2_opensource.org,150_3_opensource.org,150_4_opensource.org,150_5_opensource.org,150_6_opensource.org,150_7_opensource.org,150_8_opensource.org,150_9_opensource.org,150_10_opensource.org
31,242384.2,209398.40000000002,185548.99999999997,189958.0,119987.99999999999,205216.39999999994,183456.19999999992,238460.0,196904.59999999992,189682.6
32,256453.4,243137.59999999998,200196.9,213447.0,131882.2,237107.98,210041.74000000002,241740.0,238286.75999999992,193056.83999999997
33,267649.52,248611.6,221848.59999999998,230437.0,142575.4,239828.8,236247.24,257064.2,262054.48,211751.59999999998
34,271246.88,258004.97999999998,245892.27999999988,256223.0,152043.64,261141.3599999999,247693.11999999994,262989.0,263716.14,228824.24
35,272658.64,262205.39999999997,252826.76,265972.0,153870.32,263202.04,268206.16,268506.2,268863.52,253603.16
36,274904.6,269514.9,257715.99999999994,269070.0,179380.20000000007,274529.7999999999,269079.6,273001.0,284111.9,256774.3
37,295487.96,271494.12,268497.68,271635.0,202451.36,283147.12000000005,270231.56,273615.19999999995,288486.51999999996,265224.80000000005
38,305057.16,272742.34,271787.82,270147.0,219417.84,292189.5,271512.22,288539.8,290048.08,276268.1
39,306021.12,281617.04000000015,273996.0,274895.0,232485.92,292986.3599999999,276061.48,288975.2,295298.24,283590.76
40,307829.36,293489.68,276256.74,293880.0,235455.6,293147.62,287803.22000000003,289792.6,300003.04000000004,288106.58
41,309685.4,304018.2,292630.6,303666.0,249117.00000000003,294190.6,289404.8,291123.0,312181.1999999999,288467.8
42,311981.44,305181.66,308521.96,308491.0,251323.63999999998,296905.51999999996,291053.14,297208.4,311284.76,296182.89999999997
43,312678.88,311834.2,310589.68,311288.0,264408.44,302283.96,292800.12,299730.0,313104.08,309474.08
44,322096.44,330048.54,311909.94,327903.0,265018.88,301457.16,294619.58,313983.80000000005,313067.0,310663.24
45,325496.44,338435.19999999995,320799.84,337186.0,266518.52,301172.52,299100.75999999983,315924.4,324014.8,312873.3999999999
46,329180.00000000006,349500.80000000005,322623.3,354723.0,270917.9999999998,311030.99999999994,313936.3,316213.0,334122.6999999999,314436.9
47,332790.88,360668.60000000003,340597.04,369613.0,274971.39999999997,332502.48,314966.16,315875.8,344823.88,331366.08
48,379140.95999999996,387279.82,360408.12,374074.0,292841.36,350145.22,314799.92,324476.2,351044.02,368336.19999999995
49,380668.08,388825.36,375461.08,403097.0,305012.2,381942.12,314923.83999999997,341540.2,359370.24,381420.88
50,403727.19999999995,398232.4,394473.27999999985,405134.0,305151.96,384918.82,338077.04,350028.8,378533.06,386463.33999999997
