index,100_1_www.paypal.com,100_2_www.paypal.com,100_3_www.paypal.com,100_4_www.paypal.com,100_5_www.paypal.com,100_6_www.paypal.com,100_7_www.paypal.com,100_8_www.paypal.com,100_9_www.paypal.com,100_10_www.paypal.com
17,26647.12,37125.04,51222.56,24581.8,49782.44,30312.159999999978,24048.44,38398.39999999998,43226.28,67631.84
18,25685.440000000002,36011.98,49866.28,24997.199999999997,48600.78,40474.83999999999,23782.4,49740.22,42368.02,69195.59999999999
19,27407.68,35319.08,48916.12,26664.399999999998,50312.16,50208.28,39137.40000000001,48647.119999999995,41049.56,94547.88
20,28686.56,34188.86,48696.48,28535.0,49980.62,49926.62,51666.28,47974.96,42732.479999999996,95897.09999999999
21,30769.8,36763.2,52097.4,30767.0,49298.2,49263.2,50510.2,47110.4,44388.799999999996,95306.8
22,37220.04,41679.32,54168.520000000004,32654.20000000003,53276.52,48297.92,49507.52,48715.979999999996,52815.46,112607.79999999999
23,37319.12,43903.83999999999,58308.56,36983.6,55350.56,49948.08,51126.48,52893.36,54535.68,147850.6
24,37252.08,47621.14,58232.04,36785.200000000004,59608.54,49263.96,50723.76,55000.46,57554.92000000001,168106.40000000005
25,48129.800000000076,49676.32,60561.07999999999,38464.200000000004,59820.52,50819.36,54691.16,54826.119999999995,58623.24,183568.08
26,59943.0,49872.5,60759.0,40147.0,59540.5,52795.5,53949.5,59257.5,58685.5,228305.0
27,58374.80000000002,49893.68,63819.52,45960.59999999999,59374.40000000001,54730.64,56050.84,59161.880000000005,58827.840000000004,288767.24000000005
28,70764.64000000006,51948.86,67003.36,51063.200000000026,65405.24,56861.619999999995,58316.18,58987.54,67951.20000000013,350272.45999999996
29,82933.68,59298.159999999996,72454.84000000001,54676.4,64845.36,56707.68,60577.08,58962.04,70774.2,351908.44
30,83619.92,65172.299999999996,72768.48,56445.000000000015,69164.2,59221.74,60438.94,66929.35999999999,70154.76,355811.02
31,83455.8,64803.8,72251.2,79239.0,79180.99999999999,59330.200000000004,60670.200000000004,71029.0,71937.20000000006,396471.39999999997
32,82820.44,64378.48,74584.52,80380.4,86080.4,62279.60000000001,63919.68,70778.28,80651.80000000003,398620.5200000001
33,82247.32,65464.04,86705.8,79175.20000000001,92499.8,64787.04,66666.31999999999,69915.16,88381.6,417224.68000000005
34,82945.08,66636.46,94904.20000000001,81133.6,99471.20000000001,72981.8,69093.79999999999,69877.6,92304.48,419850.12
35,86661.95999999999,70324.8,106025.8,86732.80000000003,105986.60000000002,91516.19999999998,72763.56,72363.72,96716.20000000001,421092.16
36,97931.0,70299.0,110199.00000000003,88964.0,109054.7,95136.99999999997,72156.4,72608.2,106720.00000000003,421318.7
37,105659.44000000005,72223.8,117249.23999999999,91173.2,108986.08,104516.79999999999,76509.68000000012,79753.60000000002,123206.2,421558.04
38,121643.59999999999,93663.15999999996,121487.04,91484.40000000001,115418.88,110241.68000000001,97231.59999999996,120189.46,125707.42,423048.22
39,136011.76,104208.20000000001,121473.56,89871.59999999999,147408.00000000003,114303.2,122279.51999999995,120008.64,126019.44,430159.68000000005
40,158930.20000000004,127694.12,123090.88,105870.00000000006,204308.0400000001,113578.36,122665.76,124388.47999999997,128363.20000000006,432468.38
41,162284.8,127251.2,148818.60000000006,115165.0,249383.8000000002,113098.2,122184.6,145360.99999999997,160532.20000000013,434986.60000000003
42,170159.84000000003,129943.7,154334.2,114872.2,269590.22000000003,115518.91999999994,153689.19999999995,175949.49999999997,176952.6400000002,440975.64
43,195245.56000000017,145402.83999999976,160136.8,114834.00000000001,275511.4,118547.08,192236.52,191576.44000000006,203032.84000000017,445816.76
44,229747.40000000005,157925.2,173169.52,115793.40000000001,275084.8,118838.43999999989,226031.42,203149.66,208538.40000000002,449033.52
45,257769.80000000005,193689.63999999996,200179.6,138225.40000000002,282950.6,163744.6,260255.67999999996,219547.72,235843.16000000024,451277.72
46,290045.0,200940.0,217674.00000000006,153443.0,293483.60000000003,175668.99999999997,265401.8,235590.59999999992,252000.00000000003,453866.8
47,300163.80000000005,210483.79999999996,242468.72000000012,203416.4,295666.52,224802.63999999996,279943.36,275379.8,272839.80000000005,454130.56
48,316127.16,237228.52000000002,284441.2800000002,223845.2000000003,308288.9200000001,239250.3,280756.52,286245.26,289239.68,456736.6000000001
49,326485.0,245056.19999999998,310791.68,271977.4,316872.27999999997,276957.72,304259.5999999999,289546.36,301843.16000000003,458557.04
50,334524.2,266653.55999999976,321345.52,351903.80000000016,322240.68,288135.2,320645.06,290015.14,319069.24,460985.64
