index,277_1_www.sparkasse.de,277_2_www.sparkasse.de,277_3_www.sparkasse.de,277_4_www.sparkasse.de,277_5_www.sparkasse.de,277_6_www.sparkasse.de,277_7_www.sparkasse.de,277_8_www.sparkasse.de,277_9_www.sparkasse.de,277_10_www.sparkasse.de
16,165606.0,182329.6,180769.19999999998,151001.5,166843.00000000006,167197.99999999997,189705.9,152645.80000000002,218068.0,205334.1
17,199178.60000000006,190969.84,189003.12,156944.2,209274.96000000008,190234.96,203288.63999999998,183357.64,230175.0,211218.44
18,209929.60000000006,189857.8,196181.16000000024,192184.19999999995,220876.88,194635.76000000004,207503.18,194744.92,240026.0,221017.82
19,222334.4,214478.32,220977.04,202094.59999999998,230660.32000000004,207421.76,250111.92,199004.72,237785.0,229779.12
20,221809.8,221502.16,248180.80000000008,212550.30000000002,239386.82,228325.80000000008,254363.94,215781.84,256825.0,228161.56
21,221770.0,219694.8,254939.6,227338.0,249819.2,239958.6,298928.8,219717.8,256987.0,234801.4
22,219489.8,237346.88,300086.60000000003,239442.59999999998,260101.82,237564.48,333410.8,223969.96,257408.0,250432.94
23,230796.00000000006,238908.16,345289.1599999999,241593.80000000002,261813.08,238304.24,357329.36,231289.92,314887.0,252874.0
24,255992.8,241261.91999999998,375814.68,239555.4,263862.26,250722.4,370661.39999999997,240864.96,375861.0,278123.7199999998
25,256238.19999999998,251477.68000000008,375417.12,255500.39999999982,266851.0,250234.12,376157.56,245198.36000000007,456758.0,377749.3999999999
26,259429.0,260194.0,389876.0,262027.5,305192.5,291697.0,376257.0,260861.0,548393.0,444461.5
27,275548.0,260409.4,396530.08,262934.0,375647.43999999994,379235.6,432654.72,260120.52,607722.0,502204.4
28,305432.4,261776.60000000006,396860.56000000006,261665.7,482624.92,466655.32000000036,504362.6,266121.08,673443.0,556989.1600000001
29,368637.20000000007,337661.6400000001,400427.6,278357.4,530759.32,543382.76,536450.6,290355.32,679517.0,616936.1600000005
30,461579.4000000003,413610.28,404192.27999999997,338239.49999999977,541720.12,586564.56,548160.2,332132.80000000005,689216.0,672869.34
31,525384.0,505833.6,425559.99999999994,395994.0,587772.6000000001,668906.7999999999,563481.0,398520.4,698351.0,679096.4
32,559821.4,564256.2800000001,469206.72000000003,456072.6,624527.0400000003,671799.52,594108.8799999999,482145.76,729617.0,682756.58
33,593011.0,598157.0800000001,544070.36,546001.8,687781.52,681832.2,637964.8,581103.24,735873.0,694020.48
34,677225.7999999999,660853.04,589984.96,581368.1999999998,694362.42,691252.4,668118.36,607561.8799999999,750389.0,701546.5
35,681524.2,681078.16,595207.68,613936.7999999999,707075.64,722389.76,677725.04,670680.9199999998,782639.0,733028.28
36,693759.0,691759.4,640809.0000000001,680118.5,721759.2000000003,727316.0,683692.0,683485.6,870509.0,752808.7999999999
37,698565.0,697555.4,688123.12,684258.2,744266.96,748669.68,688712.0,695517.36,1005883.0,774894.7999999999
38,731597.6,715432.2,697005.9999999999,693655.4,762887.68,780410.36,719303.74,699146.4,1036705.0,817303.2799999999
39,732441.8,732345.7600000002,703956.44,704041.2,780578.4000000001,785290.8,759198.52,732325.44,1036938.0,883872.52
40,743858.6000000004,750005.64,709742.56,720243.3999999996,805954.3800000006,819834.4400000001,762227.1,736893.7999999999,1132723.0,966000.1600000003
41,759480.0,787485.0,738318.6,744596.0,894305.8000000002,870168.4,786266.6,766667.9999999997,1173475.0,1026841.2
42,782379.8,864307.32,764855.12,814468.7999999998,958304.3200000001,936015.12,795536.56,817773.9599999995,1182766.0,1032117.8
43,820719.0,948328.9199999999,802882.4800000001,896800.0,1032987.16,988651.8000000002,818672.1599999999,873792.28,1185083.0,1059527.44
44,855578.0000000001,1018716.36,843490.04,959687.5999999996,1043399.34,1018857.92,906438.2999999999,928088.0800000001,1188856.0,1066642.1199999999
45,919006.8000000002,1028231.32,892271.3999999999,1027426.0,1047670.64,1030337.04,984363.6,1004600.6799999999,1219344.0,1155413.68
46,1014554.0,1038316.8,943869.2000000002,1032214.5,1082069.200000001,1039073.4,1026748.7,1027545.2,1221714.0,1198344.0
47,1021132.4,1043096.76,1002017.36,1057216.7999999998,1135671.0800000008,1044161.52,1037526.7999999999,1049445.16,1225504.0,1203410.64
48,1038271.6,1112058.6800000002,1034256.16,1061939.9,1185587.46,1048248.16,1041654.34,1060274.88,1228876.0,1214301.28
49,1039918.4,1176196.84,1037387.68,1084632.9999999986,1192441.32,1052864.04,1042998.76,1066076.6400000001,1234035.0,1214211.52
50,1073473.8000000003,1178365.2,1047690.2,1158065.0999999996,1217921.36,1089517.88,1112909.1199999996,1178440.4400000002,1234059.0,1214313.76
