index,263_1_www.kicker.de,263_2_www.kicker.de,263_3_www.kicker.de,263_4_www.kicker.de,263_5_www.kicker.de,263_6_www.kicker.de,263_7_www.kicker.de,263_8_www.kicker.de,263_9_www.kicker.de,263_10_www.kicker.de
19,2223132.32,2182512.28,2146786.64,1983020.4,2131198.48,1999954.8,2077215.04,2278339.5999999996,2041227.68,1979141.6000000003
20,2301607.72,2199608.68,2267605.7400000007,2004660.76,2193981.98,2047098.86,2121409.02,2309992.92,2126891.8,1991618.48
21,2342246.6,2223932.6,2290067.4000000004,2029039.4,2224284.4000000004,2139903.8,2139753.6,2326134.4,2175459.0,2029705.0
22,2396173.84,2254661.24,2307716.4,2061519.68,2243910.52,2174138.76,2165881.6800000006,2359236.54,2200748.46,2136086.12
23,2421200.4,2294889.2,2343773.44,2143131.64,2297561.56,2218099.8,2268853.1199999996,2401444.6,2269978.08,2158754.16
24,2468322.1199999996,2359875.08,2366076.56,2181223.12,2357032.3600000003,2269098.48,2294872.1999999997,2459182.68,2280224.62,2174951.76
25,2484616.08,2620237.3200000008,2393155.12,2206672.24,2371977.64,2302389.44,2320757.92,2484265.28,2305941.04,2190814.08
26,2521531.0,2766219.0,2460134.5,2250649.0,2384814.5,2316485.5,2331528.5,2510722.5,2342945.5,2212796.0
27,2536244.56,2809571.96,2490232.04,2301213.56,2417401.12,2337704.52,2356975.36,2613778.3999999994,2376310.24,2255768.1600000006
28,2567507.6,2846352.16,2516397.2,2320571.6,2494227.9000000004,2435925.02,2376807.66,2629651.36,2394035.6,2260866.8400000003
29,2586892.56,2861735.6000000006,2541251.7600000002,2348764.36,2527568.7600000002,2448046.04,2388117.96,2643721.92,2490611.28,2295170.7600000002
30,2602292.44,2918284.84,2556508.12,2369859.92,2556579.64,2466603.44,2457302.42,2665170.5999999996,2508764.66,2308191.52
31,2614442.8,2945220.6,2590695.9999999986,2428412.6,2640798.400000002,2489147.2,2470405.6,2667665.6,2532849.8,2325540.4
32,2643852.64,2967272.4399999995,2653790.02,2536810.8799999994,2753198.5200000005,2552693.2600000002,2483244.38,2707566.2199999997,2558802.0999999996,2379773.72
33,2679770.32,3068422.72,2669264.0,2631066.24,2797535.16,2554301.72,2506434.56,2721669.96,2576127.72,2399986.88
34,2706139.88,3090117.44,2669717.52,2667454.48,2891934.54,2613859.62,2584980.5599999987,2822507.08,2619402.86,2397477.96
35,2717310.36,3123942.68,2705652.64,2691307.32,2956063.44,2648776.96,2647448.36,2833539.1999999997,2626371.24,2406245.44
36,2747374.8,3162880.0,2723323.3,2700797.8,3295454.7,2678953.3000000003,2661543.6999999997,2891870.9999999995,2676058.9,2414807.8
37,2799708.119999999,3227111.88,2740574.08,2719390.32,3321444.68,2725592.6,2668916.04,2959505.92,2697605.44,2452845.28
38,2925167.48,3256139.080000001,2771906.14,2752887.7600000002,3347167.54,2803389.0800000005,2684309.3000000003,3055767.7999999993,2720052.78,2506861.04
39,2986242.32,3309908.16,2787974.7600000002,2776194.64,3352735.92,2845897.3200000003,2691536.1599999997,3077522.64,2841832.88,2522149.4000000004
40,3072921.28,3366609.7600000002,2821962.24,2797949.4000000004,3378489.68,2920374.96,2713096.72,3210111.6799999992,2858559.66,2537580.8
41,3156245.4,3408745.6,2873105.8000000003,2812949.4,3393740.8,2948520.4,2727953.4,3276903.6,2903779.6,2558342.8000000003
42,3180426.96,3591964.12,2897633.7,2829171.88,3412150.92,2969913.52,2746311.0799999996,3297314.18,2920003.8200000003,2572047.72
43,3201557.16,3814019.7199999997,3036953.9600000004,2847871.36,3435714.16,2999039.7600000002,2748287.88,3441935.5199999996,2940613.4,2790441.88
44,3212230.4,3927432.92,3075438.56,2854273.4,3447527.84,3006263.64,2759020.36,3501767.34,2979168.42,2907107.16
45,3257731.1599999997,3952298.56,3152047.0,2864695.52,3469445.72,3032176.76,2880305.599999999,3521803.92,2995519.16,2933498.48
46,3305323.8000000003,3969959.4,3206136.900000001,2872017.6,3479500.9,3211894.2,2963244.5999999987,3559262.4,3023221.4,2970321.4
47,3497838.76,4038286.1600000006,3378785.84,2896739.12,3488981.52,3409456.64,2988986.92,3593395.4000000004,3045349.88,3070245.400000001
48,3496480.12,4051705.3999999994,3522255.38,2907477.88,3507651.64,3416873.56,2996990.44,3629469.96,3059574.66,3178844.6
49,3527117.88,4127814.48,3556789.12,2908405.76,3522687.16,3438997.12,3033364.84,3638872.44,3075102.8,3185573.04
50,3573448.7599999993,4168161.4,3605620.4799999995,2934738.2,3585608.1600000006,3472419.7,3051130.18,3652249.2199999997,3089238.06,3218352.8000000003
