index,22_1_www.dotdash.com,22_2_www.dotdash.com,22_3_www.dotdash.com,22_4_www.dotdash.com,22_5_www.dotdash.com,22_6_www.dotdash.com,22_7_www.dotdash.com,22_8_www.dotdash.com,22_9_www.dotdash.com,22_10_www.dotdash.com
15,286281.56,286186.48,520702.19999999995,682815.96,360242.2,168414.72,119952.88,160595.84,856690.2399999999,222540.08000000002
16,359541.4,352483.60000000003,599811.0,734366.4,407339.60000000003,233358.39999999997,121705.8,195544.7,877770.6,289493.4
17,440141.16,401719.6,658328.1999999998,748739.88,443963.16,301209.16,175660.68000000002,261559.8,880665.6,346326.68
18,445249.64,444804.64,735518.0,887799.6,455100.4800000002,360682.4,220737.64,335213.84,980360.4799999997,429436.4
19,470964.0800000001,453692.63999999996,809666.4,947399.04,507869.91999999987,425051.68000000005,235347.76,402312.84,1019574.44,446942.96
20,519556.6,485841.4,828150.1,997623.54,555284.76,491065.28,279754.11999999994,445159.2799999999,1060112.24,485417.6
21,572286.8,517608.6,831344.0,1041777.8,595708.4,506562.2,358110.8,446730.6,1063081.2,533336.5999999999
22,616442.8799999999,569553.04,867814.0,1044985.34,637925.7999999999,538137.7999999999,435376.08000000013,485211.6,1065630.16,594189.28
23,660063.1599999998,610343.2,877591.2,1051226.52,693397.68,612414.6,447655.76,527260.4400000002,1068380.2,638002.04
24,715923.8,669610.04,880503.6,1071022.78,736372.62,703611.9599999998,458653.04000000004,586441.96,1072007.6,687923.4
25,735580.72,718824.44,882575.9999999999,1081981.64,775306.2,777921.88,503144.52000000025,637949.6,1087857.48,734253.84
26,746678.0,736018.0,915047.5,1102773.5,827083.0,831507.0,556932.0,688757.0,1088747.0,759928.0
27,796758.2799999999,746491.4800000002,928614.2,1103270.52,829033.8,834596.8,609208.84,720272.4,1089453.7999999998,828325.92
28,835333.64,829990.84,997144.9,1109748.08,838054.02,919701.28,638884.2,743111.1,1100529.4,830142.56
29,838850.52,831746.64,1016159.6,1127029.48,839471.92,923501.32,688488.92,778519.16,1131780.52,835092.4
30,868774.64,859059.2399999999,1039100.4,1133060.68,840765.34,931496.9600000001,718199.4,819465.0800000001,1220373.44,836337.52
31,874042.8,868362.0,1042494.0,1139189.2,847380.2,964048.4,738859.0,861353.5999999999,1273051.2,842527.0
32,877583.12,874963.16,1043848.3,1140142.96,878855.5399999999,980233.8,778240.6799999999,869997.58,1299335.4,872204.7599999999
33,879834.52,882993.56,1045721.0,1143774.1199999999,886420.92,1016950.5599999999,805337.36,877958.44,1311492.48,879765.2
34,879578.6,882832.2,1068304.5,1161064.34,902856.74,1036113.72,828914.52,877024.3,1332075.72,882914.96
35,899633.9199999999,905940.4800000002,1072442.8,1163265.36,902733.16,1064280.56,830935.52,881372.16,1342010.8,888733.04
36,909870.0,959783.0,1091408.0,1185532.5000000002,928979.8,1065487.6,834912.4,883606.0,1400052.9999999998,890634.2
37,919728.16,987786.6,1096294.6,1233150.8000000003,945709.5999999999,1067122.84,842724.24,906429.32,1408515.96,904929.08
38,957543.16,1001497.44,1101450.8,1264975.34,992304.2,1073068.7199999997,848287.36,923242.6799999999,1411444.52,930364.8799999999
39,1018150.5599999999,1004102.8,1104502.4,1327675.56,1019329.48,1089172.92,865315.5999999999,924601.12,1414303.8800000001,953613.6800000002
40,1025645.5999999999,1025660.32,1105709.7999999998,1340035.64,1027938.1200000001,1088637.36,880153.04,970920.04,1416608.2,998034.2000000001
41,1056736.8,1028576.6,1125203.0,1375880.3999999997,1060020.6,1097456.6,882064.8,993908.0000000001,1417246.6,1018059.3999999999
42,1059464.6,1060766.6,1127232.3,1431575.5599999998,1064958.84,1100348.48,885496.76,1043054.96,1419574.44,1026808.76
43,1058432.72,1067765.76,1132161.8,1434347.92,1064004.92,1104151.16,887565.84,1060613.64,1421877.92,1058901.56
44,1060230.36,1068268.08,1137987.3,1438233.38,1065080.74,1121794.52,888580.08,1059656.96,1429533.44,1067513.44
45,1062066.28,1071078.32,1138476.6,1437627.04,1069325.24,1126478.96,911799.84,1062432.68,1408415.4400000002,1066570.64
46,1063601.2,1071163.2,1140979.0,1419203.9000000001,1069711.7,1128101.2,914067.6,1062852.2,1411649.2,1068198.4
47,1065242.92,1075072.72,1142268.8,1421386.68,1070732.16,1130795.08,928819.4,1064542.76,1418682.56,1070049.32
48,1064847.76,1074040.32,1157340.2,1426682.96,1072242.22,1133727.32,943676.64,1065660.46,1423654.4,1071446.04
49,1068042.24,1075033.52,1159364.6,1428869.04,1073830.52,1139980.64,970823.1200000001,1067554.64,1430182.0,1073244.36
50,1069883.12,1079516.68,1159347.8,1430137.84,1077951.54,1139850.12,1024413.72,1069129.06,1433611.48,1071689.44
