index,250_1_www.faz.net,250_2_www.faz.net,250_3_www.faz.net,250_4_www.faz.net,250_5_www.faz.net,250_6_www.faz.net,250_7_www.faz.net,250_8_www.faz.net,250_9_www.faz.net,250_10_www.faz.net
18,2710467.4,2941132.84,2736331.599999998,2299540.239999999,2370097.96,2613925.08,2707066.08,2610105.680000001,2394480.16,2706131.3600000003
19,2987128.92,2962695.92,2970084.4,2370979.36,2595470.44,2781083.48,2859105.279999998,2696241.7600000002,2459773.28,2908744.28
20,3001111.44,2985285.28,2966779.8000000003,2387864.52,2650097.68,2954676.96,3034336.04,2877936.48,2645020.24,2970001.36
21,3042157.8,3125131.6,3023069.0,2455750.2,2873582.6,2962287.8,3062546.0,2982542.8000000003,2706981.2,3051901.8000000003
22,3083430.68,3677430.000000001,3065847.2,2587756.08,2982962.96,2971707.8,3428511.999999999,3062178.800000002,2804465.14,3085596.36
23,3329260.24,3947924.84,3433796.7999999984,2691105.44,3004154.28,3005448.08,3848122.92,3514901.600000001,2927459.6,3333403.000000001
24,3632674.12,4364122.84,3987800.5999999996,2697964.84,3040787.28,3228051.68,4334514.319999999,3998546.0000000005,3201868.5999999996,3927926.760000001
25,4235246.4399999995,4804965.68,4585917.199999997,2745168.3600000003,3734074.5200000005,3698794.279999996,4848726.24,4604184.4799999995,3602383.2399999998,4340673.48
26,4810642.0,5400274.0,5017226.0,3004709.0,4397535.000000004,4210763.0,5502350.0,5298252.0,4075787.4999999995,4856979.0
27,5537902.920000001,5512108.600000001,5481303.6,3181057.08,5235841.480000003,4655176.239999997,5657042.2,5569010.64,4531206.72,5380496.28
28,5662782.92,5695591.88,5697775.6,3537528.5999999996,5456574.64,5103289.92,5755270.78,5586646.84,5028234.919999996,5748546.88
29,5678381.88,5768221.36,5791242.2,4054112.7199999993,5480356.76,5574639.72,5787974.92,5622002.12,5398484.559999998,5766657.52
30,5746696.44,5816978.76,5989462.600000001,4569090.119999999,5501574.16,5607306.36,5985472.5200000005,5639242.64,5487313.12,5790925.5600000005
31,5931869.4,5831036.4,6025257.0,5031340.199999999,5626960.8,5649499.4,6001638.600000001,5668168.8,5543873.0,5820584.2
32,5949578.84,5865475.72,6036236.6,5561153.88,5665978.28,5675826.16,6016214.38,5738955.52,5628082.86,5851354.24
33,5988337.32,5880932.72,6060116.8,5668043.36,5725748.840000003,5735982.48,6101417.4399999995,5752325.04,5736243.04,5903975.880000001
34,6282206.04,6009296.24,6198570.999999996,5688319.88,5753142.04,5752823.2,6129282.18,5799049.48,5772402.12,6061168.12
35,6367582.76,6148266.2,6503305.4,5797724.2,5864491.24,5770668.24,6154025.04,5935308.2,5815002.2,6079465.0
36,6462043.2,6162478.399999999,6523351.0,5818150.0,5876409.0,5809750.999999997,6168338.9,6067218.800000003,5825863.1,6221423.8
37,6543946.84,6186396.4799999995,6535247.6,5953514.92,6013549.279999999,5919807.96,6184517.16,6096464.48,5916510.48,6359000.32
38,6552004.96,6301050.44,6555776.4,5967411.76,6033557.64,5987956.600000001,6356543.520000001,6115256.4,5991399.64,6589534.48
39,6726161.8,6338004.36,6559012.6,5975555.68,6190511.84,6047251.88,6390330.44,6228491.32,6041768.68,6588411.400000001
40,6744356.64,6377167.08,6575936.399999999,6036475.4799999995,6243522.48,6072960.64,6414943.14,6236613.28,6042046.54,6641218.04
41,6817484.6,6567099.0,6706058.0,6092208.6,6258146.2,6092940.6,6444484.6,6287098.2,6100390.6,6664173.2
42,6934079.159999999,6598998.6,6726232.4,6131233.48,6279486.12,6128820.24,6470460.2,6458366.32,6134713.399999998,6705121.48
43,7457152.719999998,7107980.68,6791099.6,6178756.919999997,6305449.240000001,6251494.92,6606972.28,6813866.360000001,6183016.44,6855816.68
44,7507213.8,7121223.12,6818340.8,6296568.68,6433498.84,6328557.28,6738126.62,6994840.64,6218251.04,7073663.28
45,7559266.12,7174756.84,6887246.4,6300533.680000001,6509490.92,6340888.56,6900725.72,7039507.08,6436278.72,7581872.2
46,7636228.3999999985,7309174.4,7008368.0,6325148.6,6523470.2,6393578.399999998,7284728.8,7110878.200000002,6684726.8,7690786.4
47,7707276.84,7328229.08,7536675.4,6660954.519999994,6730757.640000001,6860600.76,7514951.48,7198297.92,7078382.719999999,7707417.44
48,7712606.72,7346297.76,7587493.4,6843232.68,7043149.04,7038505.08,7537846.98,7215560.4,7171273.92,7727367.16
49,7754406.12,7379061.08,7719134.2,6973273.04,7213474.24,7063242.72,7649816.640000001,7249509.04,7299832.96,7862091.12
50,7765549.56,7404855.96,7743885.6,7043150.64,7227500.64,7103688.24,7689670.02,7275557.2,7317404.5600000005,7880633.96
