index,400_1_www.opodo.de,400_2_www.opodo.de,400_3_www.opodo.de,400_4_www.opodo.de,400_5_www.opodo.de,400_6_www.opodo.de,400_7_www.opodo.de,400_8_www.opodo.de,400_9_www.opodo.de,400_10_www.opodo.de
40,1437626.04,1445382.48,1439009.36,1435054.24,1436477.84,1427487.8800000001,1421361.84,1431984.22,1430298.26,1456493.06
41,1446040.4,1449832.8,1445038.6,1433868.8,1441100.4,1429139.4,1426569.4000000001,1433215.2,1431958.6,1461058.5999999999
42,1457815.28,1456975.2,1445829.64,1438031.04,1447212.96,1431389.86,1436764.2000000002,1443381.58,1431539.46,1498266.1199999999
43,1469294.84,1466478.0,1450250.6000000003,1437502.68,1455787.88,1440100.88,1455454.48,1455100.2,1435338.6,1523883.04
44,1466831.52,1480485.36,1474741.72,1445627.68,1463372.32,1449287.4000000004,1472767.08,1483245.26,1456955.92,1509971.58
45,1467138.44,1495647.08,1490103.1600000001,1467220.3599999996,1470017.48,1476587.1199999999,1476513.92,1480131.16,1482482.72,1514345.52
46,1490762.0,1508730.4,1502086.0,1478276.4,1480675.0,1480822.8000000003,1479014.6,1491162.2,1484260.0,1527556.8
47,1501565.44,1513079.48,1509128.12,1484535.48,1504252.48,1504126.6400000001,1490384.76,1495809.84,1492042.64,1534829.24
48,1506234.24,1518404.96,1515348.2,1496770.96,1507382.64,1501896.26,1506908.7200000002,1500275.82,1495927.7000000002,1544293.5999999996
49,1515115.08,1524485.96,1523088.24,1503451.76,1515283.96,1515295.28,1512354.08,1505976.4,1507479.4000000001,1550429.6
50,1516070.52,1530582.32,1531862.04,1506543.16,1518015.92,1519611.64,1514066.04,1515069.02,1519039.26,1551862.44
