index,54_1_www.flickr.com,54_2_www.flickr.com,54_3_www.flickr.com,54_4_www.flickr.com,54_5_www.flickr.com,54_6_www.flickr.com,54_7_www.flickr.com,54_8_www.flickr.com,54_9_www.flickr.com,54_10_www.flickr.com
30,5409263.0,1281725.82,1264198.32,5010742.52,4320024.799999999,1320081.6,4711158.52,5117697.2,4793402.0,4502398.12
31,5623147.0,1287538.6,1297108.0,5193112.400000001,4529611.0,1458546.4,5001562.399999999,5343587.199999999,4969211.0,4761703.999999999
32,5940447.999999997,1284446.22,1305906.28,5391269.479999999,4808904.199999999,1540927.2000000002,5156973.28,5649828.639999999,5229851.399999999,4922902.959999999
33,6178743.799999999,1292485.16,1306665.56,5681752.2,5080892.399999999,1699688.32,5391601.16,5948789.079999999,5499197.4,5140840.36
34,6401422.0,1296655.66,1305937.36,5979332.640000001,5364982.8,1848170.2399999998,5597104.52,6223152.519999998,5708329.4,5293666.28
35,6730120.799999999,1301231.68,1311775.12,6245560.399999999,5641572.199999999,1965876.04,5805332.08,6472558.959999997,6003621.799999999,5533469.44
36,7102505.0,1332626.7,1317068.6,6474769.0,5909764.0,2018268.4,6096757.8,6766476.799999998,6310014.0,5872236.399999999
37,7497510.6,1338612.6,1320115.4,6709282.6,6209491.600000001,2023883.16,6295438.6,7003461.839999998,6605133.2,6208428.800000001
38,7706157.999999999,1349614.58,1351678.72,7056761.84,6481972.399999998,2039057.72,6597441.56,7288821.24,6866443.2,6393954.959999999
39,7949043.8,1384105.8,1358434.96,7328082.239999999,6707650.399999999,2044203.32,6867983.68,7524457.279999999,7096549.599999999,6568122.72
40,8299125.6,1382467.9,1406653.4,7529873.92,7015662.6,2050743.36,7146112.32,7727596.16,7392431.8,6876138.199999999
41,8565777.0,1469041.2000000002,1496885.0,7873086.200000001,7270681.0,2050564.4,7483788.200000001,7827222.0,7651990.0,7187856.2
42,8862192.799999999,1598491.4800000007,1495188.96,8157852.279999998,7511178.200000001,2059628.08,7796932.9799999995,8034739.84,7888348.4,7477053.68
43,9147268.8,1708903.36,1628411.3599999999,8385983.239999999,7759404.399999998,2068870.0,8104844.6,8267778.479999999,8088524.2,7756443.3599999985
44,9397433.0,1756924.94,1722669.7199999995,8624292.08,7950842.1,2069527.88,8364082.44,8563579.92,8194464.599999999,7981580.24
45,9681228.4,1887945.9200000004,1828809.7200000002,8835157.520000001,8166014.799999999,2075492.48,8621585.720000003,8856900.36,8484553.799999999,8119960.68
46,9884845.0,2016933.1,1969037.0,9031297.0,8374928.0,2100767.0,8878598.6,9166971.799999999,8701316.0,8409663.200000001
47,9900754.0,2023210.04,2028004.68,9242914.68,8570328.0,2106671.36,9199035.959999999,9434755.8,9034791.0,8719157.16
48,9929999.4,2035600.46,2034537.84,9424186.2,8754345.0,2109063.36,9461096.36,9736401.68,9319238.0,8961309.520000001
49,9932563.2,2044339.16,2049661.16,9631212.879999999,9095120.0,2113720.76,9693466.32,10037051.12,9628176.599999998,9210327.6
50,9940779.6,2048752.92,2053528.44,9838347.52,9374153.8,2118422.16,9865925.12,10075577.54,9874307.1,9481838.04
