index,200_1_siteorigin.com,200_2_siteorigin.com,200_3_siteorigin.com,200_4_siteorigin.com,200_5_siteorigin.com,200_6_siteorigin.com,200_7_siteorigin.com,200_8_siteorigin.com,200_9_siteorigin.com,200_10_siteorigin.com
15,238567.96000000014,436541.83999999997,272942.2,296944.8,298416.60000000003,409935.44,223417.39999999997,296790.08,342203.24,315563.48
16,365623.4,447223.60000000003,295207.2,317562.99999999994,416619.6,427108.0000000002,306071.19999999995,358895.00000000006,412070.19999999995,356847.39999999997
17,416969.16,452277.68,399242.04,409714.39999999997,417686.24,443332.48,376255.87999999983,416603.44,415735.08,415669.56
18,436753.84,494525.6,423218.04,417831.24,437940.76,446909.16,419154.92,436649.58,444210.48,442960.19999999995
19,440134.88,503799.6,444679.95999999996,444441.48,446641.36,449775.36,447448.04,440950.32,447061.39999999997,445565.72
20,443866.96,512729.63999999996,452899.68,447039.88,452864.24,485328.55999999976,448271.28,451583.88,451118.8,451767.78
21,447142.8,564583.3999999999,459294.9999999999,454019.6,498915.39999999997,500400.8,453751.5999999999,490022.0,498695.8,482449.0
22,496461.32000000007,625060.72,489981.48,461907.44000000024,516605.92,567139.9200000002,455306.36,499181.86,502700.18,502571.66
23,511785.48,630608.12,510864.52,504462.08,573495.4400000001,633222.08,505664.44,516653.24,585832.8800000001,559327.2000000001
24,514566.68,676756.72,523563.44,583150.5199999998,633874.44,646220.4,574731.88,518944.7,643824.16,632734.7
25,515813.24,683039.2,527196.84,634632.92,645202.76,650598.88,634319.6,520714.84,646602.4,645147.56
26,553996.0,727442.0,534169.0,641889.0,650791.0,665974.0,642790.0,537075.5,649755.5,649301.5
27,625750.0000000002,796488.4799999997,544979.72,655102.52,651719.28,677775.36,646956.48,538909.96,665855.76,664963.4
28,657927.32,838482.92,566475.7999999999,658789.66,674934.4,695171.04,662554.36,565766.12,673695.3,666302.94
29,688025.72,838183.04,590674.4,674213.6,675919.04,701694.04,664393.36,570611.96,697280.6799999999,699729.32
30,693336.1,872906.08,594473.64,676346.82,689632.2,700560.6000000001,680045.04,638277.72,700166.74,721997.92
31,694139.2,900885.2,594808.8,693029.6,704315.8,707680.4,714628.8,691264.0,703675.0,721019.4
32,698407.34,916560.7999999999,601265.84,726558.34,730358.4,770905.3200000001,721463.64,691954.02,703754.74,728542.64
33,769676.6000000001,935806.68,633823.9199999997,730553.52,762703.4,814316.1200000001,719409.84,729885.1200000001,752717.4,761515.88
34,813965.7400000002,948234.7199999999,699080.4,731590.0599999999,791098.96,860108.6,729772.24,783342.8800000004,807289.1199999996,836438.1399999999
35,831082.92,988836.2,763959.2,739552.72,838271.8,898566.1199999999,767839.5999999997,830783.56,893819.7599999997,858123.96
36,876648.2000000002,1033771.7999999999,779331.0,842006.1999999998,836867.2,991514.5999999999,808134.0,840611.7000000001,989152.6,866098.7999999999
37,968677.3199999998,1107546.4,855377.9599999998,868521.2,895508.96,1062556.1199999996,860163.44,855466.4,1024302.6399999999,937264.1599999999
38,1010379.18,1110770.6,923640.4,897420.7200000001,955854.6000000002,1087381.4400000002,860706.4,950094.0400000004,1084277.48,1068197.24
39,1016602.6000000001,1126608.8,1033427.36,1024070.5599999998,1028044.36,1091790.44,912588.4,1025203.6,1085800.92,1086814.72
40,1082564.1600000001,1140322.4799999995,1094736.2,1048171.6,1057961.92,1099939.88,1028607.5199999993,1077760.8,1093024.24,1090711.44
41,1090623.6,1156162.6,1098050.6,1093376.6,1097177.0,1100815.2,1082886.2,1093617.4,1099687.6,1097945.0
42,1098623.88,1156714.84,1104982.44,1096888.02,1106262.8,1118029.16,1083851.28,1102493.08,1101825.44,1099911.06
43,1101590.4400000002,1180562.92,1107813.8,1103975.6,1109570.8800000001,1121278.76,1091517.36,1103439.48,1118389.2,1117380.36
44,1103952.18,1183105.24,1113061.04,1125197.02,1124412.72,1143275.1199999999,1098192.04,1113131.7800000003,1121007.6,1120396.18
45,1119504.96,1185454.0,1128269.96,1129596.32,1127457.44,1164987.08,1100484.44,1123373.32,1122243.56,1122733.68
46,1123904.6,1200157.8,1130534.8,1145541.4,1130941.8,1188099.8,1115280.6,1128069.8000000003,1144118.1,1137129.2999999996
47,1126039.44,1217866.44,1153459.28,1148140.68,1141438.6400000001,1191519.72,1118860.36,1148188.92,1146101.84,1146592.76
48,1129715.0,1233834.08,1156982.6,1148435.48,1154276.96,1194631.56,1120873.72,1150709.78,1162096.32,1151417.06
49,1139477.8400000003,1238803.4,1197563.04,1171392.12,1160666.56,1196817.76,1124273.28,1166321.68,1191626.32,1169133.88
50,1167199.8,1242772.76,1200750.2,1173021.78,1199360.6,1203123.68,1144440.52,1195805.8800000001,1194478.74,1190694.9999999995
