index,306_1_www.sueddeutsche.de,306_2_www.sueddeutsche.de,306_3_www.sueddeutsche.de,306_4_www.sueddeutsche.de,306_5_www.sueddeutsche.de,306_6_www.sueddeutsche.de,306_7_www.sueddeutsche.de,306_8_www.sueddeutsche.de,306_9_www.sueddeutsche.de,306_10_www.sueddeutsche.de
27,1744802.68,1772658.3199999998,1640868.72,1752333.4,1532190.4800000002,1507589.6,1584712.4,1608928.76,1873258.3199999998,1469719.1199999999
28,1785634.4000000004,1784819.14,1650962.46,1755582.6,1573323.14,1532400.7,1596555.92,1616527.68,1914412.9199999997,1506380.52
29,1817241.6,1788793.44,1670889.88,1769935.7999999998,1599499.04,1558432.8,1640594.2,1625711.44,1991177.6800000032,1521690.48
30,1863099.8,1799962.86,1691631.1199999999,1799277.0,1626812.3,1568900.0000000002,1666486.48,1631894.92,2084270.16,1532012.66
31,1883086.8,1834871.4000000001,1751906.2,1928314.0,1645745.4,1601374.0,1685540.2,1664815.1999999997,2129762.8000000003,1567017.5999999999
32,1889332.52,1932226.320000002,1760746.32,1954982.8,1654907.44,1636529.9,1717617.94,1668513.64,2147909.44,1587277.1
33,2035009.16,1993977.6400000001,1779363.2000000002,1969910.1999999995,1657858.24,1662172.4000000001,1730857.2000000002,1749395.9599999997,2168561.28,1614640.72
34,2140492.04,2045556.08,1801839.08,2084697.8,1666306.34,1687272.4,1767977.02,1779281.3599999999,2208322.88,1634993.08
35,2172746.8,2149050.56,1894321.48,2126723.6,1705941.24,1699372.6,1814930.16,1812924.5999999999,2247395.12,1633640.44
36,2191623.2,2177433.7,1953304.1000000013,2143474.0,1702902.7,1706547.0,1837388.4,1862692.5999999999,2279486.8,1651201.3
37,2232140.28,2189062.52,2050286.24,2177251.6,1774504.2,1719206.4,1855492.32,1891731.28,2313629.44,1661566.64
38,2291262.6,2258849.12,2105442.6,2175965.0,1792374.14,1741608.0000000007,1867402.66,1993496.6400000008,2371165.8,1667240.16
39,2296918.08,2282843.44,2243672.56,2231226.2,1803730.2,1798362.4,2020541.7200000004,2075572.92,2480585.44,1682368.8800000001
40,2310516.68,2290054.38,2331215.02,2282547.2,1835685.32,1813651.5,2120631.16,2143339.8,2554121.64,1692843.12
41,2319552.2,2310342.2,2597079.1999999997,2328964.0,1926423.2000000002,1915418.0,2189804.0,2242538.5999999996,2567605.4,1701254.0
42,2320850.08,2339970.72,2745126.0,2340360.6,2065364.0800000003,1940424.4999999998,2227047.92,2401296.2,2583014.56,1777981.319999998
43,2343452.68,2375364.68,2870595.5599999996,2367905.8,2171634.1599999997,2007180.2000000007,2276215.32,2541480.4,2620263.16,1803613.7199999997
44,2361215.2400000007,2385592.32,3131350.96,2397926.0,2325561.04,2045722.2,2343206.92,2684424.28,2644183.6,1811350.76
45,2393321.72,2380699.96,3369122.2,2432018.1999999997,2413548.6400000006,2054405.4,2364580.64,2691966.56,2666677.04,1823087.68
46,2411193.0,2387017.4,3667494.399999999,2444219.0,2556662.9999999995,2051618.0,2354197.3,2706332.6,2670303.6,1831381.7
47,2476016.4800000004,2509370.2399999998,3865693.5600000005,2513963.8,2647702.7600000002,2088285.6,2344529.24,2700953.2,2681926.08,1936975.6800000002
48,2543552.0800000005,2634391.98,4073406.0999999996,2690155.3999999994,2650094.22,2117745.3,2363818.1200000006,2715409.56,2727897.5600000005,2081412.38
49,2667379.7600000002,2733470.6799999997,4322314.56,2721481.6,2644567.2399999998,2137718.8,2382347.48,2731832.3600000003,2876980.640000004,2102703.4
50,2742777.08,2813700.24,4341698.36,2729681.6,2650204.7,2167624.6,2388029.56,2744783.88,3057998.6799999997,2106625.76
