index,94_1_edition.cnn.com,94_2_edition.cnn.com,94_3_edition.cnn.com,94_4_edition.cnn.com,94_5_edition.cnn.com,94_6_edition.cnn.com,94_7_edition.cnn.com,94_8_edition.cnn.com,94_9_edition.cnn.com,94_10_edition.cnn.com,95_1_edition.cnn.com,95_2_edition.cnn.com,95_3_edition.cnn.com,95_4_edition.cnn.com,95_5_edition.cnn.com,95_6_edition.cnn.com,95_7_edition.cnn.com,95_8_edition.cnn.com,95_9_edition.cnn.com,95_10_edition.cnn.com,96_1_edition.cnn.com,96_2_edition.cnn.com,96_3_edition.cnn.com,96_4_edition.cnn.com,96_5_edition.cnn.com,96_6_edition.cnn.com,96_7_edition.cnn.com,96_8_edition.cnn.com,96_9_edition.cnn.com,96_10_edition.cnn.com,97_1_edition.cnn.com,97_2_edition.cnn.com,97_3_edition.cnn.com,97_4_edition.cnn.com,97_5_edition.cnn.com,97_6_edition.cnn.com,97_7_edition.cnn.com,97_8_edition.cnn.com,97_9_edition.cnn.com,97_10_edition.cnn.com
11,536686.0,593253.7999999999,576321.0,508201.0,697912.5999999999,805958.0,462940.0,457822.0,511824.0,464847.99999999994,11312.000000000002,6215.6,20877.8,25489.99999999999,27845.4,12959.8,16083.6,10616.999999999998,14510.0,20576.2,44183.0,39531.2,14802.0,30063.6,22134.6,42081.6,33471.00000000001,32464.999999999996,26241.600000000002,34734.0,253205.0,303725.8,211356.2,110051.2,298985.6,261608.0,134695.0,296783.6,177499.4,202032.8
12,710020.4400000001,791833.7199999997,795263.0,688341.9200000004,969925.5199999998,974758.6000000001,639733.2,659518.0,725289.0,620881.2399999998,13374.54,6525.32,23551.599999999984,39829.48,30281.120000000017,13776.68,20153.12,16344.76,20791.92,22069.48,69858.63999999996,38728.68,20677.0,42438.06,21824.72,47573.54000000002,36798.48,31607.36,27916.920000000002,41190.7,334944.60000000003,405834.5599999998,267440.52,141246.19999999998,384511.8,298370.24,181250.40000000002,358478.6199999999,258137.72,239526.27999999997
13,984113.64,982483.88,985575.0,887773.8,987926.24,981874.8,822778.7999999992,815894.0,840197.8000000005,699199.08,15002.959999999997,11794.72,47911.92,43097.95999999998,34568.479999999996,17411.840000000007,21888.64,18191.68,22498.68,31950.879999999986,105226.48000000001,40136.32,40300.0,42285.520000000004,25929.72,54874.84,38990.159999999996,33103.64,30530.760000000006,41465.599999999984,400328.80000000016,426056.08,274675.64,193114.40000000002,450833.88000000024,366959.4,242631.80000000002,419484.4,282744.63999999996,299757.75999999995
14,988821.98,990719.72,989933.0,987540.66,990964.48,984244.4,987066.2,980200.0,933002.1,731256.56,16321.08,12824.039999999999,49457.76,66463.03999999995,69419.34,20617.68,39868.60000000003,19989.39999999999,38991.91999999999,43466.44000000001,172858.91999999998,44337.48,39975.0,53460.12,25848.78,91645.52000000002,40634.96,35276.36,40862.6,44408.4,449291.0,440207.44000000006,287924.08,272130.6,525432.1600000001,401308.68,340242.16000000015,430697.86000000004,298808.24000000005,382793.88
15,993219.68,996972.04,994610.0,989920.24,997474.32,989097.7999999999,991578.6,984481.0,1003588.6,763101.48,26190.80000000001,14476.76,58827.39999999999,89461.04,80183.23999999999,22507.48,46173.31999999999,22134.840000000004,49725.11999999999,47853.83999999999,178036.12,47011.76,38821.0,82335.92,52905.07999999999,107673.96000000002,51062.87999999995,36969.52,58704.28000000002,44155.200000000004,479097.0,506316.1600000001,297270.8,403671.27999999985,538473.64,462488.7199999999,414173.92,471842.24,331819.16,397188.8
16,995121.6,999675.4,997187.0,994766.1,1013972.7,995469.0,996068.0,992400.0,1011295.0,825702.5,43541.0,15579.200000000003,78779.2,90351.4,87419.79999999997,31429.2000000001,49712.499999999956,36172.2,52552.00000000001,70817.20000000001,182506.6,72744.99999999999,43162.0,119025.6000000001,79746.4,154388.70000000004,67868.4,44364.8,72348.2,56070.0,523412.0,539418.6,302166.2,426459.4000000001,548019.2000000001,525310.0,442601.0,516825.0,374562.3999999999,428316.6
17,1019799.48,1003482.36,1004135.0,998059.4,1060308.4,1002827.0,1009043.4,996750.0,1014208.8,870336.6,45157.76,15717.52,88544.28,113876.79999999999,104282.20000000001,63823.0,70864.83999999998,50650.76,66652.28,76045.83999999998,189746.88,100153.8,45281.0,168103.04000000007,103220.43999999994,191274.2,99622.95999999999,82162.27999999994,82691.48,114637.79999999997,536456.8,566397.92,320780.75999999995,512891.24,600366.3200000001,532044.48,535820.52,580187.16,421603.6,443816.16
18,1050573.3199999998,1034742.88,1087635.0,1006109.6,1070113.32,1106554.4,1037375.9999999997,1007732.0,1041401.9,1037605.5599999999,51251.44000000003,17448.039999999997,97778.44,117939.88,106459.78,64332.68000000001,80944.46,52318.64,69260.2,77911.8,247844.56000000006,125936.04000000001,44813.0,239638.6,125226.4,219072.40000000002,116272.4,106890.92000000003,109076.52,158705.19999999992,542277.3,590877.68,385731.27999999985,618441.76,634345.08,537073.6,618892.68,591393.24,453515.36000000004,463950.4
19,1213788.2400000002,1041637.4,1250075.0,1087683.9600000004,1211187.28,1309137.0,1201306.1999999997,1031378.0,1057546.4,1127146.24,71952.6,17229.920000000002,99702.12000000001,121295.51999999996,107299.84,65341.68,82811.24,54712.399999999994,75597.12000000001,79824.68000000001,266297.48,128312.6,46908.0,288181.44,158933.96,227684.32,156194.36000000004,142792.8,112374.84,197303.19999999995,544620.0,611211.32,389601.72,644703.96,637838.64,585085.68,636422.32,613320.32,528288.8,476736.67999999993
20,1317868.02,1115116.7599999998,1315870.0,1306507.72,1349648.4799999997,1343705.8,1312792.4,1063560.0,1136608.2,1166543.8,96472.8,20869.92,111463.4,126123.34,108481.02,85831.76000000005,82964.74,91336.07999999997,77392.88,81251.28,280432.4,129144.19999999998,107065.0,290351.18,162699.14,247019.80000000002,201420.6,182259.5199999998,135357.32,261900.00000000003,563498.6,612955.6799999999,406673.8,647037.8,639984.7999999999,586173.72,639301.22,636387.38,534172.24,503000.88
21,1350333.2,1190601.8,1327197.0,1321767.2,1358308.2,1356150.0,1320994.0,1092079.0,1174619.0,1202529.3999999994,118386.6,21099.4,114779.6,126093.19999999997,112593.6,108888.8,83896.4,114239.99999999996,81107.4,81231.2,316473.5999999999,144451.19999999998,142670.0,321877.80000000016,183342.8,252133.4,230395.00000000006,208997.59999999992,146956.00000000003,293453.0,573056.0,630985.6,433152.5999999999,712354.9999999999,668916.0,592581.0,706068.6,639365.8,578329.0,523446.79999999993
22,1359021.04,1335266.96,1371834.0,1397029.1,1366923.54,1363550.6,1355072.4,1164419.0,1217482.1,1246125.86,127724.36000000002,22043.16,115479.88,128425.2,114909.58,141194.80000000002,86118.02,143197.19999999995,82583.68000000001,82691.96,383350.32,147464.8,182332.0,353329.72,201478.52,270993.2,265103.48,226881.28,160186.76,337900.39999999997,600999.0,644129.92,477890.2,757976.7199999997,723677.2000000001,604951.1999999998,758996.08,668005.26,596104.08,614953.2
23,1371180.84,1364400.4,1435831.0,1407545.56,1450483.04,1377954.0,1366720.5999999999,1350189.0,1283764.0000000007,1342399.7599999998,162948.88,23656.920000000002,115407.75999999997,130077.04,122533.52000000005,162578.88000000003,85945.72,160909.76,82254.52,82307.04,410719.08,164899.04,235540.0,383133.04,226678.47999999998,317615.4,299483.68,229754.36,197954.67999999996,343139.0,670081.6000000001,649407.24,524071.4,843607.3599999998,757098.1199999998,628467.48,807006.24,700306.4,605921.44,711985.0399999997
24,1415307.34,1411665.56,1449104.0,1445294.46,1468521.52,1431301.4,1450209.0,1393122.0,1343264.7,1370247.2,188367.68000000002,25113.0,116379.76,131771.48,129787.92,177099.48000000007,87519.06,168141.4,83764.18000000001,83722.76000000001,436313.32,171304.4,264610.0,402286.22,279679.8,348309.60000000003,302478.48,239158.52,228161.4,347693.0,741254.3999999999,663733.8400000001,586122.6799999999,913701.64,780019.96,670505.68,897252.36,744545.9,607358.08,801917.7999999999
25,1462299.4000000001,1506301.96,1463051.0,1463374.16,1477135.48,1494240.0,1465638.0,1455034.0,1396730.0000000002,1415843.7999999998,213186.03999999998,28873.320000000018,117992.08,131718.76,129132.32,206215.08000000002,87217.2,203200.59999999986,83191.84,85526.88,460499.6000000001,205518.19999999998,289082.0,416213.0399999999,283932.75999999995,373038.04,315760.43999999994,239535.12,241982.2,421841.6,821800.2,698837.76,615796.12,979109.3600000001,848001.5200000005,683621.3599999999,994015.96,785504.7600000002,611377.88,875309.96
26,1489982.5,1522372.0,1507164.0,1480541.0,1527358.0,1530215.0,1502363.0,1468608.0,1411079.0,1507376.0,216745.0,39335.0,119748.0,131919.0,135355.0,215626.0,86684.5,214893.0,84678.5,85326.0,505522.0,228812.0,290850.0,439951.5,286255.0,398815.0,354755.0,238470.0,267683.0,443121.0,867997.0,737500.0,620185.0,1040253.0,915068.0,716044.0,1027554.0,830057.0,613774.0,919385.0
27,1507852.64,1620332.76,1583459.0,1489955.2,1602886.04,1595323.2,1517590.0,1476565.0,1475109.4,1520553.24,216869.08,48169.80000000001,119477.8,135142.04,171337.96000000002,218911.48,85492.76,218348.96,86695.92,86110.88000000002,539933.36,268286.8,309237.0,459169.52,333902.6799999999,404642.68,408866.6799999998,249733.00000000003,298231.28,455952.39999999997,944372.4000000006,798822.9600000004,622556.24,1104025.0399999998,1005365.2000000001,784879.0399999996,1113445.3200000005,852618.2000000001,658803.8,977664.2000000001
28,1517970.74,1624095.28,1672567.0,1597412.4000000001,1604877.58,1597697.6,1593461.4,1516592.0,1502881.6,1595697.08,218305.96,52207.28,118233.24,137380.9999999997,192127.26,218926.68,84527.48000000001,217863.12,86485.82,86371.64,550764.56,309367.0400000001,365255.0,474952.60000000003,363497.04,421663.4,457418.04000000004,253428.12,302732.04,464054.4,1057229.0,874551.48,641487.28,1161165.2399999998,1063976.4,857308.24,1187804.8,882660.02,666770.0,1013231.3999999999
29,1609492.88,1721623.56,1726268.0,1611901.36,1622295.12,1674842.2,1607507.8,1546288.0,1627113.600000001,1644892.4,220044.32,52048.92000000002,122277.76000000001,151913.72,196069.20000000004,219685.44,86164.16,219533.68,87935.36,87690.04,566554.52,350829.59999999986,414604.0,495342.96,387560.35999999987,447308.16000000003,486201.95999999996,256265.24,336414.16000000003,466529.4,1095685.1999999997,939348.8800000002,690960.1599999999,1241936.7999999998,1133056.6400000001,888498.3999999999,1222531.7200000002,896455.7200000001,682206.7199999999,1073508.44
30,1615318.76,1728575.44,1728737.0,1611736.64,1712351.02,1679956.4000000001,1705853.2,1622296.0,1770920.6,1677088.36,221621.04,54848.84,121693.08,150791.78,221199.59999999998,220308.68,88095.98,219675.08,87425.14,89748.72,578113.1600000001,382336.48,450407.0,503041.2,396126.84,456377.22,492683.0,265950.84,355972.24,469288.89999999997,1196183.3000000003,999273.9999999998,761208.5600000002,1308633.8,1207657.52,964257.2,1263706.6,940854.24,764048.96,1176923.64
31,1661916.4,1732938.4,1830211.0,1618560.6,1761924.1999999993,1707195.0,1709969.0,1678696.0,1801441.0,1697526.8,221502.0,56693.4,123871.6,152378.4,240989.8,222262.8,92095.40000000001,221552.8,88901.6,95489.79999999983,593252.2000000001,385932.5999999999,481647.0,543615.6,430934.0,467909.8,493998.0,266164.2,369637.2,471305.0,1366792.0,1111070.8,777713.8,1371276.4000000001,1281679.2000000002,1040721.6,1316306.0,982685.0,828294.5999999997,1285052.2
32,1715832.8800000001,1794308.9599999995,1831909.0,1723530.44,1847026.44,1710130.6,1723857.8,1784535.0,1917963.9,1761688.0,227870.88,58698.2,131848.6,154415.74,264606.4,223150.24000000002,94191.08,222893.44,90919.02,112306.59999999996,613402.08,404871.55999999994,488913.0,563672.66,472627.74,487837.1,502398.36,273867.19999999995,373500.28,515013.7999999997,1481012.6000000003,1202271.7599999998,822412.96,1439102.84,1374329.12,1086006.8,1383062.76,1024627.2799999999,879152.08,1363866.2799999996
33,1740863.8000000005,1866888.76,1843793.0,1842195.44,1861476.16,1727251.2,1749680.4,1878765.0,1932233.8,1849889.4,226593.63999999998,67827.92000000001,141868.19999999998,156545.28,307221.4,223797.4,93896.04,222935.92,96663.39999999998,124752.16,633237.88,430764.67999999993,489029.0,573164.36,483863.4,496366.04,503801.76,284323.19999999995,386961.04,534183.6,1592540.0,1243196.4,925792.9199999999,1499578.5599999998,1466190.16,1159335.04,1429211.72,1090507.16,951414.1599999999,1447449.16
34,1834694.14,1978010.32,1908034.0,1860159.04,1883955.46,1774213.4000000001,1853816.999999999,1958390.0,1968810.8,1899727.86,225756.84,71777.2,147851.56,164447.3599999999,323730.96,224239.32000000004,97567.79999999999,222019.88,121002.79999999999,127857.44,665773.3200000002,449309.08,492257.0,587090.02,509727.5999999996,508580.8400000002,519432.8399999999,290944.08,396514.32,543918.4,1716727.0,1288849.5200000003,1047207.7999999999,1550806.44,1515220.0000000005,1235880.4,1499998.1600000001,1141269.9200000002,1011984.64,1553631.56
35,1858147.84,2033236.84,2008874.0,1872885.08,1988324.6400000001,1860354.4,2017408.3999999994,1961245.0,2009109.6000000006,1915749.16,227371.16,71366.12,147566.92,178107.12,342122.27999999997,225170.84,104690.40000000001,223733.84,148604.1999999999,127376.44,714657.4,459175.08,495935.0,588369.84,544012.36,529395.4400000001,564505.08,322974.92000000004,407106.2,555783.5999999999,1744716.0,1345249.92,1086889.0399999996,1620927.6799999997,1597051.2,1314771.36,1555493.7200000002,1219197.16,1089698.72,1698960.36
36,1920129.8000000012,2081453.8,2018951.0,1902698.6000000003,2063029.5999999999,1947826.0,2026830.0,1965219.0,2077083.0,2050429.7999999998,231412.9,70750.8,146751.6,196207.0,348036.79999999993,230576.8,113507.39999999997,225929.6,183011.1999999999,126892.8,740431.4,469958.80000000005,532472.0,590172.1,548646.8,558227.4000000001,567070.2,343644.0,414346.8,566826.0,1796878.0,1410104.0,1133730.0,1658433.0,1654379.6,1382596.3999999997,1641607.6,1325695.6000000003,1150236.0,1759789.0
37,1990673.4800000007,2182633.12,2063015.0,2011958.12,2147141.88,2029448.0,2088706.6,2066705.0,2092512.6,2155534.1999999997,233423.36000000002,73199.68,154940.6,215096.3199999999,356687.12,229456.88,124191.59999999999,225683.72,208498.52000000005,128771.0,754039.68,508082.8,551864.0,593327.4,551481.68,594444.8800000001,578648.92,363872.79999999993,427617.32,584170.6,1839156.0,1450395.68,1169630.4000000001,1717584.48,1712531.2,1454991.4400000002,1702257.4,1433782.5199999998,1220820.8800000004,1892190.68
38,2086330.18,2207184.84,2124515.0,2131303.26,2194098.1,2087064.8,2144538.5999999996,2121834.0,2131032.8000000003,2178765.78,233574.78,90380.31999999988,156586.96,230766.82,375422.44,228739.96,148689.88,224470.24000000002,232056.66,156425.24,760461.96,542847.44,561361.0,611343.08,554095.6,621020.5200000001,585260.04,393213.12,441655.52,583558.0,1887663.8000000003,1523063.2000000002,1213658.4,1770649.16,1762284.4,1528636.96,1761170.2400000002,1529436.2800000003,1258922.7999999996,1948180.92
39,2150490.2000000007,2212332.32,2178393.0,2148482.92,2208327.64,2113262.0,2153233.8,2130699.0,2281959.1999999993,2181527.16,235568.68,111029.40000000002,160784.91999999998,231487.59999999998,388693.52,231234.47999999998,173980.5599999997,230425.32,235059.24,159441.12,772395.56,576685.3599999999,560482.0,627574.32,578576.48,651483.04,589281.32,394626.52,444198.39999999997,595401.4,1943683.9999999998,1586152.4799999997,1260375.28,1817682.32,1829876.96,1588015.5200000003,1840154.04,1591699.4799999997,1314128.8,2048949.0799999991
40,2199697.9800000004,2267636.84,2194822.0,2156542.38,2214363.28,2159598.0,2160384.4,2182668.0,2388991.8000000003,2185486.12,235355.78,133417.56,188166.4,239113.28,396036.44000000006,233229.64,196286.82,232467.35999999996,238296.98,209908.48,774100.52,589035.72,579583.0,649235.8400000001,579259.96,709312.7600000002,590450.12,394640.32,464544.2,596706.3,2066986.0000000002,1673928.8,1331436.64,1875546.52,1902334.8,1651450.56,1901668.2000000002,1641774.8,1364719.1199999996,2134969.8
41,2206794.2,2376918.0,2199090.0,2171716.2,2282245.9999999995,2199087.0,2272899.0,2187718.0,2430121.0,2239130.8000000003,237012.2,169216.19999999998,221157.1999999998,239879.40000000002,411575.6,234111.60000000006,204613.59999999998,234635.4,239873.99999999997,213067.2,780808.0,590578.6,587512.0,666404.4,581508.6,756485.2000000001,592173.2,397847.2,473028.80000000005,598463.0,2148770.0,1747263.2,1408428.4,1922927.2,1962223.9999999998,1703325.2,1964847.4000000001,1721303.7999999998,1431518.0,2213452.6
42,2210798.64,2429997.76,2302422.0,2290347.4000000004,2425524.52,2218520.0,2391774.0,2196465.0,2441759.3000000003,2282228.2,239129.52,189919.96000000008,258215.59999999998,239853.26,414021.4,236885.36,224417.32,235175.03999999995,244858.08,213521.12,782410.32,591258.92,588092.0,670505.42,582897.18,772961.96,614036.44,399060.16,481516.51999999996,628610.7,2217010.4000000004,1816860.96,1504735.2,2007897.3599999999,2023761.84,1759178.8,2010612.4000000001,1776745.2,1506827.6,2261038.2
43,2224916.4,2445774.12,2410322.0,2417859.6,2440779.48,2224754.6,2423312.6,2306134.0,2464740.4000000004,2310040.96,239589.92,203713.6,269707.2,244751.64,417181.04,239115.92,224170.56,240371.8,244691.04,215158.2,792872.04,593085.12,590201.0,679470.44,584504.92,774319.52,642080.7599999999,400731.24,500563.16000000003,629178.6,2292485.4,1874295.52,1580113.5200000003,2109577.5199999996,2106190.96,1801656.24,2052438.84,1838798.2000000002,1582985.2,2339502.76
44,2343885.3200000003,2491256.68,2426355.0,2428687.94,2483110.4,2358395.000000001,2440851.2,2401821.0,2511574.0,2332722.48,242102.60000000003,220171.84,285359.12,244714.68,430585.2400000001,238993.68,223465.86000000002,240403.52,243929.56,225075.8,794245.24,601630.24,591528.0,703221.12,588511.24,783718.08,672155.08,412034.24,527477.0800000002,652739.6,2370455.6,1931903.84,1705091.2,2163445.2399999998,2167390.32,1849150.72,2087061.2,1896489.36,1666367.4400000002,2379743.68
45,2440280.4,2495334.36,2451412.0,2451554.04,2490238.88,2461603.2000000016,2481154.4,2418081.0,2555526.0,2454376.8,243649.84,247888.55999999988,297656.52,244172.96,443648.72000000003,239133.96,224472.2,239854.24,251828.52,234121.39999999997,797676.56,612388.36,627342.0,715362.2,614817.84,785320.24,692086.8000000002,431603.08,553174.6799999999,685531.0,2373793.0,1986152.8,1808863.3599999999,2215493.6,2239420.7199999997,1938713.7599999998,2121338.6,1989511.72,1743115.9999999995,2383605.2
46,2481652.9,2510221.0,2472542.0,2486304.2,2501140.9999999995,2474058.0,2484382.0,2434337.0,2565161.0,2506223.1,243136.2,272767.20000000007,300757.2,245112.0,446237.1,242601.8,236387.1,239488.8,274928.0,247979.8,800078.4,622000.2000000001,650542.0,728336.4,617179.0,797940.0000000003,698418.8,439132.19999999995,575165.4,740634.0,2375222.0,2030595.2000000004,1862318.7999999998,2263383.0,2308420.0,2003652.4,2153229.1999999997,2047116.0,1820144.0,2383818.8
47,2488698.12,2550833.68,2478807.0,2490248.32,2519164.599999998,2484156.4,2504823.9999999995,2463648.0,2578572.4,2545841.2,243832.08000000002,285656.44,300493.52,246193.36,445814.36,241594.63999999998,241217.9599999999,239214.04,296096.1599999999,264554.0399999999,803086.92,650104.9999999998,676599.0,745038.44,641565.16,803444.04,712407.48,474094.6799999997,600052.1199999999,774627.2,2385595.0,2117313.6,1946751.2,2302669.2800000003,2366381.2,2087333.8399999999,2188785.4,2134802.7600000002,1883090.9599999997,2392356.6
48,2503450.06,2566195.4,2496659.0,2505004.8000000003,2554612.32,2498659.2,2527937.5999999996,2474190.0,2582519.1,2552601.32,244757.74,298581.6,302637.64,270948.76,456451.08,241012.68,273209.22000000003,239435.28,315068.02,286688.5999999998,805288.96,690376.8400000002,696018.0,755461.76,649591.88,805559.6,728875.28,500002.36,630035.7999999999,776354.7,2395818.7,2182449.28,2026183.2799999998,2352945.96,2382545.08,2154087.84,2244287.7600000002,2222151.1199999996,1947757.2,2404287.68
49,2544043.32,2574686.04,2501902.0,2527574.8,2574611.12,2539369.6,2550424.5999999987,2517937.0,2587161.8,2567535.8,248781.9600000004,299802.56,316135.88000000006,286583.75999999995,481292.63999999996,240609.68,301594.8399999998,241597.39999999994,321633.80000000005,303990.52,805571.84,723693.48,704812.0,756595.52,667505.96,805653.12,759339.8799999999,527898.96,672581.8800000001,776131.4,2398116.2,2269804.9600000004,2131964.8800000004,2382399.48,2386185.32,2204425.919999999,2304505.4000000004,2289024.6,2014450.0,2406537.08
50,2556022.2600000002,2580684.84,2555234.0,2554333.12,2579367.62,2546822.2,2575614.8,2526182.0,2587154.6,2582755.96,263349.4,300365.72,327746.4,312959.52,509379.66,240104.04,324563.52,243252.08,332389.72000000003,308753.19999999995,807836.84,747657.88,708400.0,760753.6799999999,687699.9799999999,810275.88,770904.4400000001,559825.84,696194.3599999999,776172.2,2402756.6,2355382.8800000004,2223705.6,2383702.76,2394050.4,2280338.9599999995,2364386.28,2381457.84,2090180.4,2411007.48
