index,241_1_www.nist.gov,241_2_www.nist.gov,241_3_www.nist.gov,241_4_www.nist.gov,241_5_www.nist.gov,241_6_www.nist.gov,241_7_www.nist.gov,241_8_www.nist.gov,241_9_www.nist.gov,241_10_www.nist.gov
36,210572.8000000001,219225.0,221226.4,301118.0,272061.0,272374.0,233408.2,182516.5,228834.6,197070.0
37,212927.24000000002,240922.15999999992,235174.19999999995,337767.0,274645.8,277085.32,263465.36,190095.00000000003,242570.55999999994,222881.9999999999
38,237024.40000000005,268737.26000000007,260794.66,366231.2,278387.2,278286.12,280339.58,200575.40000000002,268648.44,263779.0
39,247035.6,271618.68,271721.36,367899.4,281121.6,279673.76,283118.0,225806.59999999998,279069.36,272060.60000000003
40,263408.48000000004,274306.0,275639.26,368293.19999999995,279763.6,289660.6,280704.06,236386.00000000017,282888.44,277276.39999999997
41,265071.2,272529.0,272350.0,371005.0,303247.0,311126.8,282992.0,261264.0,280444.0,280676.0
42,275619.0,275578.88,276948.0,373798.80000000005,330446.5999999999,345776.63999999996,286291.58,271586.39999999997,283111.83999999997,279998.6
43,281372.0,280592.39999999997,277895.64,375978.6,359434.0,359352.28,288073.83999999997,274611.0,286711.24,284600.2
44,278633.16000000003,278785.48000000004,279606.26,382160.0,359539.8,359008.4,297959.6,273034.9,285119.48000000004,282560.39999999997
45,281677.48,296037.04,283318.4,382482.2,361009.8,364538.12,338032.16,272858.60000000003,299529.16000000003,298474.99999999965
46,285936.4,313963.0,286432.7,384348.5,362200.0,377461.80000000005,367138.5,277747.0,320799.1999999999,312203.9999999999
47,284403.27999999997,343989.39999999985,287595.72,395537.0,368984.8,379389.32,366688.88,280617.39999999997,362451.76,351660.99999999953
48,286034.32,358540.1,287144.16000000003,396940.9,379840.6,379426.48,368324.02,279543.7,367650.43999999994,367385.39999999997
49,310931.16000000003,358429.52,301392.6400000001,396954.4,379816.6,379545.32,369334.4,278583.4,367637.16,367953.60000000003
50,339761.56000000046,360100.46,327640.06,396860.8,379754.2,379412.84,374090.48,290915.80000000005,373818.39999999997,369576.6
