index,355_1_www.deezer.com,355_2_www.deezer.com,355_3_www.deezer.com,355_4_www.deezer.com,355_5_www.deezer.com,355_6_www.deezer.com,355_7_www.deezer.com,355_8_www.deezer.com,355_9_www.deezer.com,355_10_www.deezer.com
16,373877.3999999999,282419.00000000006,258364.2,648393.7999999997,245074.20000000027,308766.8,340526.80000000005,250937.79999999993,377322.5,291773.80000000005
17,486865.76,354302.32000000007,354047.28,760790.48,310828.8,435937.92,388575.4,318725.71999999986,470453.0,380682.52
18,596102.16,412015.28,434924.92000000033,911557.3200000001,390041.7600000001,517206.3,467264.24,371279.6,573078.2999999999,510108.43999999994
19,737340.8400000001,525412.8000000004,528819.4400000001,1038222.08,444698.60000000003,565406.12,557880.96,437398.43999999994,719775.5999999997,612141.1200000001
20,801618.16,608621.4,610615.12,1146613.0799999991,563884.6000000004,629035.1,605580.2600000001,511979.36,812989.6,677156.9600000004
21,899698.6000000003,665122.0000000007,685892.2000000001,1267217.1999999997,677261.6000000003,715555.8000000002,692758.4000000001,591945.3999999998,908945.0,814250.6000000001
22,990162.84,803316.24,767155.7600000002,1368422.88,754068.5200000001,765536.72,789145.8,657619.8,1004801.5,887891.8
23,993978.6,805719.92,913116.8400000001,1376127.2,838781.3600000001,795731.08,883061.6000000001,723869.6799999999,1086451.0,954773.0
24,996500.32,815673.8400000001,1031720.4800000007,1381244.16,912152.4,798004.76,1008675.3200000004,797164.12,1176855.5,1007705.36
25,1024786.4,883139.2400000003,1162879.2400000002,1386892.92,986587.2000000001,821639.88,1159527.56,871045.9999999998,1269986.0,1037437.44
26,1121173.0,951858.0,1256517.0,1424067.0,1174540.0,856247.0,1240139.5,951888.0,1341990.0,1099377.0
27,1162948.32,1031548.5599999999,1333991.4400000004,1433309.16,1272467.1199999999,905881.7599999997,1337831.04,1005942.7199999999,1381336.6,1169393.04
28,1220050.28,1064393.2,1362814.18,1443772.72,1360768.36,949565.8400000001,1372940.62,1059517.24,1386760.2,1233068.84
29,1288977.319999999,1091453.68,1367406.32,1474649.08,1372315.04,1007727.96,1377204.44,1128330.1199999999,1396046.2,1319051.9200000002
30,1377378.08,1158805.4000000001,1372231.76,1502333.64,1378391.3599999999,1030966.94,1381455.84,1151724.2,1433693.1,1327512.24
31,1382035.1999999997,1193433.8,1376511.0,1542681.2,1382223.4000000001,1047575.3999999999,1406485.0000000005,1229577.4,1436483.0,1335035.0
32,1414732.92,1244662.6,1380105.2000000002,1588423.76,1385937.16,1102611.86,1424496.1199999999,1295288.68,1447418.8,1357186.24
33,1418859.36,1315470.3200000005,1419808.4800000002,1607404.16,1388897.48,1129026.08,1428373.28,1381121.1199999999,1478620.8,1401936.6
34,1439762.72,1351232.36,1424291.8800000001,1613849.04,1432465.72,1193651.5799999996,1438908.52,1386503.64,1483770.8,1416372.2
35,1460862.24,1429298.8,1435446.6,1639978.92,1435540.76,1235581.6,1472027.04,1403743.32,1499213.4,1461309.0
36,1522429.2000000002,1444571.4000000004,1451086.2000000002,1706056.2,1446319.4,1290414.3,1475064.3,1417357.8,1532693.0,1469978.6
37,1595246.8,1468412.28,1466820.68,1724423.92,1471119.96,1344416.4,1486779.84,1437616.12,1594049.7999999998,1486184.4000000001
38,1644971.8800000001,1505041.64,1483902.2600000005,1734662.76,1477336.36,1382148.62,1516639.28,1468374.72,1605988.3,1514084.32
39,1676694.4000000001,1571306.6,1512937.44,1800114.6399999994,1505453.84,1413562.2,1577053.04,1524200.3199999998,1621364.8,1533227.76
40,1674147.36,1630249.56,1578035.9000000001,1859850.4799999988,1597045.36,1448384.1,1622350.22,1599839.1199999999,1646679.9,1533511.04
41,1692190.2000000002,1680876.8000000005,1630955.2000000002,1928693.1999999995,1672217.2000000002,1462120.8,1645290.0,1690541.4000000001,1661323.0,1538793.4
42,1695111.68,1696914.92,1644541.42,2043598.9999999998,1700310.32,1470733.24,1664902.9,1697345.16,1688003.6,1582332.64
43,1696195.12,1780188.6800000002,1699608.1600000004,2073091.84,1704899.44,1520607.8799999997,1711023.6,1701768.44,1703969.8,1589242.52
44,1740609.4400000002,1835816.2800000003,1739007.3,2079468.6,1765059.9200000004,1557672.7,1772331.22,1739453.7599999998,1768340.1999999997,1592535.2
45,1799443.0,1914404.52,1786930.6400000001,2098478.32,1848081.12,1588146.0399999998,1840197.8400000005,1803220.5199999998,1842062.5999999999,1619547.56
46,1844232.0,2007230.4000000004,1854509.7000000002,2102160.0,1933706.2,1645890.6,1900749.6000000006,1867361.8000000003,1883126.5,1653881.0
47,1934171.6799999995,2035226.1199999999,1929776.0800000008,2112594.84,2002915.8800000004,1666685.76,1964393.3600000003,1919962.44,1995832.0,1695511.320000001
48,2023823.08,2035984.4,1993370.6,2113786.12,2043492.44,1744746.08,2032635.8800000004,1988840.7599999998,2042576.5,1729990.2800000005
49,2034797.56,2046771.48,2034131.32,2120896.08,2044672.84,1817133.919999999,2045358.52,2041472.92,2070493.4,1800254.0000000002
50,2038139.4,2056945.96,2035032.94,2156944.72,2050567.68,1912382.0999999999,2051132.04,2044826.88,2076590.8,1862412.28
