index,75_1_www.blogger.com,75_2_www.blogger.com,75_3_www.blogger.com,75_4_www.blogger.com,75_5_www.blogger.com,75_6_www.blogger.com,75_7_www.blogger.com,75_8_www.blogger.com,75_9_www.blogger.com,75_10_www.blogger.com
18,66722.32,138186.3,101411.90000000007,146745.9,72913.6,146614.2,55783.04,149999.52,183154.6,243308.8
19,70943.32,171209.40000000005,133724.44,148363.8,120624.48000000004,145128.44,70310.52,149084.12,181808.48,266866.6
20,81131.36000000004,184949.3,132501.4,149982.3,169464.24,175321.76000000004,74139.32,147916.08,180453.84,265775.2
21,139493.00000000017,183354.0,135557.4,149179.0,204187.8,245121.60000000038,103095.5999999999,146673.2,179103.0,263989.0
22,188906.23999999987,202850.3,148892.22,148109.7,201774.24,331780.92000000004,114012.48,145437.48,217485.43999999968,262201.8
23,211005.16,238709.2,177585.84,147030.0,227013.6,381628.80000000005,140457.03999999998,157946.08000000013,314031.19999999995,315634.80000000005
24,286678.92000000004,250077.00000000006,270961.62000000005,145955.0,307952.3200000005,460313.8400000001,163648.24,189943.44,369380.91999999987,384286.00000000006
25,385299.48,372169.60000000073,278420.48,144871.0,423275.96,516937.7199999999,163881.4,258579.44,440900.36000000004,443936.20000000077
26,395836.0,418718.5,277049.5,179496.5,502249.0,601868.0,164121.0,337145.0,505647.0,555821.0
27,412616.8,518118.80000000005,275679.68,235854.00000000003,578025.64,738094.8800000004,163299.19999999995,392087.80000000005,580309.8,620218.6000000001
28,417018.40000000014,543504.6000000001,359361.06,324461.40000000014,596480.8,847989.3600000005,226016.36000000004,458333.76,656414.6,686065.4000000001
29,498512.3200000005,640555.8000000005,447186.64000000013,377829.40000000055,601838.92,934762.56,279352.0399999996,532731.2000000001,743631.08,753462.2000000001
30,563586.08,749252.6000000004,542128.7599999999,424049.2000000003,643834.3200000001,999848.5200000003,367012.04,588946.7200000001,782197.4,870609.0000000001
31,586630.0,873171.0,597740.7999999999,471533.0000000001,704093.8,1129515.8000000003,446035.3999999996,684900.8000000002,851682.2,1030211.0
32,647438.96,984176.8000000002,672483.8800000004,514842.0,786223.8800000005,1136390.52,559475.88,786910.4000000001,894905.6399999999,1239705.4000000001
33,744285.6,1116142.6,716713.2,588459.4,864406.7600000002,1183872.2000000002,594952.36,897063.5200000003,915548.76,1437682.6000000003
34,830125.44,1195384.4000000006,792746.12,622497.2,954876.12,1298687.720000001,596675.76,978605.8,1017773.1199999996,1517531.4000000006
35,831243.12,1301852.6,851406.4,654276.2000000001,1008902.76,1427675.5599999998,647881.1199999996,1004076.8,1126530.08,1664798.2000000007
36,834876.6,1436997.0,941219.2000000002,745538.0,1096677.8000000003,1511667.0,786906.7999999992,1123188.4000000004,1228356.0,1807143.0
37,930305.8399999997,1579305.4000000001,1028763.6,791988.2,1231035.2400000002,1607520.6800000004,887678.9599999998,1241768.9600000004,1260550.44,1813364.8
38,1065438.28,1678888.8,1115430.04,796071.9,1351944.12,1693605.5599999998,998931.0799999993,1339058.6,1304827.4,1817853.0
39,1225682.4,1796165.2,1257876.2400000002,864694.8000000003,1465480.1200000006,1800872.64,1090026.8399999999,1363462.04,1357684.88,1881937.4
40,1291167.6800000002,1814749.7,1418021.2000000002,963292.6000000001,1545495.7200000004,1803313.96,1194529.7999999998,1366872.36,1396749.64,1896067.0000000005
41,1365688.0000000002,1826004.0,1540240.0,1071306.0,1625282.6,1850012.8000000003,1262209.0,1370133.2000000002,1460357.7999999998,1905582.0
42,1465809.0400000005,1829290.0,1639567.6,1095390.0,1661580.4400000002,1873349.6,1338800.5999999999,1426283.44,1526383.8,1915180.5999999999
43,1526644.4799999997,1893454.0,1764933.1600000001,1141454.0000000002,1751146.76,1893232.6,1424911.72,1591092.6800000004,1583200.8399999999,1918521.6
44,1604515.92,1912522.6,1809426.26,1196628.8000000003,1813140.32,1903504.64,1508597.399999999,1708771.4800000007,1644347.8,1921276.4
45,1684210.8,1914342.2,1818476.2,1217782.0,1815190.2000000002,1904734.48,1623897.24,1802639.3200000005,1727955.88,1925685.8
46,1756793.6,1918114.0,1823720.6,1327365.000000001,1822482.8,1907295.8,1705580.5999999996,1808238.6,1790690.9999999995,1928887.0
47,1809439.16,1920234.8,1825646.32,1551986.4000000006,1822843.68,1909373.32,1812261.48,1822570.9600000002,1804585.64,1931083.2
48,1812887.28,1923563.7,1889104.66,1721911.6000000003,1881327.12,1913026.76,1818998.16,1856832.9200000009,1824050.5999999999,1933983.4
49,1825104.7999999998,1926670.0,1892157.76,1802233.4000000001,1914498.8,1915628.04,1820523.7999999998,1882891.36,1829629.8,1935820.2
50,1877947.24,1928321.2,1911231.38,1803776.7,1920192.96,1917787.4,1865042.4799999997,1901542.56,1841564.4,1939973.0
