index,327_1_www.wetteronline.de,327_2_www.wetteronline.de,327_3_www.wetteronline.de,327_4_www.wetteronline.de,327_5_www.wetteronline.de,327_6_www.wetteronline.de,327_7_www.wetteronline.de,327_8_www.wetteronline.de,327_9_www.wetteronline.de,327_10_www.wetteronline.de
37,3605825.96,3516229.08,3517019.08,3656188.2399999998,3545185.36,3422908.4400000004,3291900.56,3433353.72,3492873.52,3687805.4
38,3625880.8,3540539.78,3558111.36,3676600.22,3572597.78,3445389.3800000004,3309909.86,3444067.18,3499014.4,3699840.1
39,3643599.6,3544179.96,3572256.2399999998,3705614.1999999997,3586748.4,3464019.88,3334635.12,3514606.639999997,3523235.16,3717875.2000000007
40,3660956.28,3589689.98,3618966.32,3725730.8200000003,3615311.8,3479949.42,3344709.74,3555536.04,3638839.96,3751252.1999999997
41,3680946.4,3612421.8,3628890.2,3749117.6,3627785.6,3509644.8,3369055.6000000006,3560092.4,3662938.799999997,3826071.0
42,3714296.24,3613733.56,3639311.0199999996,3758757.72,3684070.66,3564189.6999999997,3390461.92,3585170.2199999997,3724920.08,3871151.9
43,3729411.12,3631886.64,3667986.24,3792724.92,3703738.64,3637147.56,3411250.56,3598180.36,3874544.56,3900178.2
44,3754269.3200000008,3646637.84,3689062.94,3816255.38,3712657.18,3646302.54,3447493.98,3614693.7600000002,3917997.3200000003,3911064.7
45,3781827.72,3659486.48,3762900.52,3841484.72,3737672.16,3664900.7599999993,3468020.96,3626101.88,3930633.28,3936219.4000000004
46,3823400.8,3681028.1000000015,3805761.6999999997,3864803.5,3762963.3,3724737.1,3481703.3,3646947.1999999997,3956607.8000000003,3960665.5
47,3849121.32,3701771.68,3821391.68,3888174.96,3783617.24,3734132.4,3510079.36,3680709.72,3985083.3600000003,3990336.4
48,4192321.28,3724053.2400000007,3852614.8399999994,3904477.16,3798879.8,3752986.96,3527516.8200000003,3705853.58,3998904.44,4019302.8000000003
49,4220739.0,3745656.52,3871224.800000001,3924230.32,3830552.04,3768173.76,3547866.7600000002,3727058.52,4027495.52,4037713.8000000003
50,4233901.36,3769385.22,3898235.18,3949587.08,3853031.36,3791764.5799999996,3565908.96,3751787.48,4052770.68,4055614.6
