index,103_1_www.huffingtonpost.de,103_2_www.huffingtonpost.de,103_3_www.huffingtonpost.de,103_4_www.huffingtonpost.de,103_5_www.huffingtonpost.de,103_6_www.huffingtonpost.de,103_7_www.huffingtonpost.de,103_8_www.huffingtonpost.de,103_9_www.huffingtonpost.de,103_10_www.huffingtonpost.de
13,13513.32,7513.320000000001,10646.800000000003,9862.200000000004,5378.16,6881.5999999999985,8064.5199999999995,8388.08,12748.4,7040.4800000000005
14,13992.28,6695.599999999997,12551.6,18420.760000000002,8192.399999999998,6672.099999999999,7221.579999999999,8132.579999999999,14133.800000000001,7709.54
15,13396.359999999997,9358.36,11649.800000000001,18147.96,18612.64,6761.599999999999,6780.64,7138.199999999998,15878.399999999998,8846.600000000011
16,14815.800000000001,12394.200000000023,15805.0,18824.6,18347.2,7794.5,10187.999999999996,8489.999999999996,20337.0,18508.2
17,15002.600000000002,14331.679999999998,15458.800000000001,18334.279999999995,18638.88,7488.0000000000055,18088.84,18397.280000000002,23480.600000000013,18264.84
18,20982.76,17619.959999999995,16362.999999999989,20179.84,18900.64,9286.1,17857.48,18337.48,24331.000000000004,18595.960000000003
19,24660.88,18849.84,17672.4,19697.12,18275.559999999998,11191.800000000007,18189.76,17982.399999999998,26026.2,18404.72
20,24175.640000000003,18307.640000000014,19266.2,21647.88,20224.44,14090.6,18471.02,18702.98,25932.600000000002,20360.68
21,25949.600000000002,20183.8,18473.0,22542.99999999999,20013.800000000003,14359.0,18101.6,18578.200000000008,30503.0,20169.600000000002
22,25892.88,21018.76,21229.999999999993,25139.44,23999.52,18718.9,19925.34,20096.54,29825.800000000003,20680.400000000005
23,30491.52,23728.080000000024,29276.4,24771.48,23524.760000000002,18795.8,19795.239999999998,20152.519999999997,31232.800000000025,23906.32
24,29753.76,24247.039999999997,29059.399999999994,26490.96,25389.12,18533.600000000002,20140.07999999999,23953.760000000002,31547.2,23283.94
25,29403.559999999998,24130.16,29325.8,26430.40000000001,25343.68,20306.199999999997,21268.76,23442.0,35216.2,25240.28
26,31403.0,25956.0,30974.0,29815.0,26857.0,20746.0,21213.5,23203.0,39942.99999999999,25058.5
27,33276.32,25881.56,30582.4,32789.399999999994,29663.72,21042.000000000007,25085.12,25065.68,38836.799999999996,26140.399999999998
28,34885.19999999999,28497.32000000002,32587.399999999998,34022.19999999998,29358.96,24718.8,24663.0,25171.420000000002,40693.200000000004,29791.620000000003
29,39554.32,30271.239999999998,36335.799999999996,37203.32,29502.119999999984,24340.000000000004,24292.239999999998,28879.680000000022,42281.2,28957.720000000005
30,41244.28,29902.88,35699.799999999996,36886.64,30788.04,24121.399999999994,26179.22,29360.120000000003,41894.4,28876.839999999997
31,40980.2,29485.399999999994,37342.0,38675.4,30852.000000000007,26046.0,26345.8,29209.6,44276.0,30687.399999999998
32,39980.64,31369.64,38707.99999999996,38573.48,34560.72,25933.3,29406.02,28710.48,44082.399999999994,30823.62
33,41723.56,31544.319999999996,41646.999999999985,42300.32,39269.56,26097.000000000007,29201.32,30627.28,48864.6,34519.08
34,43859.56,35252.56,43641.399999999994,43820.59999999998,38492.64,30589.3,32572.900000000005,30855.18,48341.6,34359.20000000001
35,43722.88,35500.799999999996,48341.600000000006,46359.560000000005,37717.28,30423.800000000007,32174.800000000014,34536.08,49002.6,38865.52
36,45773.200000000004,39643.4,47591.0,45436.40000000001,39655.4,29953.5,37172.3,34045.000000000015,59867.0,37951.9
37,47241.59999999999,38697.32,49307.200000000004,47292.68,39529.36,29952.200000000008,36980.240000000005,38843.84,81582.6,37657.08
38,48785.159999999996,38461.56,50210.999999999985,48468.96000000001,43936.44,31474.1,36386.78,38126.54,96865.80000000012,39443.22
39,52138.64,40222.84,53317.000000000015,51465.76,43877.72,31662.600000000002,38327.28,37603.72,124503.8,41358.28
40,56954.68,42151.52,57135.4,51313.28,43802.56,33456.20000000003,38138.86,39533.84,126291.0,42685.28000000003
41,56665.600000000006,43043.400000000016,56334.0,51508.200000000004,47334.19999999998,35309.0,38571.000000000015,41555.6,132086.0,43735.799999999996
42,56861.16,44519.56,59729.79999999996,56259.36,48398.04,39036.90000000001,41852.58,41503.58,132452.6,43653.82
43,83461.28000000001,44395.88,61399.599999999984,55836.479999999996,47890.24,39620.2,45032.880000000034,43767.08,134186.0,45588.16000000003
44,89268.56,45791.59999999999,62194.6,56251.48,72117.27999999985,38714.9,46136.439999999995,43678.34,134999.2,48277.96
45,104977.12000000017,49053.04,64584.59999999996,58443.28,80990.0,38501.200000000004,45353.36,43408.03999999999,135713.60000000006,47856.08
46,131460.59999999998,48690.2,66909.0,71594.0,82325.00000000003,40368.0,44838.600000000006,48555.7,136534.00000000003,48355.3
47,132761.32,49139.92,67019.6,87220.12,115729.8,42385.8,46743.48,47875.92,136900.6,79566.72
48,132726.76,56572.76000000009,82291.59999999998,90948.19999999998,116494.32,42446.1,48694.86,47821.68,138634.0,80648.96
49,132628.84,73442.12000000008,99648.6,109771.24000000002,124010.88,44540.4,51068.52,47296.44,139447.2,82753.44
50,132719.08,81636.0,103953.79999999987,118340.40000000001,125940.56,44508.899999999994,50851.26,48006.82,140161.60000000006,114554.94
