index,209_1_www.playstation.com,209_2_www.playstation.com,209_3_www.playstation.com,209_4_www.playstation.com,209_5_www.playstation.com,209_6_www.playstation.com,209_7_www.playstation.com,209_8_www.playstation.com,209_9_www.playstation.com,209_10_www.playstation.com
15,3189855.0400000005,2176416.600000002,1954685.8,2425023.7200000007,1915354.080000001,2192292.4,1933574.6,1734692.2,2370280.2399999993,1034536.5999999997
16,3477928.8000000007,2603392.4000000004,2214090.0,2930015.0,2282527.0,2410092.5,2038419.0,1901246.0,2690236.5999999996,1229038.0
17,3570546.92,2940978.920000001,2434277.8,3097958.24,2609384.8,2648447.0,2185115.68,2053497.6,3042638.04,1323080.4
18,3877177.1199999996,3275864.64,2748191.0,3259052.68,2907808.6,2731694.7,2403512.44,2319302.2000000007,3404058.52,1346501.4
19,4321877.6,3598339.16,3052650.199999999,3385199.96,3128284.76,2849647.1999999997,2679019.0800000005,2556558.4000000004,3648029.64,1468196.8000000003
20,4589027.64,3922833.2800000017,3440389.6000000006,3552326.56,3359133.2400000007,3051314.0,2936720.88,2785309.3999999994,3784868.3200000003,1637207.4
21,4795926.8,4258231.0,3788637.0,3661074.5999999996,3756455.8,3280148.0,3337083.0,2978858.0,3934652.2,1663607.0
22,4950012.34,4581692.64,4179368.3999999994,3819057.4,4111820.68,3564845.7999999993,3690504.0,3179808.400000001,4181663.16,1860602.8000000003
23,4986620.28,4592450.12,4580900.6,3965290.0400000005,4329472.68,3839438.2,4047697.6,3474919.6,4407961.52,2112819.6
24,5170725.02,4836865.760000001,4606959.199999999,4253645.32,4534756.4,4023394.4,4374027.399999999,3674662.1999999997,4588357.96,2455824.8
25,5233379.640000001,4973465.44,4795499.8,4617758.64,4841529.68,4234027.0,4709485.5200000005,3876662.4000000013,4791302.4,2733627.0
26,5381086.0,5055904.5,4963613.0,4789289.0,5031317.0,4434747.0,4995858.0,4058131.0,4972531.0,3091145.0
27,5653370.199999999,5177947.04,4994069.0,4941707.8,5177114.12,4587494.399999999,5283010.4799999995,4212419.600000001,5140445.76,3335405.2000000016
28,6078990.84,5352233.18,5171535.3,4978705.8,5188170.24,4721582.1,5569236.0,4441127.000000001,5283629.28,3614920.0
29,6254143.56,5632788.7200000025,5276290.4,5078733.520000001,5303578.920000002,4863148.0,5885060.44,4714416.0,5408828.32,3914652.4
30,6403857.24,5768765.06,5412291.0,5228653.359999999,5480164.400000001,5023861.8999999985,6251774.359999999,4911081.600000001,5526676.4,4141467.2
31,6635863.4,5997013.4,5694734.0,5403256.6,5820555.400000001,5236915.0,6480725.199999999,5114179.0,5801033.2,4344064.0
32,6879491.5,6239957.16,5791115.9,5604305.279999999,6195726.16,5388791.399999999,6717296.72,5353116.4,5983439.840000001,4580429.0
33,7271954.040000001,6427827.840000002,6023980.399999999,5782532.64,6337105.8,5587474.0,6998712.08,5615402.0,6090474.8,4715496.600000001
34,7759640.32,6822336.78,6192573.9,6034081.48,6520757.88,5800891.999999999,7141209.72,5776681.0,6223705.88,4858765.0
35,8281127.239999999,7048409.080000001,6243691.6,6108272.8,6703805.8,6172418.0,7282970.2,6048128.0,6398008.04,5186685.4
36,8741828.4,7372449.200000001,6523039.0,6242327.6,6959421.0,6405185.5,7614115.0,6468222.0,6667601.599999999,5514038.0
37,9015501.36,8018081.08,6807914.599999999,6421941.239999999,7220635.479999999,6731359.2,7947587.280000002,6782321.800000002,6918186.5200000005,5876866.4
38,9103773.52,8413164.9,7158696.4,6796754.68,7476059.640000001,7077324.599999999,8241069.800000001,7234050.0,7172865.28,6056663.2
39,9121502.12,8814159.880000003,7554099.0,7100204.919999999,7875987.760000001,7353062.399999999,8413604.4,7530800.0,7525689.76,6239807.399999999
40,9126832.74,9094895.680000002,7989817.599999999,7553374.760000001,8205981.44,7723269.399999998,8600127.88,7961268.0,7857531.92,6414692.0
41,9136877.6,9110311.2,8395341.0,8131574.399999999,8539649.6,8012106.0,8767540.0,8333572.0,8154010.2,6687207.0
42,9167000.34,9120589.62,8750991.0,8617710.44,8768652.88,8301738.199999999,8990966.239999998,8641002.0,8363289.2,6820280.000000001
43,9202162.4,9132471.6,8993511.2,8978658.16,8950367.0,8590900.0,9154063.48,8909571.0,8698629.959999999,7128994.8
44,9256000.2,9154399.7,9082744.0,9084549.76,9035778.08,8820817.6,9182037.88,9115928.6,9038894.88,7475107.999999999
45,9262530.24,9172522.32,9101014.4,9105234.64,9102852.76,9017649.0,9256833.36,9138625.6,9110887.76,7901002.600000001
46,9252574.8,9198874.9,9111151.5,9126409.2,9119884.6,9113210.5,9275271.6,9150864.0,9123800.2,8180984.0
47,9135829.36,9254551.44,9134661.4,9138446.56,9139806.88,9143910.399999999,9357549.759999998,9179345.0,9142017.48,8547831.599999998
48,9137551.68,9262088.26,9149567.7,9157394.8,9157067.72,9167709.0,9415601.76,9217862.400000004,9163626.56,8972766.200000003
49,9186166.88,9207795.68,9181166.6,9186820.52,9187939.08,9205346.2,9427439.8,9268182.2,9180669.48,9191556.8
50,9280234.44,9126127.48,9204507.2,9249756.44,9213960.24,9251038.5,9438854.92,9249877.6,9248045.36,9226713.4
