index,83_1_www.mozilla.org,83_2_www.mozilla.org,83_3_www.mozilla.org,83_4_www.mozilla.org,83_5_www.mozilla.org,83_6_www.mozilla.org,83_7_www.mozilla.org,83_8_www.mozilla.org,83_9_www.mozilla.org,83_10_www.mozilla.org
34,927935.7,851848.9999999999,839990.52,930049.48,865023.84,848446.36,696984.36,994010.92,851533.04,864569.76
35,930386.0,936479.2,853495.84,929447.92,862885.48,853159.44,763941.8,1030150.5599999998,854974.04,863175.2
36,965141.5,938887.0,857787.6,994673.3999999997,902596.6,928104.8,858796.4,1086002.2,866720.4,896144.0000000001
37,1066353.6000000003,1003473.5999999999,887429.24,1090688.56,977781.3200000004,934636.96,873629.76,1088306.44,884686.5599999999,990078.9600000001
38,1093053.8,1100884.4,960636.4800000007,1092652.28,1000820.48,934253.88,914606.28,1136956.6,966328.84,1091733.28
39,1148140.4,1102763.4,993718.72,1130580.4,1079017.6,1039605.2399999994,993332.1600000001,1146585.96,1002439.56,1103274.04
40,1152830.0,1119905.8,1073033.2,1152313.2,1095931.28,1097591.08,1009022.8,1162691.96,1041376.3599999993,1142282.9600000007
41,1162871.0,1125784.0,1088684.2,1167562.8,1101216.8,1150908.2,1083670.0,1180230.8,1097998.0,1164369.0000000002
42,1185773.8,1141800.0,1094271.7999999998,1186587.56,1116987.76,1159090.4,1101886.56,1185169.58,1100487.12,1175100.52
43,1190182.2,1188343.0,1096494.08,1190243.88,1122726.36,1160426.08,1116434.76,1205544.08,1120574.64,1193021.76
44,1210859.7,1210706.0000000002,1102497.4,1210033.96,1156776.04,1187816.9200000002,1121571.04,1212016.78,1135853.5599999996,1197624.32
45,1214920.4,1220555.2,1124095.4800000002,1216390.8,1207240.44,1193187.48,1182600.4,1218495.24,1176507.92,1217797.8800000001
46,1219153.5,1230215.0,1135171.0,1221494.0,1214352.4,1198233.4000000001,1194549.4,1221086.1,1206026.8,1222514.4
47,1221492.6,1233449.4,1165440.64,1223738.12,1218464.64,1213781.88,1199080.92,1223030.24,1214489.48,1225891.84
48,1230437.4,1235924.6,1208215.16,1228393.36,1221157.76,1221134.2,1217005.92,1226750.62,1219196.24,1228819.36
49,1232908.4,1237579.4,1213023.48,1231470.88,1224811.72,1226036.36,1220576.68,1229518.92,1223543.12,1230870.32
50,1233522.6,1242318.0,1216246.52,1231418.96,1227526.52,1229110.68,1225631.24,1228675.36,1227869.8,1237767.88
