index,334_1_prezi.com,334_2_prezi.com,334_3_prezi.com,334_4_prezi.com,334_5_prezi.com,334_6_prezi.com,334_7_prezi.com,334_8_prezi.com,334_9_prezi.com,334_10_prezi.com,335_1_prezi.com,335_2_prezi.com,335_3_prezi.com,335_4_prezi.com,335_5_prezi.com,335_6_prezi.com,335_7_prezi.com,335_8_prezi.com,335_9_prezi.com,335_10_prezi.com,336_1_prezi.com,336_2_prezi.com,336_3_prezi.com,336_4_prezi.com,336_5_prezi.com,336_6_prezi.com,336_7_prezi.com,336_8_prezi.com,336_9_prezi.com,336_10_prezi.com,337_1_prezi.com,337_2_prezi.com,337_3_prezi.com,337_4_prezi.com,337_5_prezi.com,337_6_prezi.com,337_7_prezi.com,337_8_prezi.com,337_9_prezi.com,337_10_prezi.com
11,2114686.4,1667772.2000000007,1497129.8,1001339.0,1164609.0,1489161.4000000006,656861.2,973984.5999999997,1806998.0,2015295.9999999993,663129.4,460986.4,493612.00000000006,485857.4,886011.4,537860.0,584232.0,678050.8,762370.2,704596.0,1030488.7999999999,915565.4,1214033.2,1662563.5999999999,1044993.0,1255693.8,1480675.0,1699442.0,1227893.4000000001,895210.6000000001,720437.8,1158761.0000000007,1039880.7999999999,799707.4,869343.6,1084293.4,1063077.0,1012231.0,1183721.0,984717.0
12,2443372.0000000005,2005742.3200000005,1600162.7,1167926.6800000002,1315124.52,1671472.4400000002,709150.4600000001,1037906.04,2251060.639999999,2387370.6,791245.6,623963.2799999996,612084.88,598360.4400000001,1033077.9,758249.3999999999,668062.5,812415.6,896154.84,778106.3,1448181.7399999998,1136588.4000000001,1540442.46,2099890.639999999,1454929.3200000012,1382148.4,1886115.5999999996,1955672.0,1516149.4800000002,1049569.76,853701.24,1379836.7200000002,1273833.92,905862.4,943592.94,1169416.48,1269017.5999999999,1098354.2,1388495.0,1192133.9000000004
13,2904742.84,2367416.44,1721184.3199999998,1390176.2,1549564.5600000003,1876392.52,798818.92,1096957.2,2444722.28,2729282.24,860654.76,829372.7999999999,769429.2,792122.6,1076335.88,844909.6,844654.4000000001,830344.44,937954.56,907250.6000000001,1570210.28,1199910.64,1887585.32,2429721.2800000003,1869690.3200000005,1532411.1199999999,2220436.0,2092265.4,1893221.5599999998,1309397.92,991002.04,1559279.76,1432092.2,1020675.0,1070706.4,1322753.0799999998,1467574.4,1211449.5999999996,1595257.0,1384991.4000000004
14,3418203.079999999,2854405.62,1772886.0999999999,1622722.3,1647169.3200000003,2208285.52,849364.06,1175840.78,2673185.04,2989807.8,930655.6000000001,933670.26,872333.1200000001,848917.98,1263486.7,881825.8,978544.5,897534.5600000003,977109.16,1066360.8,1860571.4000000001,1294856.24,2226955.12,2809237.1199999996,2344951.6,1766600.88,2387420.2,2288445.0,2158318.38,1613420.6,1038988.72,1624955.48,1561575.08,1115317.0000000002,1216872.5599999998,1513564.8399999999,1790142.1999999993,1394085.9999999995,1875530.0,1581013.8
15,3956657.28,3353158.6800000016,1957128.68,1711950.0400000003,1833608.7200000004,2513421.24,920286.1600000001,1252813.6,2819147.24,3286764.88,1056761.08,1052684.32,1025600.0400000002,854381.12,1367402.36,1024945.7999999999,1068538.2000000002,1047162.32,987893.68,1111191.2000000007,2147365.64,1431250.04,2671603.04,2998304.4399999995,2757811.3200000003,2083968.0799999991,2597034.6,2607427.8,2451676.64,1925480.28,1187913.2,1780889.6,1634563.64,1247252.7599999998,1401893.68,1622885.44,1990454.8,1494619.0,2093105.0,1782811.0000000002
16,4454063.399999999,3793439.4,2018581.6,1888387.1,1961957.9,2701718.6,1022984.9,1333958.8,2969006.2,3521588.6,1110438.200000001,1190199.1999999997,1074105.8,881022.5000000001,1376100.1,1088162.0,1138223.0,1055550.0000000002,1040259.3999999999,1208165.5,2350180.0,1557307.2000000002,3026032.0,3233527.2,3181573.2000000007,2389658.0,2799152.0,2796135.0,2809687.6,2343981.0,1386001.0,1893798.0000000002,1749206.5999999999,1420160.7000000002,1589862.9999999993,1753933.4,2073458.0,1660954.0,2167472.0,2007059.0
17,4983355.08,4278739.920000001,2121514.1999999997,2028090.84,2132394.24,2831684.200000001,1156094.96,1401167.32,3283659.08,3784310.36,1299092.36,1317157.24,1083787.36,1011200.68,1415694.8,1116462.2,1278293.8,1084051.5600000005,1076566.6,1339251.2,2609082.48,1714710.6400000001,3332694.64,3413060.04,3535600.28,2759490.4,2955603.3999999994,3004835.8,3069903.12,2906503.3200000003,1556134.0799999998,2120721.3200000008,1912988.32,1636130.88,1737214.92,1931751.1599999997,2184399.0,1813713.0,2312587.0,2192210.0
18,5521506.72,4868915.040000001,2244131.9,2210220.36,2338288.94,3057119.5200000005,1245549.2,1482674.12,3563668.079999999,4057372.9599999995,1353148.84,1347062.26,1152345.5200000003,1102140.1,1448661.08,1298296.5999999994,1322174.3,1209247.0000000002,1290838.6000000008,1341455.7,2881022.22,1973159.24,3492059.7599999993,3422675.3,3890478.64,2977439.9,3240312.1999999997,3303179.999999999,3344362.1999999997,3078835.4,1755282.36,2382268.6800000006,2082164.2799999996,1800857.0999999999,1919192.3,2139042.5599999996,2324463.1999999997,2033777.7999999998,2431286.0,2401035.0
19,5797803.32,5450821.16,2260017.68,2397436.84,2392730.84,3279929.3600000003,1351577.6799999997,1568952.32,3849667.72,4456261.0,1355314.76,1357885.2400000002,1253963.48,1256494.68,1494387.12,1360564.4000000001,1330257.8,1285785.4400000002,1367633.04,1355741.0000000002,3224873.0399999996,2147637.2399999993,3742298.6,3419065.2,4168362.8400000003,3090713.1599999997,3577161.399999999,3698184.3999999994,3634826.7600000002,3267595.360000001,1965422.4,2603776.6,2260462.2399999998,2006741.52,2073875.68,2302089.2399999998,2422401.8,2284112.8,2625602.0,2445550.8000000003
20,6286770.16,5941426.600000001,2321959.3,2532100.3,2465999.98,3574587.0,1493222.1599999995,1666355.5600000003,4137561.88,4815917.999999999,1370037.64,1374061.68,1325007.52,1351196.76,1560722.1,1379593.8,1369600.2,1339561.0,1373671.08,1397193.0,3550360.4599999995,2377968.3200000003,3997416.2,3562801.62,4421296.36,3374514.8599999994,3862753.999999999,4061017.8,3988219.0799999996,3432710.7600000002,2165523.36,2796889.24,2429506.96,2168377.6999999997,2129004.94,2525533.92,2504842.9,2379909.8,2748368.0,2665813.800000001
21,6801132.4,6490993.6000000015,2467648.0,2637886.8,2539433.8000000003,3946800.6000000024,1602246.9999999998,1711667.6,4551591.0,5236506.6,1411204.0000000002,1407118.6,1366774.0,1358950.4,1598964.2,1401342.0,1372573.0,1356722.4,1402761.0,1421182.0,3851324.4,2586137.8000000003,4187956.0,3799998.4,4718555.600000001,3641991.3999999976,4254342.0,4388011.0,4072233.8000000003,3552234.0,2257037.5999999996,2989952.2,2618226.8,2348855.8000000003,2185500.0,2773217.9999999995,2675187.0,2411341.0,2801569.0,2772753.0
22,7329284.679999999,7022509.440000001,2548314.6999999997,2746819.48,2688992.6400000015,4313326.600000001,1672807.3,1743750.82,4766213.4399999995,5554375.3,1434835.2,1426270.98,1380540.48,1367203.02,1629356.66,1418948.6,1414205.7,1381176.6,1439764.24,1438070.6,4099276.94,2808273.68,4497577.08,4058419.32,4835479.32,3936957.2199999997,4442975.0,4592799.0,4289326.52,3670683.52,2349633.8399999994,3169429.16,2857706.1,2545439.3,2218650.34,3026899.28,2749060.8,2480480.6,2898813.0,2889592.0
23,7491523.24,7452074.8,2671673.4,3047205.9600000028,2945934.12,4487060.600000001,1783534.56,1803447.7999999998,4951796.6,5845238.88,1447583.28,1449184.2799999996,1395618.4,1401317.6400000001,1703866.0,1437255.0,1417848.2,1406798.2,1448236.64,1486232.6,4320725.64,3060388.8400000003,4855206.44,4309806.319999998,5102802.4,4265622.72,4440889.0,4806085.2,4515528.32,3779616.48,2438673.68,3360246.2800000003,3094841.0399999996,2570740.2,2308591.48,3271434.64,2828024.0,2561360.4,3030470.0,3068929.0
24,7521877.06,7484893.22,2763199.28,3408294.24,3049481.72,4700141.28,1897740.42,1884098.72,5135307.4,6143166.96,1495782.0400000003,1523142.46,1429238.2,1418157.32,1734780.5,1450328.6,1515730.7,1423691.96,1496907.1600000001,1535843.4,4670070.819999999,3308752.640000001,5203544.78,4683600.42,5369102.880000001,4609695.38,4782012.2,5099060.199999999,4745682.9,3922889.64,2521069.0799999996,3523294.84,3296691.32,2578146.06,2488891.3599999985,3517757.7600000002,2848096.9,2636914.8,3208927.0,3255647.5
25,7767793.28,7512367.2,2883828.24,3671198.8000000003,3342497.7200000007,4985379.4,1971735.7200000002,1953691.6,5328737.6,6417555.96,1547422.56,1566677.6,1450301.16,1445956.96,1753257.24,1519705.2,1548842.4,1435713.48,1560193.8800000001,1572377.4,5061091.279999999,3520284.64,5592992.4,5070035.04,5593863.5600000005,4932257.279999998,5126935.6,5449350.0,5035856.639999999,3984935.8,2636601.0799999996,3536078.48,3424625.76,2687648.1999999997,2589824.16,3526609.36,2903738.6,2727336.8,3322865.0,3501790.6
26,7780178.0,7627911.0,3022200.5,3917814.5,3624742.0000000005,5189391.0,2051861.5,2030339.5,5455501.0,6711125.0,1551511.000000001,1601212.0,1517187.0,1476279.0,1758359.0,1554988.0,1553258.5,1509490.0,1567507.0,1582337.0,5453502.0,3648547.0,5901062.0,5380208.5,5932618.0,5336207.0,5415998.0,5644768.0,5355003.0,4078750.0,2742156.0,3573858.0,3545358.5,2807116.0,2649527.0,3563428.0,2957638.0,2855490.0,3427523.0,3528534.5
27,7823816.8,7765795.6,3121222.1999999997,4249892.88,3783829.8000000003,5315250.28,2146103.0,2112097.56,5630882.88,7052370.5200000005,1595175.64,1641324.52,1558841.36,1531644.9999999998,1773602.24,1577662.4,1567588.6,1540191.0799999998,1607749.8,1617490.2000000002,5853012.640000001,3845702.7199999997,6203943.36,5740609.92,6352347.2,5669948.119999999,5682685.199999999,5959362.399999999,5664573.360000001,4266407.2,2784820.12,3597131.72,3574439.7600000002,3018058.36,2740200.9599999995,3589717.5599999996,3080963.8,2947804.0,3474857.0,3566225.4
28,7846023.4,7787364.800000001,3190398.34,4612284.4,4018194.1,5382187.04,2236637.0799999996,2155979.04,5819955.84,7396508.08,1618209.72,1647547.06,1587653.88,1552358.42,1849040.22,1613307.8,1620912.3,1577714.04,1631403.88,1669645.0,6240558.759999999,4072900.4400000004,6529514.96,6108587.84,6750570.880000001,6030659.9,5909823.399999999,6262199.0,6050081.1,4483330.4,2897924.68,3614680.4800000004,3592805.7600000002,3223652.1599999983,2880037.66,3609570.04,3214482.0,3001833.0,3578008.0,3582699.1
29,7870092.92,7809539.56,3311695.04,4955705.96,4276819.0,5430668.4,2348109.1600000006,2280785.12,6028981.48,7779851.119999999,1661066.16,1705491.6,1598613.96,1571450.88,1870042.84,1727800.1999999988,1675496.2,1604544.48,1687776.7200000004,1717575.4000000004,6588743.359999999,4329898.600000001,6840730.4399999995,6408704.719999998,7169707.080000001,6398451.0,6224237.600000001,6630798.0,6433484.56,4753547.16,3078606.52,3726541.2,3615564.92,3413880.2399999993,2971010.1999999997,3675735.16,3429204.6000000006,3096065.6,3732529.0,3607373.8
30,7935617.06,7835272.26,3448771.3,5261539.44,4417129.240000001,5673062.2,2434992.34,2391768.1,6297833.080000001,7805144.7,1709038.8000000005,1760251.58,1680600.12,1608739.16,1882574.1,1784827.9999999986,1696128.8000000005,1646054.52,1721977.12,1727678.8,6922681.38,4581793.88,7052577.96,6681133.2,7591592.44,6738061.3,6516843.8,6972338.0,6806774.5600000005,5010093.640000001,3229036.5199999996,3794122.92,3639368.46,3575621.2800000003,3094589.38,3749934.479999998,3650601.2,3202510.5999999996,3788210.0,3623611.7
31,7944454.6,7868325.6,3520494.1999999997,5629946.0,4495442.4,5942405.0,2564917.2,2552774.1999999993,6541335.0,7854262.6,1761151.6,1769791.4,1736817.0,1653909.6000000003,1891376.4,1798659.0,1801814.0,1698719.4,1722670.4,1734998.0,7133984.2,4832435.200000001,7276474.399999999,7051612.200000001,7826804.6,7056757.0,6828488.0,7082840.0,7179039.2,5172842.000000001,3404349.6,3811455.4,3762467.4,3707592.6000000006,3198406.399999999,3761035.4,3813884.0,3353400.0,3798227.0,3709596.0
32,7973192.16,7890031.44,3543184.62,5882289.28,4599273.08,6264426.600000001,2793176.3000000003,2786070.3200000003,6694013.96,7880500.08,1772478.92,1768706.32,1749183.76,1669407.68,1964821.6400000008,1808499.4,1834671.4,1726947.72,1725030.4000000001,1734904.4,7184573.54,5062031.8,7500479.88,7450097.1,7869820.28,7351721.7,7128727.0,7245864.2,7524720.079999999,5252067.08,3543390.56,3862370.84,3774018.34,3757012.7399999998,3266280.2399999998,3886874.96,3880974.3999999994,3549136.799999999,3866689.0,3751949.7
33,7976311.36,8016451.399999999,3584650.96,6357231.520000001,4729239.880000001,6550753.960000001,2997559.56,2985634.8,6987034.56,7933285.279999999,1779553.96,1771519.64,1749249.72,1674088.56,2031929.2,1824926.0,1831881.8,1729635.16,1737114.84,1747435.0,7297314.2,5274076.08,7660263.12,7800342.24,7898514.44,7566917.159999999,7496315.0,7472812.6,7789449.16,5373782.5600000005,3640074.88,3885486.56,3837947.84,3824865.64,3391563.88,3970417.2,3967703.7999999993,3623048.2,3967747.0,3773706.4
34,7986160.84,8023633.88,3604737.44,6693411.42,4876542.34,6747217.0,3219151.760000001,3236868.76,7386368.919999999,7985154.86,1781433.76,1784585.92,1751377.8,1703835.0,2034248.08,1876981.0,1830159.3,1732019.8000000003,1763374.96,1758522.1,7396425.96,5434739.5200000005,7810953.82,7811414.78,7958833.28,7789269.039999999,7762129.2,7672106.999999999,7804217.0200000005,5448473.000000001,3822191.6399999987,3990722.56,3958258.48,3834172.12,3574636.52,3982543.12,4007663.7,3706248.6,3979843.0,3897467.5
35,7990368.64,8088878.32,3734346.599999999,6900557.04,5006548.2,6958849.240000002,3446319.7199999997,3500322.240000001,7831950.2,7992911.68,1806543.76,1799018.2,1763019.24,1786048.6399999997,2044722.5200000003,1888601.4,1844740.6,1748598.08,1772508.76,1775541.4,7544786.96,5594774.2,7838016.24,7859196.04,8008313.8,7855063.32,7821501.6,7835433.199999999,7845639.08,5499973.48,3935359.28,4000464.68,3999319.04,3872473.92,3701840.04,3989463.92,4012788.4,3878817.3999999994,3989133.0,3959965.4
36,8008831.4,8181828.9,3808112.9999999995,7060737.1,5146594.5,7400652.0,3772171.4000000004,3573904.6,8022990.0,8031364.2,1811707.8,1807793.2,1767834.8,1844961.7999999998,2057118.3,1895238.0,1859844.5,1753187.0,1787919.0,1820343.5,7746338.199999999,5777392.999999999,7888631.399999999,7897108.7,8100221.2,7882364.3,7873182.0,7887019.0,7872953.7,5643568.600000001,3960297.8,4015359.4,4014481.9,3895101.4,3839026.1999999997,4000339.0,4023014.5,3979589.0,3999772.0,3988620.5
37,8037307.04,8230861.04,3875805.9199999995,7204578.16,5278438.520000002,7797376.8,4169560.5999999996,3611180.64,8026952.56,8035159.72,1817176.1199999999,1846342.6400000001,1778228.28,1846551.36,2068235.28,1971229.6,1861308.2,1803102.68,1785004.24,1860237.2,7948129.399999999,5910704.6,7980581.599999999,8016354.04,8159629.16,7952853.52,7910134.0,8007415.8,7973780.68,5788296.880000001,4004675.8,4021616.92,4023802.119999999,4010305.92,3953504.12,4010286.4,4036768.6,3995011.4,4008010.0,4000579.2
38,8033980.2,8237771.46,3923181.579999999,7332990.7,5522953.680000001,8009288.32,4382792.460000001,3685323.12,8042751.72,8051025.199999999,1841681.4,1885762.0799999994,1810047.0399999998,1854196.4,2078973.8399999999,1988297.2,1896907.2,1851230.56,1877733.1999999988,1867511.3,8017926.46,6082516.28,8060522.399999999,8178506.48,8168846.96,8052868.9,8010156.0,8047139.199999999,8028964.16,6100991.239999999,4017629.36,4032496.52,4033215.22,4020499.88,3996571.28,4017776.4,4050472.3,4002571.2,4023032.0,4006123.7
39,8130766.2,8258075.88,3981747.2800000003,7497277.8,5652510.16,8061963.800000001,4648159.88,3835418.4000000004,8065655.72,8089466.4,1905858.3599999999,1906725.52,1843536.68,1872409.2400000002,2094846.52,1993307.4,1949640.2,1858513.76,1947594.3200000005,1869412.2,8064488.239999999,6263634.720000001,8154451.319999999,8252905.52,8184341.48,8194430.24,8062051.999999999,8182060.0,8072116.64,6395920.6,4024764.04,4040758.2000000007,4042509.92,4029540.36,4002395.92,4029781.92,4062782.8,4015698.4,4027087.0,4018926.6
40,8149618.46,8284085.72,4040564.36,7631686.44,5730978.400000001,8075800.88,4824025.18,4160573.22,8093604.52,8115090.66,1914192.16,1954957.7,1869158.08,1907769.1400000001,2243036.2800000003,2003359.6,1967723.6,1863766.76,2003294.64,1876574.2,8129146.56,6429298.520000001,8213454.68,8268905.08,8198440.24,8272213.8,8147544.6,8224704.599999999,8239694.58,6669248.8,4035450.48,4055314.24,4055211.3000000003,4036973.14,4015453.32,4038969.6799999997,4074556.6,4025816.0,4041733.0,4027615.1000000006
41,8155323.6,8299287.0,4109136.7999999993,7697148.6,5809936.2,8174367.2,4918605.0,4538436.0,8133904.8,8156375.8,1919920.8,1995928.1999999997,1887862.0000000002,1975743.0,2447743.6,2019870.0,1969531.0,1877753.8,2013298.0,1892145.0,8139953.6,6607048.600000001,8227703.8,8281787.6,8313157.600000001,8282964.8,8178793.0,8264170.0,8258217.8,6884417.0,4044790.8,4068642.0,4069219.8,4050406.2,4020940.8,4048486.6,4075958.0,4038387.0,4045800.0,4037606.0
42,8173318.98,8360675.74,4170595.6999999997,7799043.48,5951619.84,8179663.56,5074349.54,4860695.5,8173655.48,8192699.22,1936988.44,2043609.04,1950505.92,2006687.18,2458424.86,2024702.5999999996,1984204.4,1878762.68,2027875.4000000001,1916739.7,8149441.14,6833504.68,8230406.14,8301659.74,8338562.28,8297579.4,8291291.4,8278965.0,8272805.88,7036712.72,4058595.28,4071518.32,4079092.02,4065590.7600000002,4040488.26,4053624.44,4080983.9,4046695.1999999997,4046072.0,4048750.9
43,8310180.52,8374774.32,4271332.44,7910334.84,6041680.92,8201880.72,5381323.680000002,5184109.6400000015,8251300.8,8294552.6,1967052.84,2045266.64,1994395.9999999995,2017205.92,2477493.480000001,2029810.2,1996685.8,1996844.44,2043902.8,2016425.6,8234456.8,7010057.4799999995,8249625.24,8318316.72,8352317.32,8307544.64,8307252.2,8288339.0,8281335.96,7059394.96,4062355.36,4073590.84,4079926.28,4074011.1999999997,4049553.72,4055865.52,4079058.6,4057518.4,4074663.0,4053178.6
44,8367042.78,8388680.62,4356321.82,8000478.6,6137301.24,8284093.52,5760554.02,5432956.84,8337470.68,8369024.72,2060037.48,2049582.06,2025794.24,2020883.34,2491166.7399999998,2040217.4,2002517.3,2004472.08,2049001.8,2026263.1,8288568.08,7194419.4,8271014.3,8327736.42,8359386.36,8328979.06,8323953.600000001,8299957.6,8291448.34,7211102.52,4062455.56,4081434.36,4084310.18,4085438.7,4052779.56,4056092.5999999996,4098277.8,4063430.2,4079650.0,4062956.3
45,8394329.44,8396483.88,4468825.28,8116867.96,6214805.08,8328486.48,5940182.5200000005,5691633.12,8403821.2,8421026.96,2071485.16,2059211.0799999998,2037145.64,2030155.68,2506221.92,2043935.6,2007424.8,2018278.96,2057443.32,2031658.6,8301187.439999999,7424227.0,8279282.8,8336631.04,8372642.04,8337533.4799999995,8333157.4,8309182.4,8303953.68,7301745.88,4074847.32,4091468.7199999997,4096888.32,4086515.92,4064585.36,4064883.04,4103185.2,4063973.6,4086208.0,4068779.8
46,8407286.4,8405130.2,4595388.199999999,8223484.6,6305221.000000001,8428582.8,6102493.8,5900767.800000003,8412529.4,8434296.8,2078227.8,2070580.7,2046489.2,2040524.4000000001,2514493.2,2050042.0,2014895.5,2024354.4000000001,2068293.2,2044399.0,8313418.8,7580672.4,8288327.5,8345400.8,8378176.2,8343767.4,8342889.0,8321569.0,8316881.9,7686595.400000001,4080166.8,4100244.4,4100956.9,4088495.5,4067949.8,4082180.8,4115917.0,4089777.0,4089689.0,4070260.0
47,8424244.16,8404944.4,4714713.92,8316015.04,6401880.48,8446422.88,6228265.24,6171543.8,8424416.24,8452770.24,2086774.68,2083143.0,2057675.64,2054512.88,2532509.04,2062442.6,2025109.2000000002,2035203.4,2074077.8,2052226.2,8323457.56,7727076.8,8299563.72,8361632.56,8385489.68,8356810.72,8352060.2,8331083.0,8321408.4399999995,8051637.2,4096988.24,4109770.56,4110084.6,4111918.72,4069593.64,4087601.9199999995,4122327.4,4087140.6,4103464.0,4072483.0
48,8434892.12,8408815.26,4851805.919999999,8475074.360000001,6519226.040000003,8452124.24,6324692.1,6572082.38,8446489.88,8471249.52,2097250.6,2090538.94,2065588.16,2064479.34,2544794.82,2067639.0,2029258.7,2039657.44,2082079.8,2060606.8,8326771.4799999995,7796544.12,8309647.02,8370801.58,8401615.28,8373162.6,8365360.6,8339768.2,8332129.06,8374490.120000002,4102082.28,4123069.44,4118774.3199999994,4112100.54,4087990.48,4096685.32,4132164.8,4099667.2,4113323.0,4083000.6999999997
49,8442766.76,8420145.2,5148885.279999997,8600852.12,6712054.360000001,8468341.04,6580369.0,6983264.12,8459735.08,8481651.2,2103497.04,2097725.12,2074556.32,2071882.76,2552814.52,2074339.2000000002,2036230.2,2049949.8400000005,2091916.44,2063169.8,8337478.76,7804304.76,8323037.28,8390953.2,8410169.32,8385107.24,8373922.8,8348351.8,8343919.5200000005,8400662.28,4111143.16,4128080.04,4133544.4,4122061.56,4093470.68,4105909.68,4144946.2,4111191.0,4118904.0,4100447.6
50,8456963.64,8429723.98,5336653.9799999995,8615549.54,6831641.2,8484606.0,6833348.7,7331321.94,8471915.84,8491798.82,2103989.48,2115573.72,2079079.04,2082093.56,2554954.26,2106896.8,2044119.2,2056793.8399999999,2094927.68,2083967.4,8347148.96,7828408.92,8332196.8,8413650.96,8436463.56,8409418.88,8387482.4,8362243.199999999,8353813.4,8409953.92,4123248.0,4141480.6800000006,4140293.84,4132190.7600000002,4108209.36,4115328.68,4148471.8,4125332.1999999997,4125322.0,4110843.1999999997
51,810,735,812,796,806,785,812,888,797,789,737,735,763,714,987,708,705,730,786,748,668,320,694,837,735,766,771,668,658,805,583,646,633,614,594,634,672,611,638,595
