index,173_1_us.norton.com,173_2_us.norton.com,173_3_us.norton.com,173_4_us.norton.com,173_5_us.norton.com,173_6_us.norton.com,173_7_us.norton.com,173_8_us.norton.com,173_9_us.norton.com,173_10_us.norton.com,174_1_us.norton.com,174_2_us.norton.com,174_3_us.norton.com,174_4_us.norton.com,174_5_us.norton.com,174_6_us.norton.com,174_7_us.norton.com,174_8_us.norton.com,174_9_us.norton.com,174_10_us.norton.com,175_1_us.norton.com,175_2_us.norton.com,175_3_us.norton.com,175_4_us.norton.com,175_5_us.norton.com,175_6_us.norton.com,175_7_us.norton.com,175_8_us.norton.com,175_9_us.norton.com,175_10_us.norton.com,176_1_us.norton.com,176_2_us.norton.com,176_3_us.norton.com,176_4_us.norton.com,176_5_us.norton.com,176_6_us.norton.com,176_7_us.norton.com,176_8_us.norton.com,176_9_us.norton.com,176_10_us.norton.com
18,998399.62,991045.4,999224.1200000001,1479548.0,1005104.48,1001896.3,1012764.2,990969.02,1011529.88,873982.12,994243.86,1658879.8,1113782.4,1033923.92,1744712.6,1561850.9999999998,1572640.8,1796259.3,2668888.92,852561.66,1309617.9999999998,1338841.5199999996,1234407.0800000003,950789.5999999997,1223648.8,1249093.2400000002,1182448.4000000001,1452826.1600000001,595199.7599999998,961114.62,1029086.8,983958.0,942945.24,832585.9,1004579.84,811571.12,841167.3999999999,848455.82,988377.7199999999,943360.96
19,1013510.64,999743.72,1021149.12,1502818.8,1018533.04,1055576.8,1049291.04,999886.0399999999,1056238.36,911871.64,1058920.4799999997,1796862.4,1135831.8,1095229.4,1904763.0,1696951.6,1673194.399999999,1927633.2400000002,2684495.04,886015.3999999999,1426550.2,1473596.1199999996,1295321.7600000002,1056643.2,1359181.2,1303399.04,1325634.6,1495905.72,663765.56,1023351.44,1082527.2000000004,1000593.0,994148.5599999999,895635.0,1051070.0799999998,837733.16,864780.2000000002,857161.52,996797.52,971030.36
20,1020892.8,1006741.64,1045197.76,1514599.2,1164180.28,1144904.0,1064050.98,1020275.82,1107337.68,989289.76,1149885.72,1902630.5999999999,1191132.4,1166550.6,2136068.5,1730706.6,1785770.8,2143166.28,2703659.0,930690.22,1483285.4000000001,1586817.8,1359810.08,1208675.5999999999,1472818.5999999999,1365274.12,1468024.8,1499852.02,705046.6,1072244.48,1149575.2,1044026.0,1036101.26,924397.4,1061071.1999999995,844841.08,891226.2,868256.0800000001,1057348.9999999998,990683.48
21,1157143.0,1024874.5999999997,1129230.0,1635035.0,1257708.6,1249046.0,1224818.7999999998,1044889.5999999997,1265615.8,995682.4,1231652.8,2079870.0,1267796.0,1212124.0,2360798.0,1765365.0,1848467.0,2368935.7999999993,2796032.4,977918.4,1522212.0,1697335.0,1437975.0000000005,1306719.0,1628673.6,1477134.2000000002,1658099.0000000002,1526414.5999999994,750338.1999999997,1138945.6,1240279.0,1112100.0,1045553.2,940068.0,1111973.2,883624.7999999999,964058.0,864497.4,1153351.8,993226.2000000001
22,1183184.3,1076328.4800000002,1292892.36,1642548.2,1269842.38,1374196.5,1275588.8599999999,1184872.5999999999,1278041.16,1006303.08,1302952.0999999999,2200816.8000000003,1382215.4,1335837.8,2584938.9,1846053.2,1928207.0,2556746.0400000005,2838084.16,1043556.26,1527908.6,1905021.88,1480984.8000000003,1422861.4,1727034.12,1575271.2000000002,1745357.52,1715086.8,790540.4400000001,1202269.8399999999,1417075.6,1204168.0,1066723.4,953401.9,1158261.2799999998,899027.8,992284.4,879179.2999999999,1179507.7599999998,1004093.72
23,1314058.84,1242324.56,1410786.0,1657460.6,1276403.16,1420513.8,1299788.3999999997,1283363.8,1315502.52,1040942.64,1414844.36,2390689.96,1472741.0,1491607.4000000006,2666993.6,1934956.4,1994850.6,2648716.88,2971023.44,1089722.6400000001,1581353.4,2088408.4,1606911.6,1491879.7999999998,1913399.32,1660750.4000000001,1859392.4000000001,1911469.0799999991,896877.6,1259726.2,1432072.2,1262379.0,1141564.48,996521.2,1253721.4,926782.36,1000937.2,891049.6399999998,1207432.48,1020178.72
24,1425026.02,1362697.04,1418877.08,1659543.6,1315561.42,1431557.2,1435327.9,1306900.0799999998,1432934.96,1042236.32,1573594.6399999997,2521659.2,1597469.0,1598221.38,2678729.8000000003,2041052.5999999996,2025044.0,2662179.94,3117713.44,1213732.7,1613576.6,2140936.32,1759100.24,1645643.8,2068578.7200000002,1826651.2000000002,2037017.12,2046078.88,1026934.4799999997,1334586.0000000002,1463993.6,1411081.0,1256633.3999999997,1031136.5,1406915.72,945682.28,1004524.8,921449.22,1253449.5599999998,1094851.44
25,1435489.04,1418120.52,1428230.28,1675741.2,1435192.8,1450616.0,1442308.52,1424618.4,1440910.88,1055558.88,1717095.3199999998,2703950.68,1719821.4,1746582.6,2688831.2,2155629.8,2189034.8,2666546.76,3141015.48,1290441.44,1704428.5999999999,2152285.6,1828969.3600000003,1726478.0,2106683.2,1880320.6,2179257.64,2068057.6,1141436.6,1423222.4,1476284.4,1418921.0,1343042.0799999998,1062034.4000000001,1430885.5599999998,968025.12,1026721.7999999999,974851.4,1299855.12,1215722.92
26,1452197.5,1428677.0,1446826.0,1716517.0,1455493.0,1470761.0,1460113.0,1430775.0,1457347.0000000002,1130350.0,1851092.0,2755017.0,1838761.0,2018214.5,2714959.5,2264314.9999999995,2293590.0,2674722.5,3165966.0,1371483.0,1830068.9999999998,2162676.0,1993766.0,1829915.0,2123196.0,1954630.0,2221959.0000000005,2151411.0,1290248.0,1530454.5,1492874.0,1431669.0,1421545.5,1110150.5,1448159.0,980265.0,1046967.0,1020939.0,1421193.9999999998,1293646.0
27,1470692.24,1435792.64,1455212.36,1777102.4000000004,1464744.24,1482214.4000000001,1470112.2799999998,1441775.32,1468130.36,1230639.2,1952350.1999999997,2785585.56,2055031.799999999,2249673.280000001,2733049.400000002,2390748.1999999997,2382137.7999999984,2689432.88,3174112.68,1500935.6400000004,1931968.6,2205223.92,2065953.84,1889355.4,2127394.64,2112787.76,2241668.8,2161934.4,1370743.04,1664089.28,1515251.0,1456039.0,1429772.92,1166600.4,1466725.6799999997,998065.4400000001,1074925.0,1104530.28,1430521.12,1331072.3199999996
28,1481730.48,1452671.96,1474528.7200000002,1831011.4,1481542.64,1502082.2,1478204.84,1460179.06,1477205.7200000002,1257859.96,2092019.0,2831647.2,2245305.0,2453197.6,2806704.5,2496407.5999999987,2576206.7999999993,2749520.28,3195353.92,1629159.44,2024175.1999999995,2280570.0799999996,2208546.64,1993152.3999999994,2130988.08,2348184.5200000005,2328813.080000001,2195766.7599999993,1402641.56,1754090.7,1627332.4,1475738.0,1447595.26,1241934.7000000002,1476996.44,1010804.8799999999,1121716.5999999999,1162514.2999999998,1449400.0,1418988.5599999998
29,1492708.76,1461439.44,1479521.12,1847151.2,1498994.32,1509228.2,1496000.76,1477791.64,1493973.64,1277074.96,2214160.6,2885101.24,2542902.0,2601073.56,2828896.2,2588133.5999999996,2724024.8000000007,2772296.48,3314869.96,1702055.0400000005,2134947.1999999997,2371012.08,2291418.7199999997,2134232.2,2144602.2,2559316.5600000005,2468910.56,2250303.1999999997,1412367.48,1866679.6,1639400.8,1485304.0,1466914.64,1405118.0,1484936.92,1033262.68,1198401.6,1281413.72,1467603.6400000001,1428392.4
30,1500244.6400000001,1474639.52,1497699.16,1855620.2,1506349.72,1593658.5000000002,1513681.92,1487491.06,1510705.3200000003,1396585.0000000002,2396898.1599999997,2957343.52,2776139.0,2822281.1,2966106.2,2606703.5999999996,2838788.3999999994,2830374.68,3381891.76,1778067.7799999998,2241961.4,2478493.5999999996,2444523.52,2235088.5999999996,2183560.08,2599759.8,2570607.92,2333437.1,1435249.16,2061518.9,1649663.8,1495215.0,1476006.6,1433326.5000000002,1499931.52,1069075.44,1273062.8,1361060.22,1476688.64,1435785.48
31,1624218.2000000002,1480483.8,1502181.4,1854816.0,1513644.4,1630358.0,1516076.4000000001,1503318.4000000001,1520355.0,1431079.2,2459834.4,3089438.0,3072692.0,3042680.6,3110193.0,2792105.0,3038314.0,2957356.8000000003,3387684.6,1854924.8,2310352.0,2569589.2,2482362.0,2323662.0,2209203.8,2622151.6,2589559.0000000005,2420852.9999999995,1494943.0,2241047.3999999994,1666132.0,1513190.0,1493245.4,1442935.0,1561153.0,1077021.8,1326251.0,1426439.0,1483372.8,1452910.0
32,1634485.84,1506090.44,1513490.64,1876407.2,1521042.7000000002,1642718.3,1574129.82,1515452.02,1523957.48,1441633.28,2602397.959999999,3137134.92,3127542.6,3056428.68,3126046.0000000014,2957524.0,3122592.0,3105847.48,3409952.08,2042972.9,2458110.599999999,2576501.4,2600571.8000000003,2410455.0,2274330.12,2631681.36,2604305.68,2575662.9,1590517.4,2501138.56,1666329.6000000003,1529510.0,1586307.1199999994,1470909.6,1622175.56,1142087.7599999998,1409509.7999999996,1435424.9,1500906.96,1460807.64
33,1640352.48,1514146.6,1629767.72,1881255.0000000002,1610506.0,1643932.2,1644794.76,1631329.9199999995,1571898.4000000006,1456946.1199999999,2800790.4,3166680.28,3149405.6,3075710.52,3144062.8,3053335.0,3141036.4,3116299.48,3419665.56,2213387.6,2590708.0,2588523.28,2620257.4,2435354.2,2358327.2,2650456.56,2622908.0,2589811.72,1650922.8,2596253.88,1679418.8,1536866.0,1614009.44,1479666.6,1631596.9199999997,1190720.24,1430091.4,1442846.52,1578506.8399999987,1467477.24
34,1648836.42,1521318.8800000001,1636316.6,1952806.4,1641911.42,1651034.7,1660818.9199999997,1639308.9,1643568.96,1466189.36,2959445.3,3187220.9200000004,3157709.0,3114514.4000000004,3160554.1,3064078.0,3163660.0,3146207.9,3444253.08,2299040.12,2597801.4,2606112.3599999994,2638091.16,2443783.9999999995,2437239.2,2723219.7600000002,2642348.16,2600281.32,1760055.6799999997,2614627.82,1713491.5999999999,1644132.0,1622105.54,1489260.8,1643189.72,1234144.2,1447540.8,1462449.64,1623415.64,1491000.479999999
35,1663781.92,1543766.36,1657067.4400000006,1969008.8,1665640.76,1663102.4000000001,1683757.28,1648742.52,1662488.44,1473126.7999999998,3080854.4,3208339.88,3175581.4,3210072.04,3175230.8,3091465.6,3173591.2,3154682.44,3450566.88,2359428.76,2614550.8,2615789.12,2686109.6800000025,2546291.9999999995,2535234.32,2731823.8800000004,2673307.8000000003,2620321.96,1864291.679999999,2634678.56,1738745.6,1657640.0,1630474.48,1507191.6,1641091.56,1276406.5999999999,1466037.0,1467083.0,1630637.08,1501337.28
36,1671597.9,1641597.2,1665454.4,1984257.0,1683380.2000000002,1675210.5,1686126.7,1654495.7,1675226.8000000005,1489733.0,3146572.0,3260652.6,3248673.0,3252799.1,3190554.5,3153978.0,3185025.0,3173011.9,3456774.2,2380849.0,2625446.0,2622477.8,2719700.4,2612630.0,2565524.4,2744293.4000000004,2765919.4,2679364.9,1975344.1999999979,2643666.1,1758115.0,1673741.0,1641191.0,1611381.0,1650178.6,1349067.3999999997,1470270.0,1474636.5,1637304.2,1507205.6
37,1681823.64,1655121.56,1669933.44,1992404.6,1685244.36,1694972.2,1699589.08,1662021.0799999998,1685346.48,1498251.64,3166970.92,3317093.64,3260464.4,3282914.28,3231971.0,3163244.2,3253864.8,3179581.76,3485569.2,2400364.24,2633755.6,2650433.36,2729677.84,2640768.0,2572585.44,2856556.72,2777909.24,2701519.16,2055057.12,2664404.1999999997,1777789.2000000011,1685341.0,1655835.6400000001,1627549.4,1649691.24,1415362.52,1479324.0,1491766.24,1643538.76,1528917.2399999998
38,1689842.8400000003,1670902.68,1675194.72,2082753.0,1690387.7999999998,1720277.6,1747264.42,1663352.54,1695885.96,1512754.76,3188472.38,3384609.72,3377222.8,3292063.32,3325347.5,3253112.1999999993,3370000.8,3213510.0,3529058.4,2407886.34,2694686.0,2696440.4,2735334.3200000003,2702328.6,2579741.04,2855156.52,2820899.4,2721641.92,2234151.8,2725855.98,1815647.4,1687092.0,1658316.2399999998,1636018.3,1663726.08,1429204.0,1495852.6,1508565.7,1655103.56,1626820.04
39,1704981.92,1676728.76,1686464.52,2111934.6,1751433.6,1727697.8,1807971.76,1669045.04,1704356.4,1518601.24,3201755.8,3397964.88,3387534.8,3311063.52,3377195.8,3287534.4,3378544.2,3270311.8,3600814.84,2521477.16,2710245.9999999995,2714644.96,2799030.88,2711764.6,2597718.52,2880810.56,2845723.6799999997,2738454.5999999973,2290790.76,2750553.52,1858027.8,1693801.0,1664851.36,1644621.0,1691165.5199999996,1434876.2,1503459.0,1515243.12,1661595.08,1637477.44
40,1742772.04,1684669.16,1686646.6,2106391.8,1789881.52,1732667.1,1809665.28,1688341.24,1714480.32,1542291.8,3286460.6,3406937.32,3395677.2,3321509.98,3392449.8,3293497.4,3384590.4,3369495.08,3631768.2,2533114.36,2729736.4,2723925.88,2857972.24,2730104.4,2614280.96,2902390.96,2844640.72,2841952.62,2372372.8,2844223.06,1864073.8,1702688.0,1664609.92,1650551.1,1718380.6,1451450.64,1616801.2,1536480.36,1662693.76,1646535.84
41,1811766.6,1688289.6,1748806.4000000015,2124909.0,1801617.2,1739918.0,1808918.8,1708364.8,1716326.8,1640772.6,3388790.8,3411687.4,3399918.0,3328841.8,3414176.0,3299105.0,3392727.0,3375935.0,3646974.6,2542262.4,2734107.0,2773175.0,2866640.0,2739013.0,2620955.6,2923563.2,2852009.8000000003,2849693.6,2393399.4,2858701.2,1864547.0,1760234.0,1684453.0,1664670.0,1763746.7999999998,1468122.2,1623263.0,1619149.5999999996,1677937.6,1660851.9999999998
42,1817950.24,1699352.24,1794061.72,2165190.8,1806860.42,1802152.9,1820430.98,1737098.2,1763691.08,1643700.7200000002,3400173.2399999998,3411522.8,3401664.4,3363276.26,3425019.9,3299900.6,3397855.4,3382814.06,3652003.84,2552480.26,2813109.6,2848548.44,2895180.44,2853901.2,2630070.96,2934469.76,2873517.64,2856369.06,2410974.92,2859827.36,1862732.8,1787999.0,1703131.58,1679005.2,1816211.44,1473520.56,1628845.8,1639887.3800000001,1706713.96,1667419.04
43,1818284.36,1705801.12,1810502.68,2170811.0,1822441.08,1837415.8,1835089.6,1797066.5999999999,1794123.6,1653184.56,3408463.5199999996,3424963.8000000003,3413084.2,3363804.12,3435024.4,3308889.5999999996,3399776.2,3394548.32,3667687.04,2569220.96,2855268.6,2869735.44,2898590.72,2864729.6,2673342.6,2953919.28,2895039.4400000004,2864258.96,2426782.84,2859505.68,1880457.8,1824901.0,1724483.4,1688093.2000000002,1824981.04,1477814.8,1635703.1999999997,1652042.08,1721698.24,1669535.36
44,1823315.22,1747708.32,1814885.56,2169294.4,1832859.36,1834799.8,1845301.02,1829248.6,1831458.4000000001,1662484.04,3430089.86,3445845.08,3430804.6,3384281.7,3440537.1,3308552.4,3407866.6,3421833.72,3674395.32,2573968.58,2854398.2,2885276.64,2902456.48,2870815.2,2707924.52,2969739.44,2908561.7200000007,2894908.6999999997,2434515.52,2872131.14,1894546.2,1833017.0,1752439.0200000003,1699732.7,1835318.0799999998,1494720.12,1645344.4,1656583.1199999999,1739181.4800000002,1670092.7999999996
45,1833532.16,1796470.6,1819801.16,2180042.0000000005,1843845.2799999998,1841336.4000000001,1860415.68,1835839.36,1837327.28,1667516.88,3437281.16,3491787.6,3460734.5999999996,3411106.24,3443100.6,3334361.9999999995,3424780.4,3431281.64,3680816.92,2581769.16,2862200.9999999995,2894091.48,2903116.36,2877722.4,2715630.84,3056333.68,2916870.96,2911398.96,2491296.12,2901895.96,1915717.4,1840533.0,1792068.8,1703641.4,1844133.88,1540213.2000000002,1646637.6,1667099.08,1783511.44,1685403.72
46,1857574.2,1809376.6,1824465.2,2196255.0,1851397.9,1857686.5,1858493.1,1852185.0,1844813.4,1682176.6,3437744.8,3501274.8,3489786.0,3438614.5,3445950.0,3376218.0,3452209.0,3435307.4,3709234.6,2583609.0,2886368.0,2900364.6,2911639.6,2880747.0,2721189.2,3098134.6,2940888.6,2920251.8,2518227.4,2914390.3,1948781.0,1849692.0,1819797.3,1723867.5,1850028.9999999995,1588259.7999999998,1650130.0,1672137.2,1799908.6,1718255.9999999998
47,1859466.24,1828297.72,1834756.48,2238787.8000000003,1854696.8,1868196.0,1876348.68,1856794.48,1839151.64,1688372.32,3437465.36,3582527.68,3561878.2,3485499.2000000007,3486064.6,3391566.2,3462219.8000000003,3440586.12,3706380.28,2594916.76,2915714.2,2905952.28,2922594.4,2882836.2,2725271.84,3111471.44,2953920.56,2921248.76,2527026.12,2925314.84,1986282.6,1858961.0,1827333.4000000001,1725292.2,1856557.32,1619779.36,1650191.0,1672010.96,1810482.96,1729318.56
48,1857558.04,1834462.44,1838767.48,2277155.4,1862627.64,1871220.1,1881483.42,1863174.68,1852991.44,1704369.2800000003,3456822.68,3591493.2,3606056.0,3552001.3,3490217.3,3436585.8,3488029.0,3443665.88,3733896.08,2617009.78,2922823.4,2905537.64,2943638.68,2890928.2,2750491.64,3123957.08,2994213.08,2925785.2399999998,2538788.5199999996,2944566.42,2004168.8,1859640.0,1842700.82,1725634.8,1865675.08,1625846.36,1659705.6,1684422.78,1818759.76,1727944.76
49,1872415.88,1838931.28,1855860.28,2261627.399999999,1873290.44,1883120.8,1885703.96,1868851.36,1855365.64,1719606.76,3483668.16,3647077.2399999998,3613552.8,3553907.56,3508546.8,3509530.8000000003,3525230.9999999995,3451328.08,3761670.48,2628949.52,2931066.6,2904535.24,2966903.4000000004,2892381.4,2807643.2,3135028.56,3017152.36,2934069.84,2545098.92,2988343.28,2052531.4,1868848.0,1849350.16,1736191.8000000005,1877304.72,1631978.4,1671863.8,1695805.72,1821376.5599999998,1759582.7999999998
50,1882268.46,1842923.36,1857638.0799999998,2265192.4,1878853.24,1901165.9,1913627.82,1876644.32,1868668.68,1736547.16,3515036.48,3661115.3600000003,3646579.5999999996,3566790.2600000002,3530083.4,3506632.1999999997,3584347.8,3456821.06,3794380.56,2656999.92,2944369.399999999,2926344.5999999996,3033658.2,2904049.8,2849785.52,3134269.0,3087122.28,2963982.56,2548211.56,3013952.1599999997,2080706.4,1873266.0,1857426.66,1758283.9000000001,1884426.16,1635014.52,1686188.0,1714154.1,1837239.0,1787140.12
51,735,679,721,1185,736,774,742,731,724,575,707,761,736,784,708,712,714,681,997,707,627,638,695,641,534,808,718,642,566,662,1007,752,720,641,761,474,572,613,706,635
52,1022,953,977,1475,1005,1081,1007,998,970,931,1776,1521,1434,1423,1297,1278,1306,1196,1519,1300,1113,1118,1247,1149,948,1368,1258,1205,1186,1261,1423,1098,1041,964,1097,818,938,924,1002,969
53,191350,175148,187056,338583,192072,212403,193340,183959,189029,146541,186701,200444,193502,204168,177969,183814,186529,172300,277726,184233,159532,159814,174501,160071,138302,206268,182968,160285,142080,168534,265332,207938,190346,164683,192837,124213,147981,160137,185381,165477
