index,110_1_www.xing.com,110_2_www.xing.com,110_3_www.xing.com,110_4_www.xing.com,110_5_www.xing.com,110_6_www.xing.com,110_7_www.xing.com,110_8_www.xing.com,110_9_www.xing.com,110_10_www.xing.com,111_1_www.xing.com,111_2_www.xing.com,111_3_www.xing.com,111_4_www.xing.com,111_5_www.xing.com,111_6_www.xing.com,111_7_www.xing.com,111_8_www.xing.com,111_9_www.xing.com,111_10_www.xing.com,112_1_www.xing.com,112_2_www.xing.com,112_3_www.xing.com,112_4_www.xing.com,112_5_www.xing.com,112_6_www.xing.com,112_7_www.xing.com,112_8_www.xing.com,112_9_www.xing.com,112_10_www.xing.com,113_1_www.xing.com,113_2_www.xing.com,113_3_www.xing.com,113_4_www.xing.com,113_5_www.xing.com,113_6_www.xing.com,113_7_www.xing.com,113_8_www.xing.com,113_9_www.xing.com,113_10_www.xing.com
11,21978.600000000006,74251.00000000001,19024.800000000003,28815.600000000002,39597.6,31657.600000000002,19639.000000000036,66765.6,36689.0,26188.399999999998,23699.600000000002,391616.0,67688.79999999997,35311.0,20891.8,400440.6,30432.0,30106.8,298054.8,424207.3999999996,25769.0,22069.600000000002,35647.200000000004,41720.2,29564.400000000005,40530.4,34770.6,22092.000000000007,34804.799999999996,51561.6,25509.0,21473.600000000002,62207.199999999975,42423.0,23837.0,56283.199999999975,18671.2,24491.600000000006,43389.0,23894.2
12,24519.34,92771.35999999999,17749.88,27557.66,50614.96000000001,30988.38,33255.56,94841.40000000002,41342.6,24762.079999999998,25613.119999999995,502645.99999999994,114259.07999999997,37451.4,31685.16,466251.07999999996,55197.80000000003,38754.920000000035,421190.52,508456.4,31735.2,23351.719999999998,56073.919999999955,48261.48,29967.72,65731.18,35455.68,30692.359999999997,35451.240000000005,55895.16,32072.0,25592.42,68173.16,44096.299999999996,32897.99999999998,69636.24,31986.679999999993,33914.72,58278.0,25902.74
13,23160.720000000005,140181.47999999995,21416.239999999998,26607.04,53694.88,31869.760000000002,31932.48,158306.59999999998,69408.40000000001,31400.52,32703.96,632296.7999999997,175671.28,81405.39999999998,29425.96,527498.36,95199.00000000001,95469.59999999999,580769.48,623151.5199999999,32803.799999999974,23488.76,67928.04,47906.72,33661.68,68070.88,52339.880000000005,28441.12,41432.76,76158.8,31228.0,25794.559999999994,72452.96,44886.6,33886.8,75186.84000000001,43617.479999999996,36836.240000000034,61578.0,26744.08
14,30855.020000000004,182777.83999999976,26448.22,29872.239999999998,54655.680000000044,34038.359999999986,30559.48,213056.72000000012,83620.0,34340.68000000001,38996.15999999993,774531.2,192105.80000000002,135317.59999999998,38970.34,579513.8,161161.0,153104.72,686518.88,684886.32,40764.9,29099.28,71267.56,51672.360000000015,39334.15999999998,70914.71999999997,63193.75999999987,30915.55999999999,44232.96000000001,81138.48,32294.5,34997.119999999995,80934.95999999999,48316.3,52674.599999999984,108267.08,57796.56,42838.9800000001,72720.0,33597.82
15,31850.84,231337.71999999997,35052.43999999997,40015.159999999996,80110.4,36690.08,32067.92,221762.88,116555.19999999997,37462.36,79276.56,852094.4,245202.64,191235.0,43395.88,649924.4400000002,191749.0,192144.84,784319.1600000001,792002.52,39495.40000000001,37711.360000000015,75218.28000000001,55474.88,39802.72,76135.4,67672.15999999997,46425.68000000001,49054.840000000004,113844.56000000001,36865.0,37164.95999999997,122107.47999999982,52534.4,56676.2,128330.16,59521.72,45420.439999999995,77282.0,39145.20000000013
16,41550.8,234114.2,37467.4,41193.60000000002,88650.20000000001,38880.7,35909.8,222172.4,150227.0,39558.6,135774.5,1012303.0,264351.2,250323.0,47489.79999999998,823172.6,234013.5,247348.00000000012,863472.4,909454.1999999997,51037.5,41119.60000000005,81523.99999999997,68681.20000000016,40698.600000000006,82438.90000000001,72395.6,49830.800000000025,69922.79999999996,133578.2,64337.0,41692.100000000006,134995.99999999997,72379.5,65716.5,135371.2,64024.8,50331.899999999994,104480.0,71265.3
17,45413.72,234830.11999999997,44262.520000000004,52513.04,153506.52,41464.72,39386.12,227549.92,153601.8,41804.44,189162.68,1034674.0,266763.28,308473.2,101552.51999999999,930932.4,286275.6000000001,298133.04,981524.16,1007612.12,71255.99999999999,46183.96,119063.27999999993,76622.24,44044.28,119592.95999999999,75917.59999999999,53774.48,72734.92,144919.72,66334.0,69891.59999999999,147598.28,76912.59999999999,70164.8,151412.88,69561.68,70379.92,125793.0,78261.48
18,49942.06,237806.31999999998,46737.38,52525.42,155482.28,49007.72,43628.04,230710.64,155547.80000000002,57593.39999999999,190668.86,1141729.0,332558.4,351918.0,170904.4799999999,1012724.4400000001,332387.10000000003,319116.63999999996,1022276.8,1030883.3200000001,75875.99999999997,72336.76,132968.32,82821.71999999999,56398.40000000004,133992.24,80710.6,53593.06,75675.84000000001,158373.72,69554.0,72530.54,153827.27999999997,96442.20000000001,75556.19999999998,158139.76,70176.68000000001,73644.84000000001,136009.0,109171.48
19,49982.24,246304.87999999995,62103.32,55028.68,173181.28000000006,63644.200000000004,43661.16,237989.24000000002,189363.00000000006,73411.64000000001,193490.2,1223582.5999999999,378502.24000000005,406889.7999999997,199052.08,1034737.36,336270.8,366135.32,1038827.2,1106676.7999999998,79669.40000000001,75994.84,142227.48,113764.20000000001,83372.56000000001,143093.84,112655.92,64477.68,79915.28,159235.92,72926.0,77986.80000000002,175752.19999999998,116314.00000000003,111061.2,161736.12,74149.44,81234.64000000001,149565.0,127836.36
20,50316.32,267055.83999999997,62287.47999999998,56927.259999999995,216222.72000000012,76547.3,44499.36000000001,240937.64000000004,225122.6,90162.88,221068.31999999998,1330921.0,428340.9199999999,430563.2,278593.35999999987,1139115.36,340197.60000000003,391788.48,1051511.52,1254038.08,110976.19999999997,80040.20000000006,144866.12,132806.91999999998,88275.04,155142.28,130291.51999999999,69321.28000000003,110098.28000000001,163709.44,78353.0,113437.54000000001,194355.11999999997,128575.3,124879.90000000001,169946.68,79924.52000000002,114518.06,154173.0,134784.12
21,80331.8,298038.7999999995,77582.99999999997,79783.80000000003,225158.8,87619.00000000001,77523.6,263278.4,224021.0,147172.59999999992,269413.7999999998,1425216.0,493473.0,504883.0,289005.8,1273725.6,372944.0,443926.2,1068898.6,1384842.9999999995,129147.0,110839.59999999999,154320.59999999998,140644.6,119174.8,158876.2,134796.8,72336.6,120820.99999999996,199035.6,108259.0,126408.4,197709.99999999994,137482.0,132094.0,175904.7999999997,109115.99999999996,126806.8,159331.0,147971.8
22,89211.84,331448.16,86138.19999999998,86152.5,224741.12,135619.9199999999,80887.76000000001,322523.08,228480.6,166569.39999999997,311422.5199999998,1474281.4,523320.2,506294.4,316740.78,1469504.52,403207.5,501356.8,1075228.44,1471343.44,134935.99999999997,129682.48,156342.6,153823.56,137581.64,158203.54,136155.56,79940.74,133681.15999999997,203810.22,126237.5,134634.18,201671.40000000002,149359.2,145098.59999999998,201949.52000000025,122356.71999999986,134296.36,175389.0,152635.02
23,135303.32,331331.16,118089.51999999997,125487.20000000001,227938.28,154008.48000000004,123685.99999999999,322428.08,227994.6,196371.08,345502.44,1482544.8,596123.7599999997,531214.2,323242.4400000002,1475439.44,438609.60000000027,570789.6000000001,1085054.8,1478049.08,142752.80000000002,133870.56000000003,162515.08,158259.84,144628.84,160775.96,134248.28,84067.35999999999,142173.92,208332.32,133609.0,146991.99999999983,211000.79999999996,153847.8,149918.4,212243.88,130667.47999999998,147682.36000000002,198515.0,154737.32
24,153569.88,335385.76,152809.62,153786.66,230342.32,168640.12,154001.16,325121.92,233640.40000000002,212237.0400000001,391047.2399999999,1506804.2,638070.96,602266.7999999997,405400.95999999996,1493136.72,517120.4000000001,652636.7999999999,1115883.2,1503668.96,151578.9,142771.04000000004,166806.19999999998,157843.56,152852.19999999995,180966.8,139988.56,88642.20000000003,153853.08,223713.02,137918.0,151480.03999999998,221559.16,156666.4,149347.7,216702.19999999995,139038.04,152386.44,201524.0,159892.86
25,156767.32,340615.48,153474.76,153177.96,232958.08,205014.63999999996,155891.52,328987.72000000003,241233.20000000016,224424.63999999998,431148.4799999999,1565720.4,671035.2,713587.7999999999,491447.31999999983,1561673.84,563363.2000000003,734186.1999999998,1189187.72,1561983.4,157003.8,152078.88,180447.24,159605.32,164987.04,208569.39999999997,139046.52,118948.12000000001,155512.92,229154.8,151186.0,155104.23999999996,241318.68,159420.2,155218.4,221957.36000000002,150424.16,152275.08,208895.0,159446.64
26,157563.0,341149.0,155579.0,155474.5,240059.99999999997,222903.5,156189.0,330280.0,259545.0,226044.0,482528.0,1570981.0,728651.0,732649.0,569171.5,1565360.0,673851.0000000005,803411.0,1203682.0,1567500.0,158743.5,155834.0,209381.0,166759.0,165048.0,212615.0,149685.0,136806.5,156316.00000000003,269212.5,152076.5,158148.0,262141.0,161076.5,177755.99999999953,226882.0,157298.99999999994,154698.5,212502.0,193169.5
27,213343.39999999997,341166.87999999995,181298.44,160658.59999999998,258866.72000000032,223311.72,196117.8,368021.68000000005,304855.2,225372.84,532196.64,1579098.4,754845.48,791636.6,603139.72,1566240.56,685060.2,863228.5200000003,1205926.28,1568801.16,159122.8,162115.68000000002,217819.28,166341.44,173431.2,220491.72,153515.71999999997,140132.56,156261.04,273147.0,154073.0,192853.72,264774.84,167130.40000000002,191286.4,237192.31999999995,160332.91999999998,159342.56,218530.0,196100.19999999998
28,227879.86,397966.56,210059.19999999998,194694.80000000002,285708.2000000001,220812.16,225959.16,387507.68,318788.8,225240.12,537298.9,1584272.2,800270.6,859572.9999999999,646856.98,1571353.28,762732.1,951403.5599999999,1213236.64,1571089.32,162886.90000000002,167261.40000000023,219945.55999999994,203311.84,198205.63999999998,221470.82,164561.04,148930.06,154955.64,344149.7200000001,152755.5,192100.46000000002,329629.67999999935,190828.00000000003,193011.4,252593.19999999998,161961.96,175032.12000000008,230288.0,200127.4
29,228720.68,473220.47999999963,225610.48,226125.12,321874.88,225240.92,225574.24,430641.08,321211.4,227962.52,572477.24,1585588.2,848445.3999999999,913889.2000000001,695025.56,1578243.36,816343.4000000006,987036.04,1254275.52,1577807.84,172464.4,197703.72,226707.35999999993,213671.08000000002,209006.2,229461.39999999997,171301.48,160036.63999999998,175025.39999999997,442778.56,160683.0,198217.59999999998,420817.4799999998,202687.4,194623.80000000002,276074.24,163901.72,200747.52,255233.0,206629.56
30,230541.98,495742.4,224796.58,225954.66,322010.16,226657.82,225259.24,477460.8400000001,320455.60000000003,228842.8,648212.4799999997,1591887.6,921651.3199999995,955003.8,763591.52,1589416.24,921441.8,1024969.92,1299701.12,1588697.76,191589.9999999999,198371.96,238628.2399999999,215801.36000000002,209025.88,235786.69999999998,177601.96,164439.08,174812.04,512399.68000000017,166461.0,198244.62,523866.87999999936,205755.00000000006,202959.30000000002,288678.11999999994,166252.84000000003,200328.59999999998,266457.0,211560.82
31,231017.0,522684.4,224965.8,224947.40000000002,322598.8,227710.4,224174.4,498554.6,325070.0,230697.6,707662.9999999999,1594408.0,1004218.5999999997,1015141.0,833829.0,1595460.0,983794.0,1032603.0,1343770.4,1594456.2,206885.0,200107.4,274615.6,220749.4,214378.2,275945.39999999997,188053.0,166580.6,190856.00000000003,579556.6,168004.0,202963.19999999992,609598.6,211053.0,208445.0,330623.39999999985,170885.4,205352.19999999998,307762.0,215248.4
32,231693.46,526646.64,223495.94,227968.97999999998,327710.1600000001,234577.98,229553.6,501468.6,329256.6,235898.36000000002,770668.72,1599271.6,1023229.7999999999,1033126.7999999999,865736.1599999998,1603112.0,1017479.0,1073945.7599999998,1383979.12,1606209.08,208576.99999999997,202076.12000000002,278060.55999999994,224948.64,216820.12,277245.72000000003,194075.16,165236.22,216187.44000000003,619670.12,195291.0,204517.66,618383.96,218009.9,207915.1,381642.0800000001,177549.71999999994,209435.13999999998,367876.0,220577.22
33,237012.84,526510.56,227587.84,229158.32,328161.88,235278.76,231105.96,506573.52,332544.2,238546.96,832779.8799999998,1603357.4,1031545.4,1116682.2,902564.84,1608698.88,1028755.6,1127822.8,1423187.8,1610482.96,215372.99999999994,211903.08000000002,321864.4799999998,230087.8,221406.79999999996,321993.95999999996,202287.24,163367.63999999998,221851.68,624482.16,209295.0,208038.19999999998,634124.84,219029.6,215717.40000000002,478336.3199999999,188393.87999999986,213127.52,447200.0,228261.80000000002
34,238960.55999999997,530896.96,230659.67999999996,228455.40000000002,330104.88,236556.02000000002,231758.84000000003,507069.16,332999.2,248264.88000000003,868548.26,1607530.2,1036145.72,1198000.4000000001,944209.2000000001,1612843.72,1034994.3,1160593.96,1461421.6,1614989.52,216832.30000000002,210599.4,373020.75999999966,237233.40000000002,231114.83999999997,403938.31999999954,251996.47999999984,171909.32,229915.43999999994,638628.62,215494.5,218141.36,692976.6399999998,224510.3,223935.3,554968.7199999999,189539.16,214579.2000000001,520990.0,243688.56000000023
35,260557.12,532974.48,234025.63999999998,231346.84,333807.96,238089.12,238618.04,509140.12,333192.8,251263.36,884734.6,1615343.9999999998,1036419.64,1242462.4,997647.6799999996,1618400.76,1039311.4,1172574.2,1463677.96,1617654.44,217195.19999999998,214066.76,449873.5199999999,270407.72,232823.76,470606.52,257151.36000000002,178138.15999999997,238929.6,685198.6800000003,221136.0,221498.24,694885.2799999999,235533.99999999997,226894.9999999999,600617.76,208269.03999999995,222134.36000000002,578021.0,268675.76
36,265334.2,535318.7999999999,238013.4,236372.9,337567.00000000006,239867.80000000002,246386.80000000002,513835.0,338002.0,266417.2,909533.7999999999,1626971.0,1042642.6,1342038.0,1037993.5,1622949.0,1043347.0,1216714.4,1466798.2,1622885.8,231831.5,222842.8,519728.19999999984,274830.0,234491.19999999995,568892.3999999997,271856.8,181555.9,251193.2,710597.6,226095.0,246123.30000000002,698741.7999999999,264558.5,262867.5,621910.8,246433.2,235821.20000000027,619023.0,269649.89999999997
37,293805.64,538132.32,244554.56,237878.32,342759.88,251297.24000000002,254434.28000000003,523211.64,339282.00000000006,301926.56,942692.7999999999,1630497.6,1049417.56,1446141.5999999994,1041643.32,1625657.72,1045565.6,1255964.04,1471480.64,1625080.64,238429.99999999997,226099.96,616146.7999999999,308693.8,243469.39999999994,627115.04,275375.84,188909.63999999998,274690.56,713172.0,235122.0,268766.1600000001,701384.12,273076.8,263599.0,646113.04,246007.52,263244.56,620299.0,287687.36
38,318739.72000000003,541010.48,254759.63999999998,245616.38,346561.83999999997,263534.66,270128.2400000002,526004.36,346304.0,320425.36,971215.6,1633107.6,1053910.32,1470822.2,1083379.5200000003,1629881.72,1050393.0,1308057.2000000002,1479877.24,1626233.68,286471.4999999999,235053.72,630231.04,361772.8000000002,277755.88,630713.6,278680.43999999994,204351.80000000008,276546.76,714067.28,261806.5,323414.2399999999,709110.68,275012.8,276760.10000000003,649204.96,253331.8,267987.49999999994,644382.0,362302.2800000002
39,321746.52,543372.7999999999,293931.83999999956,262342.24,351131.52,303805.12,318686.72000000003,526591.32,348003.0,323405.72000000003,997487.56,1636554.4000000001,1055390.2,1472375.8,1152852.7599999998,1638268.8,1059750.6,1389185.6799999997,1527396.32,1636340.2,336573.0,262831.60000000003,635650.3199999996,442848.0799999999,278515.0,638089.08,359270.16000000003,228815.08,276993.12000000005,717393.6,263303.0,382876.07999999996,707652.0800000001,294491.2,306138.19999999995,708249.76,270002.92000000004,313314.92000000004,674168.0,404826.7599999998
40,320432.84,547105.08,318806.52,265361.16,352533.4,320802.08,321578.72000000003,529516.28,357529.2,322109.92,1021360.2799999999,1642206.0,1079640.52,1479617.8,1197625.6,1637908.84,1063124.2000000002,1440072.48,1626928.68,1639030.44,402513.9999999999,270291.84,653489.76,497105.2799999999,299021.27999999997,656318.54,419620.43999999994,233301.52,296790.1599999999,721285.8,265222.0,444838.83999999997,713696.8799999999,326258.2000000002,392127.79999999923,708648.72,270579.00000000006,389325.02000000037,704488.0,494997.28000000014
41,321607.4,551835.7999999999,318814.2,289529.8000000002,355560.8,323170.8,320942.8,533498.4,356703.0,323223.4,1082016.5999999994,1644585.0,1124414.6,1480829.0,1257096.8000000003,1643091.0,1081541.0,1479327.6,1627190.2,1642194.6,474740.0,276045.4000000002,657317.2,574344.6000000001,347162.5999999999,715344.6000000001,499651.60000000003,239417.80000000002,342430.79999999993,723101.6,308178.0,500535.2,716197.2,375734.0,456173.0,714151.8,271954.60000000003,444205.80000000016,707621.0,550811.7999999999
42,323545.42,557016.72,321248.96,303977.24000000034,354365.48,321887.96,319718.52,536992.96,356902.80000000005,324769.44,1167719.92,1653351.8,1145171.16,1483118.2,1324927.3199999996,1649932.16,1122174.6,1481511.52,1630998.92,1649469.92,532301.0,318949.0800000001,715828.7199999999,617041.92,414757.1599999999,716871.04,551301.8,247145.16000000003,416500.5599999997,728241.58,359831.0,537171.72,717184.08,425401.80000000005,491264.39999999997,713299.24,310505.3999999999,526290.1200000006,710752.0,613717.28
43,327719.56,558097.32,323231.52,321062.68000000005,358186.88000000006,322131.24,321121.44,541876.16,357928.2,329234.28,1236123.8,1653249.4,1154307.76,1489657.0,1382443.1199999999,1653968.16,1141771.8,1485051.08,1636633.72,1650417.88,574822.4,395595.19999999995,717355.96,619244.72,476975.47999999963,720251.08,624153.48,280149.2,476536.8799999997,731953.04,439638.0,585291.76,719785.96,497228.80000000016,548736.2,716610.84,367699.51999999967,592049.8,710568.0,619956.44
44,327779.88,560046.6399999999,322633.06,323177.82,361558.4,324366.14,325114.16,544830.72,360141.6,329245.8,1291260.1599999992,1654894.8,1178486.32,1513938.6,1440315.48,1656987.88,1143660.1,1498554.56,1639901.24,1654837.08,588778.5,465755.84000000014,720296.2,642380.44,547579.1599999993,720232.26,639593.4,281876.10000000003,533820.7199999999,733186.0599999999,486627.0,609504.14,720442.08,554239.2,610625.1,720676.8,432930.35999999987,610766.22,710797.0,632369.6
45,329038.68000000005,564317.6,321360.48,321942.64,362890.32,326297.92,327326.28,548000.76,363909.6,329593.16,1347695.88,1660089.2,1179351.44,1564250.8,1468129.84,1659610.04,1144944.0,1551481.36,1644040.1600000001,1658255.16,609946.9999999999,510956.92000000016,724132.44,645765.48,625375.88,723932.84,648254.72,286940.7600000003,591100.1599999998,735396.36,522562.0,626855.9599999996,727018.48,607385.2000000001,613406.6,722120.68,466949.31999999995,612135.48,714464.0,644024.96
46,329618.1,566552.4,322885.2,323241.8,365979.60000000003,328533.10000000003,327824.80000000005,549747.4,364845.0,330343.2,1388830.0,1664338.0,1188381.9999999995,1573811.0,1479549.3,1662875.0,1151387.5,1570841.2,1644857.6,1660741.8,617994.0,555161.4,726236.6,702209.8,625059.4,730219.7,652099.2,338663.6000000004,622594.4,737488.0000000001,578229.0,632372.9,735367.4,619436.0,618170.9999999999,728418.7999999999,528641.7999999999,634884.8000000002,714815.0,647871.3
47,331388.12,569456.88,324783.64,324923.32,366860.20000000007,329180.04,329532.08,553140.12,365438.4,332389.20000000007,1466334.8799999994,1666191.4,1204548.28,1575016.4,1481998.12,1665617.52,1158512.2,1573227.24,1650656.6,1664735.84,623946.2,616292.84,729017.48,703935.12,647260.2799999997,731723.64,708631.36,408040.4400000003,646220.64,749136.6,609122.0,644205.1599999999,736953.52,632130.6,636949.8,729482.08,590162.4399999997,640162.92,719920.0,704914.48
48,334853.34,571374.84,326908.78,326535.88,369442.31999999995,337619.0800000001,329342.20000000007,555234.44,368709.4,362524.16000000003,1472519.26,1668541.8,1208603.84,1576560.8,1480605.28,1666439.96,1159209.9,1574039.68,1652480.72,1668235.76,627721.1,617731.84,727216.24,706676.96,650140.76,733787.02,712004.48,475409.4800000001,649091.24,752274.64,618449.5,666924.34,740520.56,635511.7,643907.4,731005.8400000001,619749.2,646291.8800000005,724290.0,708346.38
49,336700.72,574297.0399999999,329103.52,328798.48,373153.6000000001,367703.4799999999,332811.12,556409.7999999999,370076.8,367137.08,1471163.56,1672004.6,1241398.64,1574822.4,1490239.8,1666283.24,1178343.4000000001,1575253.5599999998,1655637.44,1667427.16,695755.7999999996,634442.28,733960.04,706692.16,694132.0399999996,736497.08,711105.32,535616.3200000001,673894.3999999999,755520.16,619330.0,695752.48,746111.52,684755.6000000001,696673.3999999999,739531.4,630337.32,694140.6800000004,725116.0,707529.68
50,337900.42,577593.6,332511.68,329540.44,377816.56,366289.92,334643.32,560594.52,373360.4,402103.80000000005,1476492.18,1675218.9999999998,1267768.8399999999,1578932.6,1491486.1,1673247.24,1180796.1,1581296.32,1661279.52,1669952.84,701699.7,641696.44,734549.96,706670.08,711115.92,738973.18,710852.84,592611.56,708619.2000000001,759299.52,633684.0,697199.18,749330.36,705135.5,702675.7,742876.92,639833.0799999998,698509.46,727791.0,707321.84
51,132,270,120,120,190,130,126,235,188,127,85,322,132,127,101,304,138,123,283,305,181,172,231,208,197,237,208,168,182,272,155,166,256,176,177,261,162,171,226,203
52,189,394,183,177,258,191,188,339,282,221,316,648,352,353,320,604,327,373,583,597,304,310,375,338,329,380,334,273,324,431,270,293,400,319,308,415,294,290,374,330
53,42383,81612,40201,40044,60667,44679,42595,73814,60069,43998,31426,102275,45674,44513,36408,97123,47291,43477,90572,97283,63343,61695,78391,66441,67819,79892,66407,60197,63973,90966,55924,59445,85769,61739,61466,86041,57795,60852,76088,64331
54,382058,661540,372703,369849,439916,410979,377970,636621,437744,474686,1511907,1781270,1335020,1626739,1537433,1773299,1255097,1624150,1753539,1773020,766670,722819,815426,773137,779864,820094,777520,689925,774215,856209,750212,757715,840992,767874,765714,834669,719853,762262,805175,771829
