index,199_1_siteorigin.com,199_2_siteorigin.com,199_3_siteorigin.com,199_4_siteorigin.com,199_5_siteorigin.com,199_6_siteorigin.com,199_7_siteorigin.com,199_8_siteorigin.com,199_9_siteorigin.com,199_10_siteorigin.com
30,462198.12,400757.79999999993,547401.7200000001,660470.84,575686.4000000001,122832.76,469409.88,610550.86,175884.80000000002,647319.0000000002
31,511716.0000000002,447534.9999999998,638564.1999999998,708842.4,622428.8000000002,124464.2,557615.0000000007,655512.4000000001,209176.19999999998,716535.0
32,610668.96,497752.7,682142.52,716005.48,706599.4600000001,126416.47999999994,652846.8400000001,679854.8,230991.15999999977,735388.8
33,685391.8400000001,553948.68,736375.32,716745.28,732849.0400000002,154954.43999999983,719098.8,715656.56,248970.28,744970.0
34,705818.2799999999,600127.08,751874.9999999999,734841.82,736210.74,166929.35999999987,735496.92,735068.38,282887.72,760358.2999999999
35,734721.12,668112.84,762835.52,752193.76,737557.4,177398.72,751909.0,742280.68,335284.2399999999,762137.2
36,737077.9,735047.1,766646.0,760335.8,750403.5,208786.8,760973.4,756875.2000000001,380766.5999999999,768421.5
37,743487.5200000003,736641.84,768834.12,763822.4,762706.3200000001,245081.75999999995,764294.44,761664.64,416488.95999999996,781091.0000000001
38,757532.36,740256.06,825456.92,791320.9999999999,768039.38,259826.88,768218.72,763920.6,463822.32,802870.6000000003
39,768806.56,742308.48,893017.16,791533.36,772023.2000000002,326752.16,792367.48,768633.48,489597.6799999995,842121.0
40,768041.56,748488.74,906363.68,793319.9400000001,823565.4800000001,391808.19999999966,819091.92,779289.5200000001,550017.0399999996,870017.8000000003
41,826086.2000000005,768387.6000000001,908881.0,799797.4,895339.4,426070.5999999999,859553.6000000003,837928.6000000003,589244.6,897650.0
42,857334.96,773628.1,910597.16,828089.72,905251.34,477914.75999999966,875269.96,903728.66,615251.96,906643.8
43,905013.88,775419.72,910593.36,880227.84,906202.36,528538.32,906226.32,905576.88,673981.6399999998,909721.6000000001
44,906925.18,796088.1600000004,917417.92,909701.86,911544.82,585003.1199999999,908643.44,908379.32,708907.88,910858.5
45,910697.88,878573.72,920086.44,911168.68,914094.8,614200.04,911101.72,911322.44,730406.1599999999,914297.2000000001
46,912668.4,904964.8000000002,921763.6,912675.1,915307.3,656200.5999999999,911646.0,914435.6,734905.4,916169.5
47,915716.52,913389.36,925053.32,916393.76,916759.04,682980.48,917142.5599999999,915104.96,736443.88,917746.2
48,916454.58,917663.62,926436.16,919696.32,918947.9400000001,715161.24,919463.36,917003.98,738566.6799999999,919568.7000000001
49,918209.48,919330.7200000001,926261.44,922086.88,919001.84,716454.04,922176.72,919186.44,752973.24,922293.4
50,920458.58,920545.2,926409.28,924594.44,922570.8,735083.48,924564.12,919701.16,763390.32,924721.8
