index,86_1_myspace.com,86_2_myspace.com,86_3_myspace.com,86_4_myspace.com,86_5_myspace.com,86_6_myspace.com,86_7_myspace.com,86_8_myspace.com,86_9_myspace.com,86_10_myspace.com
28,9837383.2,8518802.48,10963222.0,11448720.2,4975319.68,10707212.2,11399951.08,12283933.480000006,6473428.48,5951354.2
29,10769861.799999999,9258773.8,11767499.0,12389432.8,4987953.52,11295428.839999998,12111356.4,13175732.4,6649959.08,6088234.999999999
30,11579485.84,9981791.719999999,12492978.0,13185835.4,5071267.28,11913578.12,12720147.240000002,13975315.200000001,6696769.12,6551796.999999999
31,12583982.0,10774500.0,13495256.0,14091572.400000002,5311015.0,12516555.399999995,13522175.200000005,14941826.200000005,6739214.2,7037203.0
32,13554891.679999996,11442226.6,14236433.0,15075150.1,5487427.88,13196828.6,14297619.8,15832080.8,7099080.040000003,7906961.599999999
33,14311047.719999999,12210694.32,15160067.0,15956062.2,5552278.12,13866287.959999997,15047541.6,16742983.6,7959378.88,8655338.2
34,15124931.24,13041154.440000003,16077558.0,16969186.78,5551774.96,14521141.24,15872554.4,17531639.92000001,8751362.4,9386359.0
35,15998079.8,13780935.12,16936744.0,17906629.4,5567270.56,15081917.4,16850736.36,18577242.200000003,9488375.200000001,9958030.399999995
36,16897771.799999997,14579730.800000003,17845757.0,18964798.800000004,5594369.2,15699707.799999999,17811496.0,19469440.0,10206793.400000002,10822336.0
37,17801244.6,15353375.479999999,18787939.0,20014615.56,5604565.72,16487943.079999998,18575045.8,20411058.8,10936829.48,11483730.0
38,18723583.2,16067608.159999995,19650896.0,20908609.2,5626217.88,17084844.359999992,19494103.48,21241894.96,11701884.6,11949806.399999997
39,19643690.639999993,16768705.8,20402531.0,21724919.880000003,5653190.12,17722436.159999996,20286533.4,22296446.400000002,12311739.4,12410473.8
40,20490588.4,17372067.52,21164501.0,22435596.4,5783504.36,18510981.56,21011755.2,23412156.360000007,12930002.2,12836853.399999995
41,21428528.0,18157564.2,21970954.0,23182893.999999996,5890151.4,19212165.0,21925755.200000003,24097868.0,13649192.599999998,13262181.0
42,22371741.0,18833940.88,22733297.0,23995918.880000006,5917836.56,19797924.6,22820581.8,24650337.52,14436844.120000003,13965601.0
43,23311466.12,19514008.2,23418722.0,24865482.2,5986027.12,20447576.2,23723871.0,25734440.200000003,15344511.96,14710419.0
44,24409234.44,20235576.24,24308867.0,25676010.8,6010265.04,21093789.8,24699550.599999998,26922627.44000001,16085915.4,15514819.0
45,25210969.4,20949042.919999994,25205593.0,26445390.919999994,6238157.760000001,21726427.999999993,25457750.2,27809024.400000002,16818242.2,16137754.399999995
46,26073685.599999998,21680239.600000005,26071720.0,27518958.0,6550566.4,22083973.199999996,26285336.6,28373190.0,17484145.400000002,16728161.0
47,26929464.759999998,22366425.6,26952744.0,28248329.72,6569735.359999999,22749715.119999997,27171295.8,28998368.48,18269581.639999993,17271956.59999999
48,27779101.159999996,23087993.959999997,27785939.0,28852401.52,6586327.24,24004312.959999997,28063159.880000006,29761144.88,18950537.28,17805092.199999996
49,28435143.72,24199354.8,28578409.0,29507599.8,6604780.28,25039504.439999998,29086247.879999995,30527952.52,19697170.400000002,18438813.599999998
50,29189771.4,25116057.64,29329928.0,30227385.720000006,6648030.2,25558274.919999998,29913297.359999996,31129665.24,20494388.64,18985251.0
