index,186_1_www.python.org,186_2_www.python.org,186_3_www.python.org,186_4_www.python.org,186_5_www.python.org,186_6_www.python.org,186_7_www.python.org,186_8_www.python.org,186_9_www.python.org,186_10_www.python.org
39,380406.48,407188.68,364149.2,354554.0,409289.92,301178.64,271207.28,419766.0,333700.6,336500.9600000001
40,387426.9599999999,409586.92,391513.2000000003,372393.6000000001,419395.4,319011.56,272579.79999999993,423672.1,355989.24,344782.46
41,410364.2,417830.6,416837.0,388921.0,426782.8,320015.4,298732.99999999994,422736.0,359061.4,360228.4000000001
42,413901.3599999999,425691.64,424917.0,406934.2,432531.8,333028.60000000003,300663.16000000003,425156.3,373319.54,406468.16
43,415022.28,425336.56,428457.6,408114.8,434392.12,341180.2,300953.2,426869.4,401559.9199999999,406721.92
44,422420.88,426849.04,430167.4,412754.4,435144.88,344448.92,304599.3,427573.1,423025.42,424510.98
45,433453.44,427641.6,429864.2,416783.80000000005,436755.84,365383.12,314093.8,429507.0,424634.24,425125.56
46,435195.4,430087.8,430964.0,434314.0,438972.60000000003,380581.0,339349.9,429623.5,424540.7,426027.2
47,436025.92,432602.72000000003,432930.4,433848.0,439543.2,395199.52,343921.76,429676.0,423253.76,427283.2
48,437735.28,432290.16,433789.2,434058.2,444244.60000000003,412501.2,343611.26,431445.0,423911.38,429663.82
49,438477.68,433340.28,433193.2,435861.2,455081.24,414170.27999999997,348472.04,438870.2,426258.08,429539.04
50,441013.84,433520.88,435467.4,436090.0,455084.12,421254.72000000015,369516.11999999994,440417.4000000001,427212.8,432148.48
