index,208_1_www.justice.gov,208_2_www.justice.gov,208_3_www.justice.gov,208_4_www.justice.gov,208_5_www.justice.gov,208_6_www.justice.gov,208_7_www.justice.gov,208_8_www.justice.gov,208_9_www.justice.gov,208_10_www.justice.gov
41,645203.2,673825.0,592493.2000000003,686695.0,697614.7999999999,673673.4,674871.0,522854.2,574568.4,677753.6
42,683756.72,676117.2,629105.7600000001,699200.12,702003.12,725837.26,708880.6,520988.92,609317.2,682289.84
43,684601.16,715556.4000000006,671922.4799999997,700717.68,750918.0400000004,726901.16,747341.2000000003,534704.8,663725.08,686148.08
44,703700.48,727267.4,702913.9,736106.72,756452.32,728708.06,763686.4,588730.9600000002,703111.24,702849.82
45,702991.76,728960.8,746166.4,740588.16,759673.56,730277.4,765890.0000000001,629228.2,703227.92,701851.12
46,749771.1999999995,727971.0,756346.0,742049.4,768768.8,734533.2,775700.0000000001,703980.2,746621.5999999999,735449.5999999999
47,756715.88,734625.8,756033.8,760457.3199999998,770011.76,737007.24,778111.2,703458.0,756590.76,754601.52
48,758557.2,735684.8,760180.06,761344.28,778821.48,754920.54,779433.6,755171.12,756426.48,756227.4
49,765121.5999999999,755022.4,770648.52,763451.72,778792.68,755658.16,779330.4,756282.7200000001,760287.36,759746.56
50,771318.32,755713.8,772099.1,766444.64,778644.84,757779.06,779260.8,757858.2,771080.44,769034.66
