index,148_1_www.netflix.com,148_2_www.netflix.com,148_3_www.netflix.com,148_4_www.netflix.com,148_5_www.netflix.com,148_6_www.netflix.com,148_7_www.netflix.com,148_8_www.netflix.com,148_9_www.netflix.com,148_10_www.netflix.com
18,38896.159999999996,44756.40000000001,41174.94,38563.78,39907.96000000001,40223.46,41919.04,54264.9,42534.96,36502.78
19,37939.64,46387.48,43081.72,39970.07999999999,44052.24,41949.04,44021.16,55734.159999999996,46583.44000000001,46887.84
20,39602.68,47360.200000000004,44771.340000000004,42316.66,46149.92,44328.87999999998,43979.12,59772.86000000001,46664.42,45662.54
21,41828.4,46738.2,46883.799999999996,42651.200000000004,46159.6,45936.4,46099.6,63282.0,46242.6,47257.8
22,46040.71999999997,48625.159999999996,46421.060000000005,44297.94,47349.98,47996.060000000005,45298.32,83804.77999999998,49390.600000000006,49320.54
23,46187.44,48296.12,46724.399999999994,46382.08,50440.19999999999,47793.240000000005,47064.8,99466.40000000001,55019.84,51350.28
24,46152.36,52335.12,55589.11999999999,46056.979999999996,53826.15999999998,46396.199999999975,55310.52,150891.1,55666.55999999999,53380.020000000004
25,45001.280000000006,55355.03999999999,58610.48,45791.4,57124.64,54492.08,58013.4,170547.47999999975,57628.079999999994,53152.56
26,47727.99999999998,61714.0,56674.0,54999.0,56313.0,61053.0,57475.0,236692.0,62225.0,52738.0
27,55380.879999999976,60888.04,73296.47999999998,58164.32,75445.88,61359.6,60434.40000000001,252478.56,90712.23999999999,62438.36000000001
28,57696.2,62879.2,91556.39999999997,57140.6,123196.49999999984,63437.81999999999,101942.20000000013,283453.64,120046.47999999998,65165.4
29,57332.920000000006,65456.32000000003,100190.8,56902.40000000001,142235.23999999987,64779.24,140608.52000000014,300308.16,156365.83999999976,65060.240000000005
30,56800.27999999998,82548.44,109073.41999999998,68401.44000000005,189733.66,72945.96,188381.87999999983,306404.68,196060.7,67244.19999999997
31,71730.79999999994,108308.20000000013,119079.99999999997,81994.20000000006,216566.99999999997,94008.79999999999,231943.8,324598.39999999997,214961.2,112338.19999999998
32,97388.59999999966,141307.71999999997,144061.04000000004,94001.58000000002,227830.3,101577.39999999998,263572.27999999997,373332.44,234134.3,145501.9
33,146187.43999999986,169223.48,182312.4,109471.52000000002,275999.56,137558.8,275479.24,396034.4,245674.6,181086.91999999995
34,199918.16,213683.40000000034,215733.95999999988,127622.88,282384.48,152492.38,276365.36000000004,409090.22,275274.6,203628.56
35,229203.07999999964,249380.52000000002,255194.80000000002,161574.32,327181.56000000006,187102.47999999998,275693.04,430609.72,275353.44,229970.16
36,276382.8,264109.80000000005,277013.10000000003,180641.59999999995,347616.99999999977,219404.9999999999,274439.2,431697.7,277019.7,268687.8000000001
37,274581.04000000004,284214.52,274919.64,210773.87999999992,392165.6799999999,242266.88,278284.83999999997,433853.84,276425.84,282465.64
38,276336.64,292196.36000000004,276602.98,228584.16000000003,420333.8,266500.17999999993,299616.27999999997,434883.94,295483.42,283172.27999999997
39,275322.88,326780.80000000005,278734.52,239078.4800000002,419655.12,283986.8,324902.16000000003,434937.32,319818.4,285268.95999999996
40,284674.1999999998,342624.92000000004,277950.38,276206.12,421732.6,285043.08,331603.60000000003,433463.14,332476.36,285587.02
41,307811.39999999997,371907.2,277018.0,293803.6000000001,422159.4,285840.0,339247.8,434902.8,347260.6,292475.4
42,323278.36,385123.44000000006,285681.1,318710.88,429131.83999999997,286634.33999999985,352164.12,435094.94,360189.83999999997,294845.9
43,351423.7999999998,394629.12,289679.11999999994,326825.12,427552.88,298887.8799999999,358546.2399999999,435912.64,371611.2,334122.8
44,362722.19999999995,429095.39999999997,314337.63999999996,368206.92,428894.46,340247.1,388786.76,442927.46,387309.12,350648.96
45,379704.96,430233.84,326572.04,422271.12,430216.56,346942.2799999999,425254.48,444809.52,423072.68,357171.08
46,404392.0,430942.2,341827.7,421098.5,432302.1,370023.6999999998,424645.4,446667.9,433297.1,373992.5
47,428749.5999999999,435569.56,363383.07999999996,422458.36,433513.76,399596.32,426570.52,448128.32,431812.28,391075.48
48,428525.43999999994,437990.08,375127.7,423730.39999999997,433525.96,400447.43999999994,425913.88,447950.24,433120.26,419904.2799999999
49,428935.96,437172.08,397312.75999999995,423913.56,433401.64,410975.36000000004,422210.16000000003,447923.84,432775.24,435240.12
50,430031.68,439166.24,409847.9,431164.74,433364.68,439384.56,424744.88,448101.92,432121.74,437375.75999999995
