index,147_1_www.netflix.com,147_2_www.netflix.com,147_3_www.netflix.com,147_4_www.netflix.com,147_5_www.netflix.com,147_6_www.netflix.com,147_7_www.netflix.com,147_8_www.netflix.com,147_9_www.netflix.com,147_10_www.netflix.com
40,1219761.72,962824.36,1056473.28,681633.12,1316958.7,1058897.06,960016.76,971021.62,990300.5799999998,1065489.1
41,1317473.7999999998,964966.8,1083792.8,768958.0000000007,1441813.9999999998,1068412.6,968076.4,975888.8,1000279.4,1123066.0
42,1439471.1999999988,971690.48,1088248.3800000001,886458.4,1481818.1599999995,1070156.6,985545.98,979368.26,1031457.72,1123254.6
43,1560701.9199999997,979238.92,1094711.88,934299.28,1582581.9200000004,1076903.72,998892.56,1008020.3999999999,1034711.92,1128191.4
44,1712684.1199999999,1005811.32,1095921.88,935487.16,1709688.5400000003,1080399.98,1003801.98,1010743.38,1053821.3199999998,1170503.2
45,1822704.44,1038209.44,1129095.48,939338.28,1834966.52,1110690.92,1009225.5599999999,1028494.4000000003,1079363.2,1273787.7999999996
46,1826092.4000000001,1038655.4,1153812.6,943373.0,1912912.4999999998,1142952.7,1012649.2,1045867.9999999999,1218252.3999999992,1393207.0
47,1828040.96,1040296.24,1209863.0000000002,946830.72,2032828.9599999995,1143391.64,1011902.5599999999,1086362.8,1234990.96,1472065.8
48,1871217.9599999997,1083623.6,1283183.8000000005,948944.0000000001,2201924.34,1153021.3599999999,1057676.3600000003,1126549.7200000002,1244600.2399999998,1476186.4
49,1984050.24,1120645.2,1332380.4799999997,953942.36,2323802.4400000004,1192809.92,1087346.1199999999,1243167.3599999999,1370699.32,1476795.4
50,2092813.2,1153525.2,1398998.7,956090.32,2442270.22,1307574.0,1183696.2000000002,1322605.8799999997,1442523.0999999999,1550053.4
