index,158_1_www.oracle.com,158_2_www.oracle.com,158_3_www.oracle.com,158_4_www.oracle.com,158_5_www.oracle.com,158_6_www.oracle.com,158_7_www.oracle.com,158_8_www.oracle.com,158_9_www.oracle.com,158_10_www.oracle.com
29,944992.4,1479747.9600000002,832298.0,868934.6799999999,866377.6,939152.9600000002,853079.1199999996,822108.04,828356.2,1122281.5999999999
30,983592.84,1573701.24,840180.64,978423.84,919565.9600000001,965620.28,875419.44,836658.8400000001,839840.84,1213110.6
31,987286.2,1580348.8,888919.2,1087573.2,997060.8000000002,980653.3999999999,879075.0,924763.0000000003,842560.4,1262225.0
32,999465.8399999996,1587732.26,956688.4399999992,1188024.08,1095700.6199999999,1016231.04,908456.8,943760.9999999999,902066.4000000001,1379734.2
33,1086911.16,1610173.92,1010281.6799999996,1301686.5999999999,1194812.2,1120130.6,941265.8,1009414.32,987879.68,1395302.32
34,1193260.32,1645891.26,1135867.92,1405112.8399999999,1307247.6400000001,1175589.02,1010457.92,1069371.28,1061667.8800000004,1406536.6
35,1333296.84,1656917.0,1241775.8399999999,1450754.2799999998,1407155.04,1231600.6800000002,1130486.08,1123379.6399999997,1180386.32,1458968.1600000001
36,1465969.2,1687454.5,1356960.3999999997,1495380.1999999995,1482420.7999999998,1280363.9,1228736.8,1185216.9,1267292.6000000003,1490503.2
37,1589783.639999999,1700415.72,1485144.7999999998,1525782.96,1576294.84,1322544.72,1283003.4400000002,1237331.84,1399844.0,1492114.56
38,1604308.64,1708684.56,1488385.76,1598162.68,1596905.46,1372688.3,1367250.1199999999,1272775.04,1483326.92,1496121.8399999999
39,1608792.68,1713501.44,1492264.68,1623775.08,1603817.16,1425948.76,1427323.2,1331590.9599999997,1484938.48,1514719.64
40,1645251.2,1717283.26,1512229.7599999998,1628776.96,1621460.92,1471090.1,1449032.64,1380943.96,1518613.84,1561686.1199999999
41,1651696.6,1738488.0,1562379.1999999995,1643765.1999999997,1642516.8,1511088.8000000003,1467644.6000000003,1414987.6,1579456.0,1626566.0
42,1676088.92,1787645.5400000003,1621268.88,1678110.84,1650676.74,1555356.1600000001,1536744.08,1471897.3199999996,1617167.82,1648823.6
43,1687572.92,1795457.2,1630909.56,1679079.44,1663451.56,1577523.32,1537240.8,1532774.96,1639273.04,1660463.88
44,1700114.96,1797782.18,1659392.88,1687709.92,1681644.4,1631010.7200000002,1541500.04,1533807.6,1659539.9200000002,1682393.48
45,1708388.84,1828754.04,1666502.76,1698692.24,1700866.16,1647887.52,1562095.12,1600329.1600000001,1665237.56,1690181.7999999998
46,1712836.6,1828478.2000000002,1673331.8,1703097.0,1702892.0,1658811.6,1618368.7999999993,1647224.8,1672839.0,1700074.4000000001
47,1714033.36,1855026.0,1696952.8800000001,1707830.44,1708676.32,1674591.04,1665107.96,1653353.4800000002,1678820.16,1707099.24
48,1715771.88,1965580.5999999996,1700009.08,1712589.44,1710931.34,1682371.66,1671657.64,1680415.32,1695705.4200000002,1709098.72
49,1715722.92,1982256.32,1704704.2,1713921.48,1709748.16,1699830.56,1688315.68,1681189.52,1699015.16,1708344.28
50,1715528.04,1987409.86,1709274.84,1713794.76,1709621.92,1702565.16,1688786.6,1689289.38,1701644.54,1710573.64
