index,201_1_www.warnerbros.com,201_2_www.warnerbros.com,201_3_www.warnerbros.com,201_4_www.warnerbros.com,201_5_www.warnerbros.com,201_6_www.warnerbros.com,201_7_www.warnerbros.com,201_8_www.warnerbros.com,201_9_www.warnerbros.com,201_10_www.warnerbros.com
31,1456595.1999999997,1398929.0000000002,1638042.6,1305110.6,845196.0,1237400.4000000001,1091880.0,1791741.7999999998,1038238.0,1335455.9999999998
32,1570529.8399999999,1501118.6800000004,1753021.3600000003,1418063.36,929155.3599999999,1306864.5199999998,1192297.4,1842747.08,1136433.8,1361314.4
33,1699145.32,1553748.4,1874180.08,1517850.92,1041379.64,1400694.72,1313943.2000000002,1947256.76,1248313.96,1437515.32
34,1772792.0,1662632.6400000006,2008901.08,1632609.4799999997,1162864.1600000001,1499478.6800000004,1441971.4000000006,2078766.64,1387452.4399999997,1564242.7999999998
35,1845664.44,1804559.92,2220269.16,1751717.0399999996,1296670.6799999995,1694318.2,1491219.2000000002,2228473.44,1494617.0399999996,1728805.76
36,1848945.2,1927623.8000000003,2393151.3999999994,1846547.6,1412760.1999999997,1841468.4,1625426.0,2400728.4000000004,1689621.5999999994,1852827.1999999997
37,1877318.6,2045568.56,2458164.12,1846708.4,1555438.12,1862705.7999999998,1756689.2000000002,2450117.84,1812698.48,1970712.92
38,1934657.0799999996,2147361.56,2468365.84,1900655.72,1663345.12,1907365.9200000002,1906977.6000000003,2477357.3199999994,1899831.12,2078208.44
39,2077260.16,2266649.640000001,2501189.12,2021843.28,1746285.7599999998,2021538.4799999997,2086397.6000000013,2531124.36,2019383.44,2179030.88
40,2205357.7999999993,2395428.4400000004,2540734.64,2110834.48,1821048.28,2115119.2800000003,2201325.6,2537265.64,2132019.2399999998,2291027.079999999
41,2296567.0,2448944.6,2544287.6,2196383.9999999995,1987437.4000000004,2215322.3999999994,2377432.0,2540098.2,2265136.3999999994,2409698.7999999993
42,2458685.88,2512233.7200000007,2553472.4,2292070.1999999997,2177941.3199999994,2299922.4,2448934.9,2562549.88,2410168.0799999987,2450525.36
43,2487191.8799999994,2529757.84,2591864.64,2396129.5200000005,2312546.84,2429175.3200000003,2465320.0,2625386.96,2455401.24,2465948.4
44,2538857.68,2536277.4,2640085.56,2457277.56,2435855.84,2459362.2399999998,2488743.8,2632823.92,2475653.8,2508897.4
45,2543060.76,2581122.1600000006,2670989.36,2464926.12,2470253.04,2476180.44,2527982.6,2665250.92,2533810.92,2531390.12
46,2613902.199999999,2616914.9,2673164.4,2491556.0,2530175.3999999994,2525455.0,2531946.5,2667791.4,2538978.4,2536047.4
47,2626424.84,2623287.52,2678395.64,2537428.84,2543987.52,2531810.96,2535812.2,2670732.72,2543564.96,2539263.32
48,2662459.6799999997,2628472.2,2685368.56,2541606.2,2550747.84,2538533.28,2537177.5,2674675.36,2547772.88,2545644.4
49,2667029.68,2660393.04,2699118.32,2560719.36,2570494.84,2582660.04,2544216.4,2681274.56,2564235.16,2570129.4
50,2668768.96,2663746.98,2699050.16,2577051.2,2602471.32,2615397.92,2567958.2,2685177.32,2623206.32,2619800.8
