index,336_1_prezi.com,336_2_prezi.com,336_3_prezi.com,336_4_prezi.com,336_5_prezi.com,336_6_prezi.com,336_7_prezi.com,336_8_prezi.com,336_9_prezi.com,336_10_prezi.com
24,4670070.819999999,3308752.640000001,5203544.78,4683600.42,5369102.880000001,4609695.38,4782012.2,5099060.199999999,4745682.9,3922889.64
25,5061091.279999999,3520284.64,5592992.4,5070035.04,5593863.5600000005,4932257.279999998,5126935.6,5449350.0,5035856.639999999,3984935.8
26,5453502.0,3648547.0,5901062.0,5380208.5,5932618.0,5336207.0,5415998.0,5644768.0,5355003.0,4078750.0
27,5853012.640000001,3845702.7199999997,6203943.36,5740609.92,6352347.2,5669948.119999999,5682685.199999999,5959362.399999999,5664573.360000001,4266407.2
28,6240558.759999999,4072900.4400000004,6529514.96,6108587.84,6750570.880000001,6030659.9,5909823.399999999,6262199.0,6050081.1,4483330.4
29,6588743.359999999,4329898.600000001,6840730.4399999995,6408704.719999998,7169707.080000001,6398451.0,6224237.600000001,6630798.0,6433484.56,4753547.16
30,6922681.38,4581793.88,7052577.96,6681133.2,7591592.44,6738061.3,6516843.8,6972338.0,6806774.5600000005,5010093.640000001
31,7133984.2,4832435.200000001,7276474.399999999,7051612.200000001,7826804.6,7056757.0,6828488.0,7082840.0,7179039.2,5172842.000000001
32,7184573.54,5062031.8,7500479.88,7450097.1,7869820.28,7351721.7,7128727.0,7245864.2,7524720.079999999,5252067.08
33,7297314.2,5274076.08,7660263.12,7800342.24,7898514.44,7566917.159999999,7496315.0,7472812.6,7789449.16,5373782.5600000005
34,7396425.96,5434739.5200000005,7810953.82,7811414.78,7958833.28,7789269.039999999,7762129.2,7672106.999999999,7804217.0200000005,5448473.000000001
35,7544786.96,5594774.2,7838016.24,7859196.04,8008313.8,7855063.32,7821501.6,7835433.199999999,7845639.08,5499973.48
36,7746338.199999999,5777392.999999999,7888631.399999999,7897108.7,8100221.2,7882364.3,7873182.0,7887019.0,7872953.7,5643568.600000001
37,7948129.399999999,5910704.6,7980581.599999999,8016354.04,8159629.16,7952853.52,7910134.0,8007415.8,7973780.68,5788296.880000001
38,8017926.46,6082516.28,8060522.399999999,8178506.48,8168846.96,8052868.9,8010156.0,8047139.199999999,8028964.16,6100991.239999999
39,8064488.239999999,6263634.720000001,8154451.319999999,8252905.52,8184341.48,8194430.24,8062051.999999999,8182060.0,8072116.64,6395920.6
40,8129146.56,6429298.520000001,8213454.68,8268905.08,8198440.24,8272213.8,8147544.6,8224704.599999999,8239694.58,6669248.8
41,8139953.6,6607048.600000001,8227703.8,8281787.6,8313157.600000001,8282964.8,8178793.0,8264170.0,8258217.8,6884417.0
42,8149441.14,6833504.68,8230406.14,8301659.74,8338562.28,8297579.4,8291291.4,8278965.0,8272805.88,7036712.72
43,8234456.8,7010057.4799999995,8249625.24,8318316.72,8352317.32,8307544.64,8307252.2,8288339.0,8281335.96,7059394.96
44,8288568.08,7194419.4,8271014.3,8327736.42,8359386.36,8328979.06,8323953.600000001,8299957.6,8291448.34,7211102.52
45,8301187.439999999,7424227.0,8279282.8,8336631.04,8372642.04,8337533.4799999995,8333157.4,8309182.4,8303953.68,7301745.88
46,8313418.8,7580672.4,8288327.5,8345400.8,8378176.2,8343767.4,8342889.0,8321569.0,8316881.9,7686595.400000001
47,8323457.56,7727076.8,8299563.72,8361632.56,8385489.68,8356810.72,8352060.2,8331083.0,8321408.4399999995,8051637.2
48,8326771.4799999995,7796544.12,8309647.02,8370801.58,8401615.28,8373162.6,8365360.6,8339768.2,8332129.06,8374490.120000002
49,8337478.76,7804304.76,8323037.28,8390953.2,8410169.32,8385107.24,8373922.8,8348351.8,8343919.5200000005,8400662.28
50,8347148.96,7828408.92,8332196.8,8413650.96,8436463.56,8409418.88,8387482.4,8362243.199999999,8353813.4,8409953.92
