index,46_1_www.instagram.com,46_2_www.instagram.com,46_3_www.instagram.com,46_4_www.instagram.com,46_5_www.instagram.com,46_6_www.instagram.com,46_7_www.instagram.com,46_8_www.instagram.com,46_9_www.instagram.com,46_10_www.instagram.com,47_1_www.instagram.com,47_2_www.instagram.com,47_3_www.instagram.com,47_4_www.instagram.com,47_5_www.instagram.com,47_6_www.instagram.com,47_7_www.instagram.com,47_8_www.instagram.com,47_9_www.instagram.com,47_10_www.instagram.com,48_1_www.instagram.com,48_2_www.instagram.com,48_3_www.instagram.com,48_4_www.instagram.com,48_5_www.instagram.com,48_6_www.instagram.com,48_7_www.instagram.com,48_8_www.instagram.com,48_9_www.instagram.com,48_10_www.instagram.com,49_1_www.instagram.com,49_2_www.instagram.com,49_3_www.instagram.com,49_4_www.instagram.com,49_5_www.instagram.com,49_6_www.instagram.com,49_7_www.instagram.com,49_8_www.instagram.com,49_9_www.instagram.com,49_10_www.instagram.com
13,26290.0,195593.59999999998,25318.96,22065.48,11166.159999999998,25798.440000000002,177308.88,25662.079999999998,25457.36,21911.399999999998,49382.16,55339.200000000004,61626.0,54822.44000000001,59166.0,52042.159999999996,57961.24,55642.28,59569.199999999975,56069.4,71806.68,70258.4,71486.04,70707.32,71721.60000000002,70461.6,71003.84,73646.07999999999,73041.4,68648.44,63028.64000000013,51829.08,48083.48,54395.8,52630.80000000003,50990.68,46107.76,53112.840000000004,51007.88,53284.2
14,97364.0,275392.79999999993,25372.799999999992,25624.200000000008,22439.639999999974,25176.08,258322.31999999998,25237.56,27000.18,27317.32,52587.8,59222.76,62815.5,58221.55999999999,62615.49999999999,55346.4,59714.76,61812.18,61639.7,60543.98,73432.64,74957.12000000001,75883.36,72895.92,72814.6,72578.52,73373.8,74012.72,72869.4,73364.7,191338.96000000002,51870.479999999996,52169.52,53882.700000000004,63821.04,53346.28,50282.84000000002,55651.56,53499.28,53425.19999999999
15,137864.0,311094.39999999985,58470.64,61384.83999999998,22579.64,25494.600000000002,325363.5200000001,24695.48,67592.35999999997,26661.72,56316.399999999994,61245.12,62552.0,61063.4,69384.4,59419.56,61700.12,62073.04,63318.399999999994,60913.76000000003,81909.08,76649.84,76997.6,75480.64,76370.4,75321.8,77107.60000000002,72975.68,75235.76,72989.72,218680.63999999996,53977.04000000003,52291.24,55177.96000000001,66248.92,55832.24,51825.6,54908.36,52285.52,61358.48
16,176066.0,362142.0,91187.39999999986,113057.39999999986,22063.6,61550.79999999995,361257.60000000015,28651.799999999952,120633.79999999999,45968.600000000006,60781.200000000004,63610.2,73602.0,63523.1,71399.5,62696.400000000016,64126.299999999996,64552.1,71791.0,62612.100000000006,80808.4,80752.40000000001,75876.0,75333.6,79592.0,75023.2,78860.8,149607.7999999999,75023.99999999996,77792.99999999997,253959.6,57722.100000000006,53864.999999999985,55421.99999999998,65998.4,54891.2,52325.8,54456.9,118926.2,60285.8
17,188486.0,418829.2,159847.16,173742.32,27428.87999999992,103995.4399999999,423918.8,52950.039999999986,167969.63999999998,106839.00000000006,63033.44,66325.32,72682.0,62401.40000000001,73262.00000000001,66202.92,69471.48,61344.840000000004,71408.8,68775.40000000001,80272.04,83381.24,112573.32,74361.2,86292.20000000001,93782.83999999994,77714.52,207706.19999999998,124925.0799999999,82975.59999999999,278255.36,57137.08,57576.48,63270.48,83391.16000000003,76003.80000000003,51308.479999999996,67539.04,219459.68000000002,61870.48
18,199187.0,486665.6,217468.52000000002,240663.04,48259.880000000005,162668.83999999997,463893.60000000003,84912.92,224832.84,157304.56000000008,66022.24,65527.52,71872.0,71470.16,75913.6,69332.64,68828.52,76720.62,92966.39999999994,75527.12,81603.8,82479.52,182650.43999999997,101947.80000000002,86904.79999999999,113481.92,115271.56,212229.88,171006.52,83851.92,361651.5200000002,56458.100000000006,56982.38,62150.76,133787.84000000008,99226.96,59893.72,76177.60000000002,243764.1200000001,63781.340000000004
19,223403.0,529860.7999999999,263793.6,291564.39999999997,80241.23999999983,208662.75999999986,519660.16000000003,119599.47999999998,274586.24,205544.2400000001,69904.19999999998,80935.39999999989,75470.0,70413.92,75355.59999999999,72243.48,68209.64,83016.68,172078.19999999998,74788.32,83584.56,112542.88000000008,222037.56,194549.7200000001,86175.2,167475.1600000001,116949.04,224464.3199999995,236526.5199999998,86016.2,381402.48,131411.6800000005,59523.72,64070.04,168331.96,120717.4,63155.36,172512.04,260917.52000000005,63019.799999999996
20,294647.0,573342.0,302230.8,339496.63999999996,120962.91999999995,248313.19999999998,574642.2000000001,161569.63999999996,311142.32000000007,263466.2,73844.08,179736.39999999994,103746.0,72329.92,76782.9,77729.44,126580.27999999993,81850.96,257291.9,74449.66,122013.72000000007,185733.9600000004,256319.48,228019.76000000013,90552.2,216589.56,170828.4800000002,262817.04,262514.26,85335.54,506084.4400000002,175912.44000000015,58777.54,66271.78,228587.7600000001,188216.1999999999,63089.36,181442.6800000001,297742.64,135637.14
21,302515.0,616133.0,351915.0,368907.19999999984,149519.99999999988,282836.0,614346.6,221884.0,344008.4000000001,274652.0,73301.2,251708.4,168007.0,74712.0,130560.0,76929.2,157639.99999999994,82131.2,259849.0,78011.8,230532.60000000038,221386.80000000002,304233.0,262407.2,89746.0,262668.2,269132.4,264140.8,261962.8,134790.59999999992,635408.6,232254.8,58342.6,65089.8,263802.60000000003,251949.0,62179.0,248294.99999999994,366876.60000000003,172021.0
22,310975.0,619592.2,398069.7599999999,403029.27999999997,185015.9599999999,295838.07999999996,616028.16,265328.55999999994,404256.91999999987,291308.84,87629.59999999998,252017.92,211865.0,74020.16,212766.00000000003,78534.88,233596.39999999997,85623.06,281606.4,77408.66,269728.92,270427.04,363972.24,262578.4,104583.60000000006,264313.36000000004,270667.88,284936.84,308430.39999999997,214590.2799999999,691929.68,256172.82000000012,97360.96000000002,138010.98,285968.92,262886.0000000001,95523.28,251224.68,404003.60000000003,208990.31999999998
23,333771.0,623959.6,436858.04,445979.91999999987,221759.63999999996,325579.44,610106.48,318204.32,446246.27999999997,378463.9600000002,171813.00000000003,277603.8,261705.0,109856.80000000005,278046.80000000016,78000.28,251220.8,84483.56,301834.19999999995,103397.76000000001,271431.0,280967.6000000001,399639.16000000003,279569.83999999997,185376.60000000038,263665.72,271829.96,394348.2799999999,333083.63999999996,263110.16,794436.76,292208.24000000005,176280.2799999999,216363.87999999998,294478.64,289322.72000000003,155703.36000000004,252607.76,453332.96,240963.96
24,374885.0,618108.6,478617.39999999985,488295.9199999999,245810.19999999998,370938.16,623742.64,348817.6,479156.95999999996,436698.12,178101.64,325294.64,323594.0,208973.16000000024,316890.2,106435.63999999978,280080.3599999999,135430.9199999999,380546.39999999997,187936.12000000017,305686.72,388410.3200000005,443118.9600000001,321405.24,260099.8,290157.48,273266.48,451140.19999999995,376996.11999999994,272989.56,899832.4800000007,396312.4800000002,205001.92,241018.7,394279.36000000004,329208.76000000007,197985.72,287511.04000000004,495303.2800000004,262043.24
25,429759.0,625022.9999999997,504506.67999999993,533438.96,252937.8,432915.87999999983,669428.2,357418.8,523029.6,459533.48,253295.0800000001,411929.19999999984,414299.0,255315.7200000001,359571.6,118956.64000000004,282747.48,212566.95999999993,453299.39999999997,285629.16,306996.52,457242.16000000015,498596.52,389356.92,277086.2,346111.72000000003,275047.8,517689.19999999995,420145.08,277511.04000000004,978337.7200000001,447643.24,255317.84000000008,262018.72,444409.27999999997,370723.08,224661.12000000017,345665.56,509020.63999999996,260966.68
26,493957.0,725092.0,537532.0,574530.0,296492.99999999977,459051.0,724139.0,366088.0,538777.0,486041.0,281572.0,422625.0,419762.0,269248.0,374821.0,187762.0,284243.0,292704.0,531866.0,298263.0,386315.0,466087.0,498611.0,393452.0,297536.00000000006,385577.0,301045.0,567157.9999999995,487536.0,343264.0,1072615.0,451474.0,291209.0,275133.99999999994,457348.0,425073.0,259203.0,385178.0,602366.0,282896.0
27,546699.0,823803.4,577794.2,606306.6,344501.6399999998,488749.95999999996,765740.64,374029.19999999995,582619.5199999998,511154.08,320982.39999999997,473355.1199999997,441294.0,283823.84,384249.8,232356.72,325261.52,325791.44,563652.7999999998,361593.0,432005.32,465804.64,571310.8800000004,394112.56,357007.6,394461.84,376996.91999999987,600243.36,534653.64,374442.6799999995,1075859.8,485163.7600000006,353901.36,335283.48,533575.0400000004,470394.84,282200.60000000003,393975.92000000004,712827.4400000001,325477.28
28,614482.0,879192.1999999998,614115.12,612796.12,387047.8,528696.76,851240.2800000004,389425.1199999997,614344.38,552738.36,398100.7600000002,557731.2399999999,512813.0,322416.3200000001,437757.4000000002,288982.52,425923.36,349405.68,634918.1,412532.3600000002,518748.72,482320.60000000003,654449.7600000001,486862.64,419640.0000000001,398616.08,444900.1200000001,685450.4799999997,544456.3,468966.56,1077317.28,597498.4,411934.08,376595.56,625140.42,495122.91999999987,366657.96000000014,415693.98,810947.2,390442.2400000001
29,615801.0,946840.6,615789.28,610375.6000000001,417335.4799999998,585925.3200000001,920615.6,449335.6,615839.28,615794.88,499318.9600000001,675638.68,572739.0,366692.9600000001,456631.4,311104.28,514992.36000000004,400616.1999999999,684727.4,465159.6000000004,624106.64,613873.7600000002,666225.76,595228.8799999999,426948.8000000002,504046.2,447200.64,800972.84,589383.7999999999,467893.84,1100319.6,685321.4000000004,411017.08,429903.79999999993,738290.8400000001,602627.8800000004,372224.44,458766.52,840459.0800000001,482769.7600000001
30,610216.0,980038.4,613787.3,606529.64,456916.6,613933.4400000001,969882.16,500698.1199999999,610320.64,617450.98,582399.28,677428.6,664252.0,412891.84,531226.6000000003,335983.43999999994,547121.08,451732.9400000001,733090.9999999999,478938.34,779635.5200000003,654957.88,764477.5200000003,612674.8,517228.2,594517.2399999998,520002.68000000046,820069.0799999997,677094.92,500547.6799999997,1179006.4400000002,763694.2000000004,478489.5,472498.7199999996,792623.62,701943.1200000005,402146.44000000024,518290.91999999987,922611.4,567353.4
31,609685.0,982600.0,609755.8,605917.2,492353.39999999997,615653.4,974154.4,551870.7999999997,609773.2,612958.4,591348.0,721791.2,718085.0,411669.8,634252.0,361264.0000000002,567618.6,461845.8,771094.0,531112.1999999998,915972.4,679913.6,866323.8000000004,685125.1999999998,562975.0,773663.8000000003,581840.4,870838.9999999999,712927.2,584159.8,1252755.4000000001,811157.8000000002,561079.6,586067.3999999997,795141.6000000001,774966.8000000002,462556.4000000001,614583.0,1004885.0,629459.6000000001
32,644573.0,984187.6,609048.74,661724.1599999998,549051.7199999996,609834.84,976151.92,595029.6,609496.6400000001,610923.26,689402.5200000003,809521.64,722627.5,437234.52000000025,656192.4000000001,393734.08,635576.7200000001,481904.12,819874.5999999994,597203.04,955665.8,717668.16,919711.6,778802.2399999999,605364.8000000002,948651.68,680088.5200000003,946229.8799999997,771800.3999999998,611848.22,1279864.64,904882.7800000007,652997.1600000001,681178.5400000002,841319.36,863845.8400000001,568874.2800000004,641551.04,1035124.3200000001,704973.2800000001
33,750143.0,1005795.3999999999,650442.9199999999,723009.5199999998,598135.36,609326.24,978868.36,613690.76,679289.64,612429.84,726144.2,889049.92,808077.0,568889.9200000003,773147.6000000002,433732.91999999987,683579.64,596734.88,888852.2,627115.8,1039349.4000000001,911376.8000000003,993504.16,858303.84,689144.8000000004,998434.2,762861.8,1027529.76,825030.9199999999,696110.6799999997,1284361.72,929288.4,734092.96,761674.2,907923.4400000001,953400.7200000001,661213.1600000003,670069.88,1069371.9200000002,787883.52
34,785049.0,1047023.2,712323.78,783615.8799999999,610916.5599999999,629754.96,1024209.7600000001,615461.32,738001.1599999998,672156.7200000001,819035.36,936432.4,836977.0,673262.4400000001,858457.1999999998,528227.24,727328.6799999999,705701.4799999996,968507.8000000002,699847.5200000003,1093195.16,1010014.52,1069155.8,892501.5599999999,707939.6,1022000.84,847183.36,1060885.2,872303.1199999996,751231.5999999993,1286819.56,944050.24,790115.5199999999,804201.4399999992,967426.5600000008,1005407.04,744583.8,730197.72,1070386.92,818564.2000000001
35,813921.0,1048365.2,746769.16,844334.2399999999,612631.72,685105.3599999999,1040381.56,609989.88,742935.76,688105.1200000001,918995.9199999999,988360.9600000001,937112.0,760133.2799999999,973791.8,611354.84,776662.3200000001,777964.36,1045608.0,802997.8800000002,1095033.1199999999,1071206.68,1085557.1199999999,963406.76,792005.2000000008,1061494.4,939155.2799999999,1083838.48,983808.7599999999,831372.6399999997,1321933.2800000003,1015384.84,860121.1600000003,857742.5999999997,1001498.04,1060732.32,764654.9200000004,780410.0000000002,1073699.48,940574.24
36,876361.0,1049621.0,813472.8,909535.6,606892.0,773334.1999999998,1041996.4,609435.6,795195.6,766622.8000000002,1015990.3999999999,1079459.6,989055.0,867988.2,1005891.0,687791.5999999994,801400.6,875931.9999999999,1103674.0,889836.4000000006,1097993.8,1092121.4000000001,1088986.7,973577.6,896620.0,1084807.5999999999,1029795.5999999999,1087677.6,1068441.9999999998,903658.7999999992,1323860.3,1073024.7,925528.2,920887.9999999999,1075390.6,1074445.6,859208.8000000002,828595.8,1078595.4,1024844.1999999998
37,924161.0,1052463.5999999999,855343.1599999998,962773.44,606546.92,843080.24,1043582.84,615695.7999999998,859460.7200000001,813084.76,1101836.36,1096651.28,1050074.0,944410.2,1101419.2000000002,783034.0800000002,876417.9999999998,984363.4400000002,1106612.4,1012997.7999999996,1097134.52,1095349.16,1091619.28,985140.96,962767.2000000001,1087607.44,1095711.52,1089242.76,1086034.84,1016780.2399999998,1322986.92,1074345.92,974375.8,973340.9199999999,1088137.68,1075912.76,920551.6800000005,861385.2799999999,1079977.16,1049682.1199999996
38,969803.0,1057023.0,916115.92,969282.08,606394.7999999999,893988.72,1043389.4800000001,647728.7200000001,931975.2399999999,870980.3600000002,1106320.8,1098066.32,1110214.5,1044180.0400000005,1109847.7,863365.7200000001,951068.76,1040475.4799999997,1107927.2,1105806.62,1125391.12,1096882.72,1090425.92,1017359.9199999998,1044750.0000000003,1089126.0,1094882.56,1088258.0,1087773.46,1093502.5199999996,1328902.02,1076108.48,1047966.6000000001,1024273.0999999996,1094581.64,1075208.92,981495.4399999998,924134.6,1078815.72,1083714.38
39,972604.0,1058673.2,969125.76,971435.96,662412.7999999998,949989.3999999999,1047651.5599999999,728424.2799999999,969692.36,936791.4800000002,1124942.1200000003,1099354.68,1109430.0,1106258.16,1111742.2,958246.2799999999,1041927.5599999998,1114776.92,1136105.0,1107236.92,1186156.08,1096191.68,1161299.92,1061408.12,1098781.8,1090842.8,1093752.44,1101675.0399999998,1089315.48,1096184.2,1332751.92,1076309.28,1062982.4,1080632.36,1129712.6800000002,1086000.08,1078336.68,967134.24,1105749.6,1085170.44
40,974535.0,1071679.0,972219.88,973164.36,710112.1999999998,972216.92,1049018.08,791349.8399999997,972051.54,970691.5200000001,1136491.68,1100972.28,1120761.0,1107676.48,1110205.6,977058.52,1103129.48,1116349.54,1191058.9,1108478.36,1255071.92,1135431.8000000005,1164518.98,1087030.68,1100449.8,1108277.8,1133927.84,1126517.3999999997,1088233.16,1097832.94,1335012.26,1082652.7400000002,1075971.74,1084480.1,1163613.2600000002,1099556.6,1079875.88,1019650.7200000001,1206422.32,1084107.3
41,976276.0,1074246.0,974303.0,975079.0,755588.7999999997,972077.6,1049414.6,847332.4,974305.6,980346.4,1138138.0,1099938.2,1196677.0,1106886.2,1130759.0,1021105.1999999998,1102882.8,1115239.0,1196968.0,1132008.4000000001,1274221.0,1173037.6,1163736.8,1089842.0,1101992.0,1158284.7999999996,1213459.2,1236302.5999999999,1124828.7999999993,1099311.8,1337205.4,1084178.6,1077544.0,1087624.2,1210825.0,1130892.6,1081313.8,1075065.4,1273527.2000000004,1100675.0
42,979011.0,1074545.8,976122.16,986549.6399999998,808225.44,976089.32,1050677.16,897152.5599999999,975916.38,982305.86,1169701.12,1135827.32,1255120.0,1144342.12,1172341.6,1060687.68,1120918.36,1166528.64,1300511.4,1187430.3200000003,1303157.52,1216309.8800000001,1195934.9400000002,1091343.36,1103375.0,1212721.9599999995,1272031.72,1289037.8,1179345.2399999993,1098253.3,1335460.8,1083274.36,1077410.24,1091571.48,1287088.3599999999,1188248.36,1082755.72,1076687.98,1280936.36,1129128.4
43,1005261.0,1076200.2,975603.12,1013289.3999999999,854702.5599999996,975588.24,1053635.2,946681.08,978396.44,984021.04,1257204.96,1200168.0399999996,1294161.0,1186698.96,1232158.2000000002,1111181.08,1154275.56,1236608.52,1303210.8,1237063.4799999997,1304711.84,1272008.92,1274355.4000000001,1092864.1999999997,1103377.0,1289582.72,1296016.76,1290144.44,1272529.9199999997,1118502.32,1338126.32,1124902.32,1078876.68,1091829.76,1291539.36,1271351.1600000004,1085488.16,1075279.36,1282900.16,1258297.24
44,1039245.0,1079153.8,978282.9,1035246.56,916842.6399999999,978916.2,1056986.88,969476.88,980816.28,986815.56,1325913.96,1291094.48,1308272.5,1270687.3199999998,1259091.1999999997,1112727.88,1232868.1999999997,1306241.38,1330608.9,1301061.32,1304827.8,1290593.0800000005,1306793.64,1163012.0,1141095.0,1292285.52,1298542.76,1310686.3599999996,1290527.4,1181316.2399999993,1340316.28,1160145.52,1077965.72,1106140.4,1292567.62,1276342.52,1091339.6000000003,1074237.96,1320006.92,1285560.54
45,1040562.0,1092893.4,1011205.36,1036680.64,931353.6,1017055.2799999999,1058476.16,972022.48,1020516.5599999999,991361.2400000002,1327141.84,1292662.68,1311093.0,1297661.28,1332754.2,1114952.56,1237464.72,1308204.36,1331140.2,1303988.76,1312787.12,1301319.16,1363477.44,1162062.96,1192345.8,1291439.68,1297658.92,1362081.72,1290308.92,1274385.8,1342483.2,1208196.24,1077059.84,1124826.72,1331036.56,1279530.52,1121231.12,1106100.92,1320329.72,1285527.88
46,1042360.0,1094433.0,1038387.6,1038717.8,940710.0,1038422.2,1071066.8,974276.4,1038317.2,1046676.9,1327356.2,1298198.8,1319769.0,1302996.2,1333401.5,1116934.2,1292427.3,1310624.2,1331372.5,1307408.3,1312019.2,1300485.6,1364291.3,1182743.0,1239811.0000000002,1327698.0,1339627.2000000002,1365892.2,1330302.7999999993,1297934.5999999999,1344629.0,1275303.1,1131292.2000000002,1150758.6,1334917.0,1280402.4,1120327.6,1129717.4,1321077.8,1291832.4
47,1041961.0,1096567.0,1040380.84,1039956.16,966335.32,1040287.68,1087013.44,975913.96,1040280.24,1048406.52,1328089.2,1313663.4799999997,1340199.0,1303665.52,1333793.4,1144444.96,1325957.4,1326487.64,1331802.2,1309416.8,1329208.0400000003,1356663.2000000004,1362554.56,1207038.1999999997,1275044.8000000003,1363189.28,1357580.56,1368982.16,1362885.76,1302419.72,1346814.64,1284605.64,1218089.0399999996,1276814.3599999999,1335620.12,1284472.4000000001,1138321.8800000004,1145913.32,1321202.1600000001,1290736.28
48,1043688.0,1097154.2,1041895.22,1040207.52,969374.16,1041894.76,1091254.52,975524.92,1041771.74,1050086.16,1333813.4,1327288.12,1339196.0,1314225.2000000002,1336873.7,1173038.16,1330635.9,1340965.74,1338141.3,1339206.94,1384699.0,1373144.28,1369021.56,1252842.6,1304975.2,1365510.28,1369505.08,1369430.24,1364362.22,1301773.78,1349074.98,1286681.4000000001,1278077.58,1292747.14,1341628.8,1317124.48,1192820.92,1204358.5599999998,1326544.6,1327892.32
49,1046279.0,1099479.8,1041431.64,1042955.12,970158.12,1041168.28,1093536.12,978212.56,1041601.5599999999,1049557.92,1335021.52,1327971.04,1333115.0,1332828.96,1341130.2,1214574.8800000004,1326309.56,1340134.24,1340294.2,1338323.32,1384960.04,1373577.56,1370971.96,1324562.52,1304316.6,1366377.52,1374588.76,1369339.08,1363405.84,1305391.7199999995,1351335.32,1292612.08,1280551.64,1295510.44,1343590.24,1317414.64,1228569.8800000001,1245492.32,1329670.08,1332197.36
50,1046183.0,1099154.4,1043321.46,1042944.56,972061.6799999999,1043210.64,1093936.92,989341.5999999999,1043285.94,1051429.46,1337385.32,1323499.28,1333195.0,1335668.98,1343337.4,1288586.76,1324521.48,1343213.26,1342472.0,1340982.86,1384922.4000000001,1373937.28,1373511.48,1362141.84,1376708.2,1361526.4,1378421.68,1369960.84,1366316.66,1372514.04,1353595.66,1291780.46,1298520.42,1299795.5999999996,1345752.62,1315978.16,1309285.1200000006,1297518.24,1330274.16,1327761.98
