index,134_1_www.android.com,134_2_www.android.com,134_3_www.android.com,134_4_www.android.com,134_5_www.android.com,134_6_www.android.com,134_7_www.android.com,134_8_www.android.com,134_9_www.android.com,134_10_www.android.com
20,43100.24,91142.60000000002,49705.02,45052.759999999995,74828.31999999999,51946.16,58664.6,44127.66,52534.2,49197.64
21,60321.60000000002,92773.0,66482.20000000001,51986.20000000011,76937.6,51725.8,58383.0,46387.6,51295.6,49095.2
22,61045.520000000004,93588.00000000001,70776.94,73697.12,80830.02,51690.44,82112.8,48033.18,50441.48,48789.08
23,65246.159999999996,122341.8,85744.48000000004,75893.76,82907.64,68041.68,93231.5999999999,50147.76,71611.67999999998,63510.28
24,65139.76,132500.8000000001,105610.84000000005,77666.92,84983.26,76668.04,102511.6,52244.34,72597.48,74347.04
25,67269.96,143818.80000000005,114481.24,88841.03999999998,114099.56,77286.75999999997,136831.2,51899.08,74602.64,76183.96
26,83734.0,150252.0,115723.5,115041.0,134375.5,78564.0,138126.0,52247.99999999997,76685.0,110720.99999999991
27,104581.64000000001,152155.2,120202.67999999995,117523.28,136059.28,112360.04000000001,148626.99999999997,54284.399999999965,80810.12,117764.24
28,116053.96,157761.6,137007.26,118550.20000000001,137158.94,135936.8,148682.6,57808.32,84417.56000000004,116120.08
29,115284.24,159938.6,136641.00000000003,121464.36,151457.16000000003,137018.72,149700.6,58301.96000000001,112688.31999999999,137056.39999999997
30,130839.72,173440.80000000005,140293.74,135893.32,168728.34000000003,140345.52,155848.6,59949.29999999998,138717.27999999997,143285.52
31,131984.2,183822.0,143904.2,136000.8,191128.4,144860.99999999997,155185.0,63784.600000000006,140554.6,142533.6
32,137892.24,190368.8,148376.2,135257.88,190189.98,150704.0,167379.39999999985,62968.820000000014,142100.16,149706.12
33,144192.96,196318.2,162439.16,139485.12,188873.56,155819.28,175956.6,81428.0799999999,141887.08,152404.67999999996
34,144914.08000000002,218306.60000000018,167149.92,141214.80000000002,195547.90000000002,182727.19999999987,186574.2000000001,88311.72,148488.44,153419.68
35,153482.0,249721.80000000005,172180.4,149008.84000000003,205244.0,186763.64,231616.99999999997,91414.59999999996,153920.0,153222.92
36,153932.2,258035.0,177182.0,149692.4,210869.6,185910.2,250423.0,98866.9,155535.2,165900.99999999997
37,180861.88,281797.8,210988.64,167125.00000000003,211479.12,187883.16,266717.0,109274.63999999998,185999.44000000003,171225.44
38,187373.92000000004,302770.20000000007,210211.06,170295.68,212440.42,189016.96,270591.8,146143.51999999996,190465.44,175702.96
39,190050.96,305790.2,212001.32,174337.16000000006,211763.12,201754.48,282789.6,159938.47999999998,196447.63999999998,180040.4
40,192460.12,331240.80000000005,213456.42,187199.88,213794.7,234729.4799999998,302832.4,177343.92,223324.79999999987,209264.2399999999
41,191792.6,365309.0,219368.00000000003,186830.2,219745.00000000003,248707.59999999995,303713.0,210413.99999999977,234572.2,248643.9999999999
42,193805.72,366366.2,249805.28000000003,188522.60000000003,226178.94,258586.79999999996,312836.39999999997,228670.69999999998,250699.92,262251.36
43,195443.28,369036.2,266101.0,190849.63999999998,241608.12,269009.27999999997,320534.8,240071.79999999996,254520.16,267229.96
44,200094.28000000026,369504.6,271492.4,196592.80000000005,259570.92000000004,272786.6,339141.2,252478.09999999998,261320.32,271312.72
45,243939.72000000006,371781.0,272931.04,231618.24000000002,275553.7200000001,275921.24,356071.79999999993,258251.4,278613.1599999999,278414.24
46,262642.8000000002,373689.0,273191.2,260135.40000000005,284208.1000000001,279580.39999999997,365870.0,267279.19999999995,282955.2,294985.6
47,269143.32,374287.4,276079.04,271370.32,295560.04,290725.72,367233.6,272306.72,303661.96,294689.0
48,275037.24,375703.0,279413.28,272697.76,297199.98,296493.28,369470.6,274673.79999999993,305402.72,310115.6
49,286849.6,376048.39999999997,279491.96,275875.16,313322.04,301771.19999999995,369760.2,304157.8,318653.56,325603.59999999957
50,295562.76,377560.4,282743.22000000003,294455.92,346616.77999999997,310923.6,369928.0,320141.39999999985,338591.92,351166.27999999997
