index,398_1_www.opodo.de,398_2_www.opodo.de,398_3_www.opodo.de,398_4_www.opodo.de,398_5_www.opodo.de,398_6_www.opodo.de,398_7_www.opodo.de,398_8_www.opodo.de,398_9_www.opodo.de,398_10_www.opodo.de
23,187001.0,167531.44,230915.59999999998,258937.6800000001,4149343.76,174134.60000000015,164987.6,159992.96,4406837.2,4564232.64
24,211882.0,190429.64,260350.19999999998,268639.32,4343438.720000001,185239.32,177223.59999999995,177883.08000000005,4707007.76,4663684.04
25,241032.0,216748.76,282442.5999999999,275390.16,4849924.48,217643.32,209107.00000000003,185835.24000000002,4784797.6,4719561.4799999995
26,278735.0,234601.0,302791.0,281495.0,5003619.0,234623.0,219014.5,207239.0,4971800.0,4907948.0
27,284945.0,244426.68,355184.6,293072.56,5030596.52,253145.68,227024.00000000023,227699.24,5007278.04,5404822.6
28,286414.0,275918.99999999994,365665.8,325983.16,5117991.04,265476.36,262081.0,264233.5599999998,5080510.72,5592646.64
29,290298.0,284961.6400000001,405942.19999999995,373249.8800000003,5198828.48,283645.56,284311.0,282764.2,5130418.120000001,5657940.08
30,299070.0,288439.06,426945.2,412944.72000000003,5225640.08,282671.24000000005,336890.80000000016,335952.14,5199332.84,5766106.58
31,342563.0,330665.2000000001,446678.0,435856.20000000007,5286044.3999999985,293415.00000000006,351955.0,337315.6,5264325.6,5840813.2
32,347921.0,360024.10000000003,459424.2,452156.60000000003,5643053.72,335099.86,388171.30000000005,373302.72000000003,5361072.68,5876070.94
33,369780.0,387668.52,460793.4,461430.04,5685052.72,361916.4,398168.6000000001,391935.24,5385493.5200000005,5949135.68
34,396239.0,406899.68,461722.8,486797.84,5847277.72,407175.92,427280.7,426167.6,5690545.04,5986341.62
35,408184.0,427186.32,463971.6,539390.64,5932776.5600000005,426330.68,457999.80000000005,434874.16,5800778.92,6027061.88
36,439239.0,462335.9,473725.0,592834.4,5994312.8,439603.7,460677.0,453199.39999999997,6103285.0,6034717.2
37,457994.0,461103.24,487577.60000000003,635983.24,5997522.600000001,461126.32,460462.39999999997,460602.76,6325474.52,6075284.32
38,471049.0,464423.92,488715.8,674717.16,6028044.92,460318.56,477866.80000000005,462143.06,6330583.359999999,6151630.94
39,492109.0,463845.28,496650.0,708303.7999999999,6049524.039999999,461842.32,484760.4,461272.92,6353540.52,6211499.72
40,490475.0,467962.24,500892.2,764862.76,6275193.679999999,484049.72000000003,489122.8,465004.12,6417070.44,6281039.640000001
41,494768.0,487284.79999999993,500199.0,780585.2,6626678.2,489368.4,488354.0,464926.6,6535127.400000001,6311640.999999998
42,496685.0,490728.22,503205.0,804984.84,6681295.72,488905.08,490154.7,466321.72000000003,6579124.76,6380699.98
43,497956.0,489589.52,532860.5999999999,803469.96,6751403.2,489862.72,491330.00000000006,467328.56,6685463.76,6817145.16
44,497420.0,489588.48,565697.4,805171.52,7048097.84,493763.18,499443.5,483048.68,6763067.28,7364483.2399999965
45,504535.0,492260.80000000005,567277.0,809463.48,7541988.600000001,496659.80000000005,500772.8,495815.08,7014032.6,7590067.88
46,509536.0,498394.8,566768.0,811295.2,7552109.599999999,500950.4,500301.0,502131.2,7144333.000000002,7914230.400000001
47,504789.0,529857.6,568559.6,816366.0,7601257.28,501024.2,496819.4,500712.16,7181118.160000001,8235083.999999994
48,512416.0,549863.92,570538.4,818111.64,7711732.119999998,503556.84,522326.40000000055,495240.16,7420209.68,8272232.66
49,548231.0,562947.68,568410.7999999999,819725.72,7811009.84,501311.80000000005,555882.8,498083.32000000007,7740804.28,8317797.36
50,570214.0,562875.06,570276.0,821344.3200000001,7848821.56,547860.8400000003,570605.5,558492.9600000001,7747585.28,8602619.879999999
