index,341_1_www.mindmeister.com,341_2_www.mindmeister.com,341_3_www.mindmeister.com,341_4_www.mindmeister.com,341_5_www.mindmeister.com,341_6_www.mindmeister.com,341_7_www.mindmeister.com,341_8_www.mindmeister.com,341_9_www.mindmeister.com,341_10_www.mindmeister.com
37,2534587.2800000003,2107196.2399999998,1817405.9600000004,2432622.84,2441986.6000000006,2372821.4000000004,2542448.8400000003,2554896.4000000004,2384261.7199999993,1573792.84
38,2662522.3600000017,2232869.1199999996,1968325.6400000001,2599310.08,2580829.56,2500272.6000000006,2603675.8,2655699.5,2546741.04,1714847.28
39,2770057.8000000003,2364780.92,2122375.0400000005,2721697.76,2720838.44,2634593.2,2680155.4,2738562.2,2643988.2399999998,1809662.4400000004
40,2870914.5400000005,2538977.7199999983,2244741.6400000006,2871788.7199999997,2881794.2199999997,2726083.2,2779728.88,2825146.6,2781317.4399999995,1956691.32
41,2986160.2000000016,2690783.5999999996,2379960.0000000005,3012068.8,2982863.0,2829494.0,2836581.2,2902423.0,2914297.3999999994,2088480.2000000002
42,3097716.68,2811735.44,2495984.22,3148557.199999999,3057464.6,2942988.5999999996,2909499.96,2985101.6999999993,3064592.7199999997,2217642.52
43,3197183.16,2925861.28,2612773.12,3246675.0,3109987.64,3047510.400000002,2979027.56,3034284.0,3182898.3200000003,2372974.2399999998
44,3293007.3200000003,3052082.1199999996,2744663.9800000004,3320064.28,3189561.56,3148943.2,3059608.3600000003,3119890.2,3339209.08,2507368.120000001
45,3330470.56,3198725.96,2853409.3600000003,3324829.08,3269225.48,3293215.0,3143407.2399999998,3172830.0,3343695.04,2637872.0800000005
46,3355823.5000000005,3322191.5999999987,2930206.000000001,3333394.6,3338168.1999999997,3355057.0,3204760.4,3289840.0,3372715.6,2854800.8000000003
47,3396799.92,3347645.8799999994,3041491.8000000003,3365594.8,3376402.2399999998,3364544.6,3384504.32,3347647.8,3410518.28,2991743.320000001
48,3403155.38,3356383.78,3143454.68,3394074.48,3416825.86,3421001.0000000005,3434593.08,3381501.6999999997,3415494.52,3070425.68
49,3409193.56,3390695.28,3223631.5600000005,3399431.08,3423681.72,3426396.6,3440846.24,3405806.4,3422200.44,3138925.04
50,3414028.18,3418046.7199999997,3309142.06,3406386.04,3428960.54,3432684.8,3470609.08,3418964.6,3427928.84,3210332.3200000003
