index,58_1_www.microsoft.com,58_2_www.microsoft.com,58_3_www.microsoft.com,58_4_www.microsoft.com,58_5_www.microsoft.com,58_6_www.microsoft.com,58_7_www.microsoft.com,58_8_www.microsoft.com,58_9_www.microsoft.com,58_10_www.microsoft.com
23,126236.52,281870.2,79140.27999999991,315087.0,152914.12000000017,281640.4,276640.32,271977.88,408636.19999999984,267546.12
24,128843.71999999997,280964.2,119481.07999999999,319217.5,206877.0800000001,292586.04,286616.8,279091.88000000006,431981.52,271413.6
25,163106.04,300159.20000000007,180829.63999999996,322725.0,265278.2,294231.96,293212.6799999999,284189.8,440044.64,285245.04
26,165503.5,300741.0,230251.0,356755.0,271260.0,295947.0,298688.5,286719.0,456054.0,285387.0
27,234074.1999999999,300385.8,269760.92,468117.0,273394.28,298676.4799999999,300645.4799999999,285131.32,473115.4,284606.8
28,273087.38,306837.8,272764.92,530121.0,272580.8,302042.24,302101.94,286470.64,484340.6,286730.88
29,278774.8,360294.0,273955.6,538842.0,284811.4,317089.63999999996,304078.88,291195.72,497975.24,290313.6
30,282897.8,358999.6,283938.2,578984.0,289409.36000000004,318630.84,309917.9199999999,292797.96,502416.95999999996,308937.48
31,286388.2,388079.0,293756.8,604464.0,290238.6,319969.6,309671.6,293093.2,528899.0,307545.6
32,302890.32,407167.00000000006,295247.44,612793.5,305317.8000000001,319970.04,314414.98,293990.8,576950.88,306387.08
33,321202.68,463708.80000000005,294615.12,613728.0,318082.4,319182.8,321208.83999999997,310497.4,606529.5199999999,313191.39999999997
34,344893.96,488389.8,304966.96,615582.5,325765.36,321373.03999999986,329852.24,320263.56000000006,606313.48,324642.6
35,346276.56,509887.00000000035,306521.56,617256.0,356543.6,337417.1599999998,328824.92,327556.04,616988.2799999999,351373.79999999993
36,347490.5,526600.0,326043.39999999997,633413.0,367381.39999999997,407562.99999999965,337334.39999999985,333721.4,617677.6,392870.99999999994
37,380003.88,531571.4,349096.52,627727.0,368062.8,486374.1199999999,361638.47999999975,332694.68,619065.88,432494.19999999995
38,410185.23999999993,560379.2,365168.0,622698.5,367107.6,515417.47999999986,388553.7599999999,340166.2,614096.72,486473.31999999954
39,468708.32,572184.0,417657.08,663125.0,368021.60000000003,533421.52,414522.43999999994,367720.12,610310.1599999999,503090.27999999997
40,476018.04,601206.6,451455.79999999993,672999.5,405943.12,561861.9599999996,457702.5199999993,428319.1600000002,627700.2,528693.36
41,477235.2,606669.0,461470.8,675432.0,441823.0,574954.7999999999,540575.9999999999,505962.00000000006,664445.0,532100.6
42,483506.08,602504.7999999999,476570.75999999966,674394.5,491303.64,587668.6399999999,578973.36,572600.88,664273.28,561226.16
43,495391.60000000003,610312.4,487233.72000000003,690325.0,505010.4,605508.24,591180.72,574204.68,665128.04,572454.84
44,499602.4000000001,610985.6,497026.32,696820.0,513969.6,605493.7999999999,607502.96,585387.4400000001,666914.6,590584.1999999998
45,506832.48,612291.8,500329.39999999997,698932.0,526590.72,611478.76,613269.68,612977.44,673305.8,605533.36
46,530976.0000000001,613598.0,516500.8,701071.0,528308.8,609062.4,609839.2000000001,612992.8,678187.9999999999,601732.6
47,565643.88,616297.6,518288.04,706128.0,556614.52,619235.08,611472.88,619178.72,690477.4,602823.32
48,567366.02,609988.2,563191.96,731909.0,567238.36,617541.28,605905.1,616543.28,692274.68,601083.4
49,571068.52,609940.2,570193.6,723223.0,584477.28,612272.0399999999,621161.92,626341.6,698355.64,612037.04
50,578436.3200000001,609882.6,587713.92,723211.0,598137.4400000001,625321.9199999997,615276.38,631584.16,723337.92,612567.04
