index,178_1_www.aboutads.info,178_2_www.aboutads.info,178_3_www.aboutads.info,178_4_www.aboutads.info,178_5_www.aboutads.info,178_6_www.aboutads.info,178_7_www.aboutads.info,178_8_www.aboutads.info,178_9_www.aboutads.info,178_10_www.aboutads.info
27,188125.84,184445.96,178833.92,191286.12,146428.64,222323.52,190171.87999999992,216836.80000000002,185851.23999999985,209641.24
28,196383.76,185832.56,192607.88,212647.12000000014,162311.8,221256.91999999998,211974.43999999986,236233.60000000003,201115.14,220942.24
29,196815.36,190002.8,193450.24000000002,231909.32,171564.11999999994,226503.44,244528.35999999996,244373.8,208359.92,224797.32
30,198981.2,209539.9,201730.32,233007.87999999998,181673.72,257046.92,253036.84,245299.8,209725.56,234897.52
31,204736.0,229217.8,205235.79999999996,236369.8,184576.99999999997,264577.4,253793.2,247025.0,210953.6,251438.0
32,218353.8,231555.76,208756.73999999996,241362.36000000007,197895.8,265957.84,256347.80000000002,274993.0,231044.56000000003,266437.8
33,231490.63999999998,232102.52,236130.07999999993,253138.80000000002,212459.8,267136.56,286277.44,286959.00000000006,250516.19999999992,272169.6
34,239935.72,242544.70000000004,247854.86,263443.2,222055.44,289348.6,285598.8399999999,297215.8,254148.12,280350.68
35,240617.96000000002,276050.75999999995,247209.28,273747.60000000003,223540.56,304531.11999999994,288497.08,298138.2,263446.7599999999,301540.11999999994
36,242507.2,284267.6,248234.9,289123.60000000003,232533.99999999997,306184.4,289174.7999999999,299846.0,268011.1,313707.2
37,277792.12000000005,297587.6,254142.64,292217.12,243192.52,307386.88,290749.32,304069.6,284898.72000000003,315253.68
38,299483.6,311356.52,273299.27999999997,300509.80000000005,244809.16,308850.32,293614.48000000004,305100.2,285544.22,314006.92
39,300803.04,312363.92,288311.8,314211.68000000005,254197.07999999984,310023.24,297780.39999999997,315857.19999999995,287355.24,314846.56
40,307046.51999999996,313468.14,296121.6799999998,316139.32,271317.48,322722.72,301957.4,316783.6,288444.96,314991.83999999997
41,320341.8,312566.2,300124.2,317411.6,276606.19999999995,325509.7999999999,310870.0,317952.0,289562.4,319873.8
42,323271.08,313349.94,301199.72000000003,316042.6400000001,279163.8,327826.32,321238.52,319373.6,304067.00000000006,321923.27999999997
43,322177.28,317408.32,302711.08,317233.36,284575.44,328582.43999999994,326536.16,326482.2,305610.16,323215.04
44,322865.04000000004,318028.4799999999,301916.42,318528.56,285859.24,335498.7199999997,340387.6799999999,343114.2,307057.31999999995,327041.23999999993
45,324028.51999999996,322618.76,303168.64,324462.64,287590.92,358604.12,357446.48,353174.0,308880.6,340604.08
46,325965.6,325323.4,311126.19999999995,325816.0,286696.8,363543.4,360250.8,359504.0,323353.8,348751.80000000005
47,327070.92,342958.28,313478.76,333556.80000000005,287936.68,367682.88,366779.36,374272.00000000006,332658.44,354897.6
48,328665.2,353126.84,317381.68,342886.36000000004,289244.84,381158.4,387182.83999999985,397391.0000000001,336391.08,366464.64
49,334595.44,370616.08,318936.88,360762.88,293683.8,402415.03999999986,402510.19999999995,408238.8,347859.39999999997,390903.24
50,353204.12,373795.06,318611.46,361455.56,302197.32,413450.79999999993,411757.72,409337.39999999997,367067.64,399157.12
