index,352_1_de.napster.com,352_2_de.napster.com,352_3_de.napster.com,352_4_de.napster.com,352_5_de.napster.com,352_6_de.napster.com,352_7_de.napster.com,352_8_de.napster.com,352_9_de.napster.com,352_10_de.napster.com
35,460232.71999999986,181891.12,406563.44,195288.52000000002,218551.28,495927.4,265422.76,340693.39999999997,188264.36000000002,475099.48
36,468226.19999999995,181226.3,405583.8,202241.8,218972.8,495550.0,293214.5999999998,353219.5,191649.8,481770.00000000006
37,475382.84,185145.48,409704.56,218272.04000000004,224109.59999999998,499685.88,297119.4,374150.92,204310.6,484036.6000000001
38,478684.46,188682.08,408222.78,232554.8,241288.52000000002,500614.67999999993,311721.83999999997,375748.58,207219.55999999997,493123.08
39,479738.84,190222.4,408330.27999999997,246012.39999999997,246681.08000000002,505798.04,344395.2399999999,408257.36,222686.19999999998,501498.27999999997
40,488504.58,215134.59999999998,415397.36000000004,252432.35999999996,267775.8,503874.46,345016.84,409300.04,231729.5599999999,505845.48
41,501646.6,216775.6,417477.4,262516.0,272755.39999999997,513241.60000000003,345399.2,408868.2,246896.6,518561.8
42,504749.55999999994,219033.4,422132.04,271879.4,273845.04,519688.88,362515.16,410455.02,258264.51999999996,519064.24
43,524402.08,237728.4,428950.36,295374.16,280458.0399999999,531025.96,410248.92,412163.28,276600.12,524685.04
44,523271.56,246802.46,431569.60000000003,316237.7200000001,321951.8799999994,537791.24,411784.96,414394.98,289677.95999999996,526585.04
45,522097.27999999997,259002.75999999992,438802.64,335732.12,341094.48,540687.64,413382.72,417259.48,319299.72,532204.96
46,524109.9,278642.00000000006,439101.8,351342.7999999998,343526.2,542454.7,413109.4,416940.5,334480.9999999998,535035.2
47,531124.52,298019.1999999999,437183.51999999996,363552.72,351258.51999999984,544229.16,414821.12,423489.20000000007,361674.63999999996,539087.72
48,535379.24,323108.56,438800.7,373472.8,378403.32,544050.12,414013.72000000003,433541.6,386442.83999999997,539355.64
49,535775.88,335860.52,436672.88,386009.83999999997,404799.04,544162.92,414180.24,434531.08,399193.55999999994,541876.08
50,537858.7,349309.9199999999,437689.84,400909.56,408481.83999999997,544076.04,417065.32,434894.96,401125.75999999995,542805.64
