index,240_1_www.nist.gov,240_2_www.nist.gov,240_3_www.nist.gov,240_4_www.nist.gov,240_5_www.nist.gov,240_6_www.nist.gov,240_7_www.nist.gov,240_8_www.nist.gov,240_9_www.nist.gov,240_10_www.nist.gov
31,981067.8000000002,830551.7999999999,444216.39999999997,440647.0,579408.0,475654.7999999999,538935.0,502802.7999999998,516583.5999999998,1127528.0
32,1104736.36,961021.7200000001,514174.35999999987,448082.2,692491.6,516512.24,593640.4,535958.26,538801.56,1241093.28
33,1213481.32,1081540.52,528840.7200000001,506673.8,794419.3999999999,536152.76,702991.6799999997,537733.92,540311.96,1354120.44
34,1295444.8,1197986.4799999995,536366.76,516397.92,907821.7999999999,542794.6799999999,784823.3199999995,581646.7,543776.08,1472510.04
35,1408047.24,1340611.6,542277.48,520833.76,1000375.3999999996,609092.3599999999,867204.4799999999,673949.7599999997,557020.3200000001,1473977.72
36,1473158.4,1458412.2,600905.2000000002,549969.9999999998,1114712.0,676523.5999999999,970594.0999999997,739171.3999999997,639978.0000000001,1481560.6
37,1481147.08,1470735.6400000001,682151.6799999999,598210.9199999998,1212450.5999999999,748894.1599999999,1065279.92,833027.84,745327.9199999999,1503064.6
38,1483066.4,1527176.4600000002,766642.3200000001,674308.8799999994,1327688.7999999996,831437.5599999996,1148003.0,930923.7599999999,858480.7599999997,1533276.3199999998
39,1516741.32,1551685.16,837553.2399999998,750194.7599999999,1448821.1999999997,917510.44,1229773.2799999998,1010073.72,949290.2400000003,1559837.56
40,1560073.24,1555337.5999999999,914045.76,812245.7999999993,1476112.4000000001,1003135.7999999998,1304452.5199999993,1111168.9599999995,1073062.6,1561140.58
41,1562584.4,1558504.2,1003150.9999999999,874745.7999999999,1477140.0,1128841.1999999995,1434904.2,1219740.5999999999,1156266.5999999999,1564906.6
42,1568766.84,1562962.5,1082033.2,937784.64,1481053.4,1244075.6799999997,1472541.34,1320868.78,1228281.6400000001,1628680.6800000004
43,1571307.08,1611634.4399999997,1183018.3200000005,995359.6799999999,1521731.9999999998,1350408.44,1491934.32,1399727.48,1303601.0,1653677.44
44,1574188.6,1615279.02,1277554.16,1024524.3999999999,1559321.8,1452501.7599999993,1502760.94,1471086.74,1381036.96,1657616.46
45,1604160.7999999998,1616084.68,1365448.8,1047864.3599999999,1560985.8,1472215.24,1531058.44,1493389.4000000001,1475241.48,1700116.7999999998
46,1615426.2,1663650.2,1471328.5999999999,1128715.0,1562696.0,1472242.2,1558742.7,1500564.7,1475385.6,1708010.9
47,1644989.92,1664420.72,1481071.8000000003,1230809.8399999999,1603688.1999999997,1492034.0399999998,1559545.52,1516219.08,1480501.76,1713509.8
48,1668129.4800000002,1673828.56,1521910.92,1330347.279999999,1651537.2,1535320.9199999997,1564544.98,1538334.02,1499576.32,1721474.24
49,1712383.68,1677993.96,1551957.08,1433296.5999999994,1655274.0,1550665.16,1637714.04,1559312.88,1545966.0400000005,1736091.84
50,1714348.84,1677945.48,1552888.4400000002,1529280.7599999998,1664835.2,1554423.24,1652702.38,1560319.56,1559631.72,1735909.92
