index,184_1_www.microsoft.com,184_2_www.microsoft.com,184_3_www.microsoft.com,184_4_www.microsoft.com,184_5_www.microsoft.com,184_6_www.microsoft.com,184_7_www.microsoft.com,184_8_www.microsoft.com,184_9_www.microsoft.com,184_10_www.microsoft.com
37,1769121.28,2013447.28,2170718.2,1781469.4,1757733.4,1835117.0,2355236.8,2281575.5600000005,2311159.4,2097256.88
38,1792791.88,2046616.1199999999,2244223.02,1842127.88,1810220.2,1897788.4,2398330.1,2364155.5200000005,2411695.5,2134419.360000001
39,1871652.2400000002,2065593.8,2296688.4,1926103.6399999997,1862310.2,1945132.3999999997,2446498.4,2480862.8000000003,2460493.6,2167833.92
40,1931750.22,2128243.9,2348812.9,1997417.48,1921218.5999999999,2008314.9,2540747.179999999,2507972.24,2486992.5,2263991.2
41,2006493.8000000003,2189320.0,2417259.8000000007,2053406.6,1999985.5999999999,2048688.0,2635361.5999999996,2575308.0,2512528.0,2308338.2
42,2065393.3,2218280.66,2500493.1,2125912.1199999996,2100458.919999999,2121828.6,2770482.44,2670144.76,2623783.5,2347488.28
43,2186445.88,2274475.52,2596145.72,2189817.96,2197501.8,2177219.7999999993,2840970.1199999996,2775646.0800000005,2681826.0,2391840.52
44,2282674.14,2315051.08,2593878.26,2271136.32,2279730.36,2258660.1999999997,2912929.9,2899484.64,2748905.3999999994,2463051.0800000005
45,2400196.56,2419708.2399999998,2599504.92,2332613.9600000004,2297574.52,2362287.2,3018830.2,2982886.4,2840953.0,2511818.44
46,2432489.6,2459155.5,2608176.9,2351256.8,2363137.0,2447989.5,3110544.5,3071131.8000000003,2954269.5,2547643.4000000004
47,2517286.6,2521580.0399999996,2599943.36,2388991.68,2405657.72,2553503.4,3216371.959999999,3146762.04,3054477.6,2573129.7600000002
48,2604581.1000000006,2588128.06,2607615.56,2420618.6,2463524.8,2606590.8,3339393.1,3256095.2,3152161.8999999994,2586500.72
49,2616796.6000000006,2579011.8,2629470.8,2438053.08,2534455.48,2608810.8,3466939.1599999997,3358603.8,3261716.399999999,2595299.12
50,2608442.2800000003,2579883.7,2636002.24,2438122.16,2586843.0,2613347.5,3495438.079999999,3449398.4,3392174.8,2582605.2
