index,388_1_www.netzkino.de,388_2_www.netzkino.de,388_3_www.netzkino.de,388_4_www.netzkino.de,388_5_www.netzkino.de,388_6_www.netzkino.de,388_7_www.netzkino.de,388_8_www.netzkino.de,388_9_www.netzkino.de,388_10_www.netzkino.de
16,2628664.2,1247153.0,1487183.0,2284101.4,2235459.4,1773667.0,2153650.7,1943613.599999999,2305605.7999999993,1533478.5999999999
17,2886951.64,1301793.12,1552079.88,2536037.56,2463430.92,1889750.0000000002,2453641.68,2295936.6,2484179.12,1665812.56
18,3005088.5599999996,1343732.58,1698294.04,2855279.72,2638180.8399999994,2113034.4000000004,2745865.920000001,2434310.22,2770456.1199999996,1927151.04
19,3317944.8,1367261.24,1810325.48,3409153.88,2851082.72,2264462.0,3214528.64,2729532.28,3054774.4799999995,2130964.92
20,3632137.6800000006,1400411.3600000003,2111134.36,3901665.3,3198157.639999999,2467263.0,3669668.0000000005,3080231.359999999,3401724.4599999995,2277010.52
21,3941972.2,1515912.2,2193675.2,4602465.600000001,3608936.5999999996,2823475.0,4220621.2,3508300.7999999993,3700983.9999999986,2655674.0
22,4212532.6,1602547.28,2299119.2400000007,5307550.9799999995,4098974.7599999993,3272263.8000000007,4690954.96,3596529.04,4136891.4799999977,3034501.159999999
23,4696479.840000001,1673354.72,2521698.3200000003,5962663.5200000005,4609213.76,3650007.0000000005,5148131.32,3766824.9599999995,4467198.28,3440402.7600000002
24,5312311.880000001,1864568.76,2765401.56,6477192.079999999,4931356.6,3993955.2000000007,5755546.5200000005,4152015.26,4512384.26,3577639.3200000003
25,5946441.12,2090290.32,2914281.56,6999236.88,5357402.8,4479768.0,6370038.640000002,4523506.4799999995,4793266.6,3621159.08
26,6599192.0,2289227.5,3176763.0,7637579.0,5779201.0,4950910.000000004,7016365.5,4903333.999999998,5344648.999999998,3732544.0
27,7184197.88,2422882.1199999996,3522106.04,8290325.04,6215903.68,5356995.8,7781010.2,5358126.52,5824050.919999995,4104885.0400000005
28,7784813.879999999,2632711.2400000007,3620968.24,8930322.52,6562782.5600000005,5587722.800000002,8496242.48,5606115.52,6366102.819999999,4504440.32
29,8366611.640000001,2848222.08,3657126.44,9492133.0,6855380.12,5912543.6,9139796.08,5861044.56,6923769.760000001,4865504.4799999995
30,8953079.4,3094408.44,3732499.0800000015,10103346.6,7177587.919999997,6188345.800000001,9724746.24,6326122.34,7449087.6,5236676.840000001
31,9687772.4,3383070.0,4078469.6000000006,10778957.0,7479870.399999999,6561970.0,10239922.6,6757231.0,7696199.8,5650330.800000002
32,10292738.24,3580549.14,4473414.48,11380949.88,7963164.4799999995,7063617.400000001,10735042.1,7161469.24,8049729.519999994,6008712.96
33,10815089.16,3602106.8,4816734.08,11993604.48,8500583.559999999,7586494.0,11331405.000000002,7682145.0,8320956.52,6396949.12
34,11356173.52,3606670.56,5276530.4,12552022.260000002,8824663.68,7977427.000000001,11981645.920000004,8120982.399999999,8668197.78,6721921.8
35,11702963.16,3612864.52,5682471.4799999995,13157887.8,9160465.0,8512642.600000005,12589956.24,8610560.799999997,9039058.84,7056845.44
36,12314287.799999999,3641256.9,6039225.000000002,13745896.0,9397043.0,8871090.0,13141955.5,9009785.5,9294499.3,7438241.000000001
37,12920551.079999998,3724626.96,6407044.6,14365517.52,9752772.879999999,9299001.4,13709688.6,9378198.36,9576921.999999996,7637541.719999998
38,13525969.840000002,3897370.68,6730163.0,15019345.8,10306249.4,9669256.800000003,14285409.760000002,9642479.18,10088336.039999995,7960236.8
39,14135007.44,4122442.64,7065812.839999998,15666963.08,10741765.279999997,10081920.800000003,14869881.84,9883501.76,10553646.2,8416689.76
40,14860603.040000003,4351001.04,7402936.72,16318313.820000002,11164938.44,10624961.8,15441011.460000005,10141945.359999996,10967568.299999999,8901206.6
41,15630273.0,4447296.8,7711183.0,16968320.2,11599888.0,11143747.0,16084007.8,10468229.6,11366229.0,9121712.4
42,16340523.440000001,4650329.880000001,8065575.88,17678978.92,12041010.0,11706723.400000002,16665211.680000002,10872646.579999998,11766937.42,9197327.72
43,16853267.12,4883163.12,8421398.120000001,18275579.839999996,12591549.839999998,12169701.0,17355424.52,11190911.84,11877264.44,9211627.24
44,17501681.48,5081577.100000001,8757303.0,18888163.340000004,13085823.44,12678652.0,17993009.98,11266626.18,11968268.1,9343690.84
45,18156902.000000004,5275459.2,9142265.28,19062349.48,13564723.52,13003008.600000005,18476196.8,11489700.879999999,12129308.8,9520409.08
46,18675243.6,5422784.5,9555982.599999998,19085225.1,14077467.999999998,13395978.000000002,19210103.0,11705557.699999997,12224258.1,9673095.200000001
47,19224536.560000002,5598833.439999998,9888973.280000001,19109547.56,14674603.16,13745036.8,19816829.08,11767816.28,12343322.92,9714986.12
48,19967124.92,5779780.96,10158004.76,19291019.16,15274857.559999999,14200357.0,19947848.480000004,11893713.6,12448374.4,9788152.959999999
49,20712966.560000002,6004767.28,10471442.120000001,19795084.64,15672696.479999999,14628992.600000001,20006601.04,12006319.2,12607991.92,9868655.56
50,21055085.040000003,6180359.98,10732281.200000001,20036122.42,16172246.92,14810149.600000001,20026781.02,12157495.239999998,12865538.159999998,10008713.6
