index,276_1_www.sparkasse.de,276_2_www.sparkasse.de,276_3_www.sparkasse.de,276_4_www.sparkasse.de,276_5_www.sparkasse.de,276_6_www.sparkasse.de,276_7_www.sparkasse.de,276_8_www.sparkasse.de,276_9_www.sparkasse.de,276_10_www.sparkasse.de
31,250281.6,236064.0,393066.0,668567.0,217221.0,249560.0,231663.99999999997,223474.0,346017.80000000016,265937.0
32,257506.32,240360.8,393866.2,681110.3,218408.5,251100.0,235353.48,228333.28,371692.22,313915.0
33,256230.0,243877.0000000001,399039.8,683750.4,218903.0,258033.0,242971.04,242313.16,383761.04,365559.0
34,276748.1599999999,278209.0,453881.44000000024,695776.2,225055.5,256638.0,244986.92,246400.08,392464.02,433419.0
35,320859.03999999986,300801.2000000001,514455.32000000007,707225.0,241137.0,266380.0,244734.64,257308.88,393111.96,474694.0
36,364711.1999999999,355102.5,548753.0,708588.5,264811.0,335020.0,247447.1999999999,276249.6,393604.4,504174.0
37,421237.5999999999,416726.8000000001,570700.56,721876.2,300304.0,390816.0,271116.48,292728.24000000005,393515.6,526080.0
38,492486.24,472720.90000000026,612670.2,723446.3,342843.0,452092.0,353870.8800000003,348990.48,394388.8,569166.0
39,546117.2399999998,501894.40000000055,643111.640000001,725349.0,365742.0,519692.0,396749.8399999999,389825.72,395714.2,621771.0
40,551188.22,517408.7,670808.1200000001,727522.0,389060.0,562574.0,442175.1,449761.12,474999.24000000034,647049.0
41,554623.7999999999,542968.0,674331.4,729304.0,447602.0,639487.0,517487.40000000026,487898.19999999995,533475.4000000006,650345.0
42,568603.72,552279.4,685358.6200000002,735104.1,502921.0,671788.0,538141.06,527833.12,573437.54,661350.0
43,630877.2399999994,602068.2000000002,689814.36,738479.6,540409.0,682273.0,563133.6,555116.5999999999,630672.7200000001,666121.0
44,675898.9199999999,652753.8000000002,693017.1200000001,740310.4,569445.0,684970.5,614361.3200000004,602750.88,669814.08,677329.0
45,678237.12,671507.8,703932.52,748384.8,613992.0,686838.0,654267.96,662134.2,679390.84,686683.0
46,691907.0,676874.5,713154.0,750751.0,649469.5,690301.5,656292.4,663067.6,684746.5,689198.5
47,694498.3999999999,679361.4,715868.68,752860.4,662371.0,703752.0,669069.36,677689.6000000001,690427.8,690899.0
48,711272.52,682957.6,728617.9400000001,755234.6000000001,664390.5,706575.5,671136.18,681159.2000000001,704114.5599999999,702625.5
49,714160.2,695450.7999999999,729133.76,757824.4,664805.0,715550.0,675711.32,690533.84,706115.6000000001,702659.0
50,714825.92,701906.1000000003,729166.88,757649.2,677183.5,717005.5,677208.04,689531.04,708337.52,702666.0
