index,278_1_www.deutsche-bank.de,278_2_www.deutsche-bank.de,278_3_www.deutsche-bank.de,278_4_www.deutsche-bank.de,278_5_www.deutsche-bank.de,278_6_www.deutsche-bank.de,278_7_www.deutsche-bank.de,278_8_www.deutsche-bank.de,278_9_www.deutsche-bank.de,278_10_www.deutsche-bank.de
22,1286773.7999999993,1307050.6,1291319.02,1185078.0,1070429.0,1202797.08,1133938.4799999997,1177777.2400000002,1037176.36,1297297.12
23,1385737.64,1426153.7999999998,1318918.48,1255643.1600000001,1166159.44,1365048.16,1246006.36,1288439.6,1088902.08,1384373.9200000002
24,1449922.56,1442993.56,1392460.48,1336427.04,1249803.9199999997,1425360.84,1350544.48,1352614.1199999996,1178628.6400000001,1443293.84
25,1453002.92,1451527.5999999999,1449800.24,1428359.96,1350424.4400000002,1446334.52,1442775.7999999998,1430220.8399999999,1299071.56,1446118.32
26,1462278.0,1454202.0,1457422.5,1440277.0,1427544.0,1455627.0,1453852.0,1444117.0,1382140.0,1455646.0
27,1485117.0799999998,1463604.48,1476662.72,1448136.72,1445806.32,1462130.56,1463704.08,1446957.72,1454219.1199999999,1463609.52
28,1516601.12,1536149.76,1577586.4799999997,1455640.84,1455221.34,1489615.8399999996,1470596.64,1487167.2000000002,1454705.68,1469905.64
29,1522040.24,1587333.2,1584265.64,1477583.76,1455342.8800000001,1511441.24,1506865.32,1584188.0000000005,1483593.48,1516735.88
30,1523720.64,1586708.32,1588573.46,1577126.54,1472724.32,1516725.28,1522288.76,1642471.0,1556583.56,1520089.08
31,1540363.4,1586772.6,1589462.4,1589595.2,1495511.4,1519317.4,1525170.8,1650355.2,1590002.0,1556617.4
32,1643655.28,1593024.36,1663151.3199999996,1590036.54,1543185.2200000002,1579752.8,1530286.0,1650925.56,1591269.04,1625140.04
33,1661583.08,1629175.2,1728580.0399999996,1591320.5999999999,1587988.12,1604487.56,1619974.48,1651398.4,1590032.2,1650521.92
34,1661012.24,1666762.1199999996,1791594.0399999986,1645425.54,1593496.8,1669813.9599999995,1660100.28,1673911.84,1642817.5599999998,1653304.8800000001
35,1709955.3999999994,1736699.04,1859023.8399999999,1669297.0,1660204.56,1716117.24,1688266.8,1738575.84,1707785.4000000001,1652471.32
36,1736531.2,1795070.2,1864613.3,1732780.0,1717014.3,1719176.4,1721163.4,1822552.4,1732155.8,1689741.8
37,1738965.6800000002,1843688.7999999998,1914288.44,1769788.24,1759415.8399999999,1723576.52,1734935.84,1825089.48,1799972.5599999998,1730243.56
38,1738831.48,1859286.8,1984544.58,1839470.96,1839320.7600000007,1723526.72,1733854.16,1854383.2,1867624.0399999998,1740767.96
39,1762672.8399999999,1863308.32,1989488.7599999998,1861575.68,1862131.0,1758842.76,1737186.4,1925319.68,1869551.44,1801351.08
40,1826238.52,1905958.9999999998,2017249.9799999997,1866821.24,1871526.26,1811809.92,1775097.4,1928332.76,1906197.2,1871168.3200000005
41,1844499.3999999994,1937377.2,2051429.2,1872117.0,1928784.2000000002,1826932.2,1840351.2,1933451.4,1922830.4,1916240.6000000003
42,1885895.92,1943519.68,2054397.94,1893832.92,1978219.62,1869238.4,1881903.4,1945419.84,1988866.08,1986451.48
43,2004147.32,1948096.04,2059696.16,1925329.28,1994564.64,1910017.6400000001,1926559.0799999996,1965666.36,2019131.28,1990001.4000000001
44,2008460.04,1993483.72,2066428.62,1952702.5999999999,1994860.26,1994518.52,2004826.28,1999121.12,2062430.12,1997547.8800000001
45,2014562.08,1999614.7999999998,2073602.44,2038623.56,1997873.72,2000412.4,2011087.84,2049486.6,2063936.4,2001712.84
46,2044105.5999999996,2046453.6,2077974.4,2062631.4,2010277.7,2006116.2,2040950.1999999995,2066583.0,2074119.2,2003289.0
47,2095663.9999999998,2068542.24,2079479.32,2063785.44,2041419.3999999997,2056833.44,2084322.96,2075228.76,2078298.64,2009967.5600000003
48,2140599.68,2069248.8800000001,2084409.22,2067625.54,2075313.46,2066262.3599999999,2137011.36,2075441.68,2084507.84,2031560.04
49,2148309.92,2075100.72,2090632.04,2075345.12,2079102.56,2132052.16,2144266.7600000002,2078599.32,2090358.8400000003,2087332.8800000001
50,2148382.08,2076057.72,2096257.08,2078734.56,2081340.18,2136687.52,2145039.16,2083655.44,2090971.84,2136552.28
