index,113_1_www.xing.com,113_2_www.xing.com,113_3_www.xing.com,113_4_www.xing.com,113_5_www.xing.com,113_6_www.xing.com,113_7_www.xing.com,113_8_www.xing.com,113_9_www.xing.com,113_10_www.xing.com
36,226095.0,246123.30000000002,698741.7999999999,264558.5,262867.5,621910.8,246433.2,235821.20000000027,619023.0,269649.89999999997
37,235122.0,268766.1600000001,701384.12,273076.8,263599.0,646113.04,246007.52,263244.56,620299.0,287687.36
38,261806.5,323414.2399999999,709110.68,275012.8,276760.10000000003,649204.96,253331.8,267987.49999999994,644382.0,362302.2800000002
39,263303.0,382876.07999999996,707652.0800000001,294491.2,306138.19999999995,708249.76,270002.92000000004,313314.92000000004,674168.0,404826.7599999998
40,265222.0,444838.83999999997,713696.8799999999,326258.2000000002,392127.79999999923,708648.72,270579.00000000006,389325.02000000037,704488.0,494997.28000000014
41,308178.0,500535.2,716197.2,375734.0,456173.0,714151.8,271954.60000000003,444205.80000000016,707621.0,550811.7999999999
42,359831.0,537171.72,717184.08,425401.80000000005,491264.39999999997,713299.24,310505.3999999999,526290.1200000006,710752.0,613717.28
43,439638.0,585291.76,719785.96,497228.80000000016,548736.2,716610.84,367699.51999999967,592049.8,710568.0,619956.44
44,486627.0,609504.14,720442.08,554239.2,610625.1,720676.8,432930.35999999987,610766.22,710797.0,632369.6
45,522562.0,626855.9599999996,727018.48,607385.2000000001,613406.6,722120.68,466949.31999999995,612135.48,714464.0,644024.96
46,578229.0,632372.9,735367.4,619436.0,618170.9999999999,728418.7999999999,528641.7999999999,634884.8000000002,714815.0,647871.3
47,609122.0,644205.1599999999,736953.52,632130.6,636949.8,729482.08,590162.4399999997,640162.92,719920.0,704914.48
48,618449.5,666924.34,740520.56,635511.7,643907.4,731005.8400000001,619749.2,646291.8800000005,724290.0,708346.38
49,619330.0,695752.48,746111.52,684755.6000000001,696673.3999999999,739531.4,630337.32,694140.6800000004,725116.0,707529.68
50,633684.0,697199.18,749330.36,705135.5,702675.7,742876.92,639833.0799999998,698509.46,727791.0,707321.84
