index,288_1_www.dkb.de,288_2_www.dkb.de,288_3_www.dkb.de,288_4_www.dkb.de,288_5_www.dkb.de,288_6_www.dkb.de,288_7_www.dkb.de,288_8_www.dkb.de,288_9_www.dkb.de,288_10_www.dkb.de
18,529871.1,441058.76,534557.92,527264.62,437776.62,496949.76000000007,547864.9600000001,548471.76,312431.80000000005,344722.8
19,548856.0399999999,501554.84,554365.6,549469.3200000001,473598.63999999996,536115.12,555690.8,556473.6,364125.72000000003,409189.36
20,556631.5599999999,548299.66,560588.1,552706.4800000001,502852.51999999996,544911.96,604446.12,590811.64,408567.3600000001,461501.0799999997
21,562025.6,555622.0,597668.0,589384.0000000001,534535.6,552091.0,669326.8000000002,632840.0,475624.8,529581.8
22,604671.9,566329.1,628414.9,632394.7,555709.48,572935.8,696437.6,674880.16,531904.36,545092.16
23,690693.0399999999,617665.2,647163.3999999999,679508.2400000001,563561.2,599492.7600000001,754644.8800000001,728687.1199999999,561625.44,548354.6
24,753343.3599999999,685897.0399999999,678411.36,772962.6400000001,593726.52,651034.64,843791.52,816273.1999999998,569268.96,554191.2
25,786667.4400000001,753023.7199999999,744636.4800000004,845288.04,659797.64,753757.4,887597.12,891029.4799999999,641289.9200000003,595528.16
26,833369.0,812873.0,842529.0,862046.0,721918.5,781025.0,953846.0,939520.0,689789.0,631184.9999999998
27,881548.56,872371.6399999997,864646.12,989264.9199999999,782199.6,863640.4400000002,1046928.6400000001,1023431.7200000001,739349.4,694716.8400000001
28,974549.6199999996,944271.06,922724.44,1058649.5600000008,801875.0,967945.3600000002,1120460.36,1116819.32,809418.88,734947.0799999998
29,1048814.68,1008678.0799999997,982153.16,1153926.72,866809.5999999999,1021487.7999999999,1187437.24,1174710.2799999998,899924.5600000003,765536.4
30,1125789.8,1111680.6600000001,1055346.48,1170607.4000000001,953783.2,1090599.3199999998,1281239.7199999997,1301166.4,936815.16,850577.7199999999
31,1160406.0,1157339.0,1127123.6,1219015.8,1044714.0,1151974.8,1370231.0,1408368.7999999998,1028320.0000000001,897349.2
32,1178975.56,1231722.6800000002,1199861.72,1283391.4000000004,1122095.0399999998,1219007.2,1467562.68,1517316.96,1120360.88,933372.1199999999
33,1257192.5599999996,1320374.44,1304301.56,1364063.7200000004,1162653.56,1319868.6400000001,1530708.76,1596208.5599999998,1227415.6,1021976.0399999996
34,1380458.28,1406602.72,1384903.7600000002,1436703.8,1224198.64,1408402.1600000001,1643507.8800000001,1683652.48,1312881.9200000004,1119891.56
35,1482455.28,1493339.08,1459495.08,1561599.6800000002,1319503.3199999998,1506478.4,1734452.12,1742069.04,1426057.48,1159889.44
36,1554366.1999999995,1591836.9999999998,1514897.6000000003,1645961.6,1375226.7999999998,1595378.4000000006,1816425.0000000005,1822467.6,1500752.4000000001,1271421.9999999998
37,1623777.28,1682329.8800000001,1596105.32,1764064.4000000001,1436935.32,1669081.68,1913744.0799999998,1920478.9600000002,1581334.84,1344935.44
38,1686138.44,1776335.7199999997,1653889.5200000003,1849824.72,1519220.5599999996,1754098.88,1980086.76,2019759.92,1676003.8400000008,1437576.64
39,1763657.7599999993,1859521.8,1736909.4799999997,1922212.2800000003,1614911.24,1839436.72,2053252.84,2117067.1999999997,1765501.1600000001,1511528.7199999993
40,1825700.2799999996,1950382.72,1831289.36,2048214.5600000008,1706494.7199999997,1913965.2,2123715.3200000003,2196433.36,1854893.36,1578803.0399999998
41,1875054.7999999998,2050456.2000000004,1885057.7999999998,2141561.4000000004,1758954.1999999997,2001593.6000000003,2193963.2,2291499.4,1959063.4,1646787.5999999999
42,1943658.06,2164858.72,1978822.24,2245147.4000000004,1866911.3599999999,2107920.5600000005,2242846.88,2362547.96,2056877.84,1714303.0399999998
43,2053616.84,2262390.28,2035006.0400000003,2342019.3200000003,1920766.84,2193140.8000000003,2338732.08,2405620.96,2157692.48,1798554.2399999993
44,2148000.1999999997,2343501.08,2110660.96,2406426.44,1983747.4399999997,2296885.4400000004,2358622.12,2410718.36,2245758.5200000005,1858157.1199999999
45,2242792.92,2407909.04,2198620.6799999997,2412353.08,2062009.32,2359481.72,2368093.84,2409833.68,2330857.1200000006,1918570.2399999998
46,2318265.1999999997,2414322.9,2291977.0,2410813.9,2107097.5999999996,2406753.2,2414356.2,2416867.4,2410749.1999999997,2015895.5999999999
47,2370329.92,2412947.72,2372890.12,2417994.36,2193206.2,2409362.96,2417022.72,2427428.12,2417176.68,2083019.16
48,2414655.92,2473209.78,2415371.58,2445709.2,2265711.9599999995,2418526.88,2432407.76,2464458.36,2418672.84,2168728.84
49,2419106.24,2532417.4,2418570.84,2477649.08,2343768.04,2465720.56,2509519.56,2497076.4,2448315.32,2262135.68
50,2419483.06,2538131.16,2419436.7399999998,2487355.26,2412060.56,2524674.52,2557791.6799999997,2542277.6399999997,2513871.96,2353668.28
