index,287_1_www.dkb.de,287_2_www.dkb.de,287_3_www.dkb.de,287_4_www.dkb.de,287_5_www.dkb.de,287_6_www.dkb.de,287_7_www.dkb.de,287_8_www.dkb.de,287_9_www.dkb.de,287_10_www.dkb.de
33,678103.96,649709.84,643706.8,648245.16,647617.92,655748.28,640581.32,653115.48,647080.12,657094.12
34,676720.4,680658.1,646407.8999999999,647474.16,643109.76,654300.46,645079.52,653454.62,651044.66,657456.44
35,701335.0799999998,717493.12,677849.6,669853.3599999999,645139.04,655492.52,649077.84,654771.56,648041.68,657260.5599999998
36,738471.2000000001,750135.7999999999,674962.5,703645.9999999999,664525.5999999997,693876.1,650609.4,655271.1,657956.1,684616.0
37,772322.6000000001,769014.5199999996,675082.8,720325.96,691975.24,694081.8799999999,648526.16,653509.68,668229.2000000001,691009.3200000001
38,807028.64,809451.4,676499.1,754920.52,695369.9199999999,708569.6200000001,654409.6,673022.9600000002,685356.4,726998.48
39,802788.1200000001,820016.36,702703.0,776138.9199999993,720272.04,721926.6000000001,682236.04,707185.0399999998,720710.0,763294.3999999999
40,815679.4000000003,855136.96,754153.6000000003,810043.24,741912.7599999999,753741.8000000002,688830.96,726978.32,717531.66,796222.56
41,849283.2,884615.0,784554.0,810658.3999999999,754632.0,781572.6000000001,704464.0,743532.0,745995.2,810336.9999999999
42,854293.64,905751.14,800046.8000000002,848448.3200000001,789796.4,809973.7200000002,746480.2,794284.08,771754.8,817132.7999999999
43,861822.72,909336.6,802510.0,892240.4400000001,818643.0,842029.7200000001,789593.2799999996,812837.28,820729.0,830714.32
44,896391.3600000003,913455.7199999999,824735.5999999999,905843.0800000001,843084.98,868625.1799999999,806256.6000000001,826750.6,843054.5,863709.3999999999
45,914243.9199999999,918015.9600000001,852679.2,909888.6,861650.4,903106.92,815197.9599999998,862435.8,862571.64,899041.96
46,920158.0,943685.8,858172.0,915738.4,892122.7999999999,919350.7,848477.2,904875.1,897924.1,917616.3999999997
47,920279.0400000002,979487.8399999999,860762.4000000001,915158.3999999999,913076.72,924780.6799999999,862288.4,915096.96,912561.36,922970.2799999999
48,951021.3600000007,1001267.68,894985.4000000001,956860.8399999997,913650.2,925063.98,899872.7999999999,923387.14,917754.78,924513.0799999998
49,1002573.8000000002,1027966.6,903917.6000000004,1015949.2,918586.12,947966.4800000002,913227.4,926294.64,932181.68,928217.72
50,1044438.76,1053084.06,914107.7,1073804.7999999998,943939.0399999999,991806.4800000001,918054.92,936807.2000000004,990648.4400000002,955730.84
