index,141_1_www.alexa.com,141_2_www.alexa.com,141_3_www.alexa.com,141_4_www.alexa.com,141_5_www.alexa.com,141_6_www.alexa.com,141_7_www.alexa.com,141_8_www.alexa.com,141_9_www.alexa.com,141_10_www.alexa.com
35,2476170.0,2543168.56,2109429.5600000005,2051470.0,2750903.2800000003,2438583.32,2409552.04,2459910.0,2351843.24,3086779.16
36,2526834.0,2559103.8,2328454.6000000006,2223670.1999999997,2781106.6,2492841.0,2426728.6,2523127.0,2377680.1,3148636.2
37,2587649.8,2580499.56,2549363.56,2386906.6,2785478.16,2560517.56,2461323.36,2566585.0,2413652.52,3164169.28
38,2621399.0,2604098.68,2622343.52,2419825.14,2790843.6,2614792.68,2485859.92,2602541.0,2452668.62,3188969.32
39,2679962.4,2632687.08,2674036.64,2440805.56,2833469.16,2653523.32,2490086.32,2620041.0,2508014.16,3265720.9600000014
40,2784418.6000000006,2709423.2800000003,2687898.3200000008,2444798.98,2837808.68,2658761.04,2561511.2,2666113.0,2529356.26,3372170.94
41,2805829.0,2734963.5999999996,2761026.000000001,2451157.2,2847955.8,2807381.4,2658086.6000000006,2673962.0,2600508.8,3395994.6
42,2811777.1,2740503.16,2859360.32,2471019.2399999998,2845428.6,2811134.32,2800733.44,2680435.0,2657648.88,3438309.0000000005
43,2816992.0000000005,2744470.0,2864340.12,2482726.1999999997,2978709.5999999973,2819045.2,2810418.52,2717369.0,2752031.64,3564677.08
44,2823529.3,2751654.08,2868861.22,2588563.12,3032101.12,2827408.72,2815221.68,2834081.0,2758250.58,3570786.86
45,2828399.4,2757159.24,2872784.68,2660545.3200000003,3035712.8,2871853.64,2819794.28,2841558.0,2762860.7600000002,3601871.32
46,2859461.0,2763376.0,2877206.8,2667452.3,3043142.8,2930177.8,2826059.0,2845320.0,2772251.1,3606922.9
47,2922913.1999999993,2764012.0,2880413.36,2671492.92,3049842.64,3045876.84,2831188.04,2885573.0,2778189.32,3612797.28
48,3030442.2000000007,2774118.76,2920615.72,2680796.62,3056184.4,3048813.0,2871337.44,2919651.0,2819250.68,3619276.82
49,3053401.4,2802835.2399999998,2927326.6,2827450.0799999996,3062482.72,3056593.48,2875738.04,3062420.0,2822769.8000000003,3624803.2
50,3062879.1,2860405.5600000005,2934016.8,2840044.7999999993,3062581.84,3063520.28,2933440.3999999976,3061844.0,2848313.74,3632582.98
