index,155_1_www.icann.org,155_2_www.icann.org,155_3_www.icann.org,155_4_www.icann.org,155_5_www.icann.org,155_6_www.icann.org,155_7_www.icann.org,155_8_www.icann.org,155_9_www.icann.org,155_10_www.icann.org
18,169137.52000000002,107604.4,203620.56,217947.99999999983,170720.62,239503.1,256267.22,221085.0800000001,282259.78,260634.52000000002
19,184544.91999999998,133719.00000000023,206455.64,245854.39999999997,207948.7600000001,274666.4,275489.55999999994,258179.04,285366.6,269410.63999999996
20,219901.79999999996,185403.59999999995,230104.91999999966,287830.4,264247.77999999997,302006.56,302960.76,259299.7,298633.3599999999,289952.58
21,244006.2,221547.0,243633.99999999994,298856.0,299937.7999999999,306913.8,304171.6,269462.2,310398.9999999998,307549.2
22,245671.52,271279.00000000006,280876.39999999997,302335.9,327119.96,324755.58,315368.86,286233.74,353469.04,310533.64
23,295320.68,313714.6000000001,318987.39999999997,306302.2,341507.07999999996,328028.2,320198.8,300054.24,369169.44,322355.04
24,313490.16,324822.2,349894.3999999999,320822.2,351924.64,342964.45999999985,327138.34,306698.64,384973.3,348542.27999999997
25,314643.72,341720.2,393576.8,322662.3999999999,355150.08,355351.04,333090.19999999995,311109.28,432985.32,362638.95999999985
26,341117.0,342992.0,448416.9999999998,343261.5,375832.5,382804.0,334959.5,359893.5,473260.5,416787.0
27,345829.96,357961.0,517703.2399999998,396327.0,400584.55999999994,402173.60000000003,342897.99999999994,399331.48,531335.76,454421.72
28,372274.6,385915.20000000007,567358.68,444335.89999999985,434033.0,422755.6799999999,379748.67999999993,425416.2800000001,571120.7,482131.06
29,402351.84,386651.4,574816.1599999998,480865.39999999997,451129.36,460018.5999999999,412420.19999999995,451393.28,617167.8,531555.4
30,461013.88,401101.2000000002,624330.0399999999,552601.0999999997,477368.72,519240.7,436718.93999999977,484614.42,636964.2000000002,565574.4199999999
31,482230.80000000005,445615.0,653205.6,598985.0,527432.0,552108.5999999999,476883.6,517915.6,701758.8,588246.8
32,522950.52,484576.2,678097.2,638826.5,581586.5,588325.0799999998,514260.8999999999,549962.8,710130.06,601454.5199999999
33,548789.04,512370.4000000001,716456.7599999998,672468.2,614675.36,620944.6,544937.3599999999,589788.4400000001,737410.68,610986.3599999999
34,565371.4800000001,558395.2000000003,748884.2,701602.6000000001,662411.7599999999,658594.12,577024.7,604728.12,788122.7600000001,658901.3799999998
35,617446.4,612398.8,792751.0,732518.2,699135.3200000001,697003.12,641115.2799999999,606893.2,839774.76,689558.16
36,670825.2000000001,663186.0,838991.0,772680.5,730581.0,726796.2,684101.5,642900.0999999997,877552.5,694643.1
37,703430.44,678733.2000000002,889139.5999999999,777548.8,771279.6800000002,741487.64,725397.36,668551.4,916391.6799999999,732824.3599999998
38,706050.36,737113.8,949735.4,790980.7,796156.88,743121.26,749013.86,723733.2200000002,955711.5400000002,779686.7000000001
39,739904.92,754436.2,978093.4400000001,838423.0,812315.24,779671.4,770045.4799999999,782807.96,1022290.9199999998,809974.3999999999
40,781048.1200000001,771402.8,981736.8799999999,881675.5,837225.72,803111.96,815468.9999999995,834086.3400000001,1075205.24,867731.5799999998
41,845144.4,824428.0,997334.8,884553.0,850668.0,857043.0,874592.9999999998,884765.0,1133819.2,925780.9999999999
42,862274.8,859088.4,1013674.64,930884.7999999997,900250.1,866248.84,912577.8399999997,919142.1799999999,1178344.36,981893.58
43,880430.04,867244.4000000001,1022661.9199999999,958756.2,944478.2800000001,907756.6,947022.7999999999,977949.36,1251070.9200000004,1030515.8399999997
44,913511.0800000002,897393.9999999999,1049638.84,976019.8000000002,970530.72,963634.0000000001,990498.7,1005877.7200000003,1307629.84,1061166.36
45,947484.44,954913.2000000002,1053225.8,988214.4,990973.6,1007024.8799999995,992240.08,1058873.48,1309665.04,1089860.16
46,978340.4,1004658.0,1091705.6,990503.0,1028517.7999999999,1056005.5,997876.4999999999,1102355.5,1311172.3,1101180.8
47,999482.3999999999,1064582.0000000002,1097495.48,1038529.3999999996,1066256.4799999997,1101769.44,1085890.8399999996,1151572.16,1313370.8,1121908.0799999998
48,1047671.2400000003,1110735.6,1151837.5999999999,1101021.9,1105775.7,1129051.0999999999,1105474.1799999997,1153318.02,1313509.32,1151838.34
49,1099475.6,1146541.4000000004,1197471.6,1139560.5999999996,1146471.04,1205033.24,1135729.8399999994,1195820.2,1316297.68,1209451.5999999999
50,1152975.0800000003,1195678.0000000002,1264578.7999999998,1196578.7,1176916.62,1243677.3599999999,1202513.8999999997,1210500.56,1316250.16,1268259.48
