index,362_1_soundcloud.com,362_2_soundcloud.com,362_3_soundcloud.com,362_4_soundcloud.com,362_5_soundcloud.com,362_6_soundcloud.com,362_7_soundcloud.com,362_8_soundcloud.com,362_9_soundcloud.com,362_10_soundcloud.com
18,1101587.16,891012.36,905191.3600000002,880685.6399999999,960140.68,1093470.28,1092918.36,1096581.44,1225050.4,1288467.84
19,1108941.64,942331.0800000001,981459.1600000003,943317.2000000001,1049328.16,1097374.88,1100844.08,1103941.76,1294012.92,1291613.96
20,1153131.0200000007,1003419.4,1062195.8,1003356.1,1063978.12,1105306.2,1107983.38,1114767.84,1301559.16,1300610.88
21,1203529.4,1060955.2,1071204.4,1073753.7999999998,1077098.8,1169651.7999999998,1114141.0,1118208.4,1304442.6,1359679.6
22,1247885.04,1066332.84,1079647.32,1146560.9000000001,1080117.28,1194300.66,1118803.86,1126975.92,1310664.32,1390734.28
23,1352324.5600000003,1074528.32,1082680.64,1230373.6,1085551.2000000002,1291140.44,1129615.76,1191514.16,1389796.08,1454496.2400000002
24,1358124.98,1087810.28,1091470.04,1295560.4,1116795.92,1336709.22,1195464.32,1215427.26,1395847.88,1515144.68
25,1367000.4000000001,1134268.44,1130113.12,1311252.28,1157096.64,1345140.16,1212506.84,1268153.28,1418042.76,1543737.76
26,1390327.0,1167064.0,1169778.0,1326736.5,1190836.0,1350013.5,1244796.0,1360131.0,1471256.0,1547400.0
27,1490189.44,1193710.36,1235044.56,1331451.7999999998,1320451.32,1365115.8,1353798.92,1365709.48,1552376.12,1555393.5999999999
28,1518095.74,1222704.4000000001,1259447.16,1367049.3800000001,1325997.96,1365481.44,1355312.98,1371919.66,1552686.04,1574329.96
29,1524901.36,1244522.52,1262808.04,1428494.68,1333250.04,1370392.28,1365406.48,1374287.16,1565164.32,1658830.44
30,1533923.42,1280450.1199999999,1277762.48,1465845.88,1341282.88,1379623.6,1369740.8,1374652.82,1567074.48,1708633.52
31,1553313.8,1311469.2000000002,1336048.6,1507676.8,1355417.2,1418079.1999999988,1385471.6,1404251.8,1647432.0,1716119.0
32,1583573.580000001,1349591.64,1362170.5200000003,1531175.24,1363175.96,1504566.82,1396507.2,1405733.56,1804076.5199999993,1752849.6
33,1754093.96,1351758.92,1384944.12,1577676.28,1368301.96,1512194.32,1398222.44,1489165.48,1903139.84,1774965.32
34,1764239.84,1407878.6,1404967.76,1627698.3199999996,1374454.4400000002,1517257.92,1403352.42,1488797.5599999998,1903331.16,1777311.0399999998
35,1772568.72,1417350.64,1411128.12,1677586.5999999999,1378219.28,1521730.16,1410802.4,1497373.72,1914513.88,1786879.92
36,1781277.5,1420761.6,1418712.4,1705756.4,1405664.4000000006,1524249.1,1516939.5999999985,1550477.0999999999,1921669.0,1793941.8
37,1887184.3599999999,1538406.8800000001,1425183.1199999999,1739806.4000000001,1502015.12,1727673.36,1542498.16,1567481.56,1933103.52,1898495.92
38,1937160.1000000003,1622383.32,1539428.72,1749800.18,1513289.04,1733526.68,1545319.72,1568771.84,1933920.88,1940725.76
39,1984818.64,1645852.16,1644840.8000000005,1826405.96,1587202.7200000002,1781017.92,1547462.12,1572702.32,1935088.5599999998,2081492.3200000003
40,1987464.26,1744824.8,1752631.16,1859615.88,1634718.56,1790647.7799999998,1557115.5999999994,1601640.3999999997,1941480.48,2147642.36
41,1995631.0,1780691.6,1764099.5999999999,1906733.4,1674457.0,1906341.9999999993,1754258.6,1782369.0,1945838.0,2147920.8
42,2004610.1,1783440.48,1767301.72,1951556.86,1718584.8,1942013.5599999998,1757836.04,1800079.7199999997,1951165.48,2154808.6
43,2011199.44,1789548.32,1780334.36,1982919.6400000001,1726154.08,1949075.56,1767107.44,1935298.84,1960889.88,2168250.16
44,2015999.26,1796328.72,1796256.16,2035931.54,1734258.88,1950820.1199999999,1868752.7999999996,1942215.36,1968799.48,2171989.48
45,2031273.0800000003,1804147.4,1836218.08,2130404.2,1779921.16,1960812.68,1919059.84,1965389.28,2116069.92,2178892.4000000004
46,2035330.9,1810715.2,1845538.6,2184187.8,1788821.6,1967920.8,1964921.3,1996361.5,2121945.4,2180353.6
47,2040326.24,1819355.16,1919627.2000000002,2192370.6,1822742.56,1976762.96,1970898.2,2002333.4000000001,2169579.72,2197384.92
48,2045410.34,1892398.7600000002,1961356.52,2204738.32,1938962.84,1983901.5,1978756.44,2007814.62,2170647.92,2196525.8
49,2051984.8,1949428.28,1965167.1199999999,2206583.56,1941331.96,1984632.48,1980933.8,2011376.36,2178858.2399999998,2203097.64
50,2058431.72,1954915.96,1971081.88,2212015.06,1946473.72,1984338.24,1985941.34,2015300.52,2184204.92,2214420.32
