index,394_1_www.expedia.de,394_2_www.expedia.de,394_3_www.expedia.de,394_4_www.expedia.de,394_5_www.expedia.de,394_6_www.expedia.de,394_7_www.expedia.de,394_8_www.expedia.de,394_9_www.expedia.de,394_10_www.expedia.de
29,938563.9599999998,943020.0,931672.04,950912.6799999999,944876.5599999999,984339.96,957205.28,999988.2,971415.72,927320.2000000001
30,953580.4799999999,965493.0,936332.36,957430.28,952933.62,1005299.74,970807.9199999999,1002855.3999999999,985734.62,937297.96
31,967092.7999999999,995081.0,944574.4,983998.6,977701.6,1015965.8,991531.4,1014436.0,1000933.2000000001,939865.6000000001
32,979338.72,1008078.0,953816.7599999999,998305.92,980893.3999999999,1025705.8800000001,990761.36,1051442.6999999997,1007559.7,947606.96
33,976399.32,1052124.0,993565.8,1003428.4400000002,1006402.68,1093921.16,1013816.2,1109057.4,1081145.28,949862.64
34,996159.44,1078658.5,1008213.6399999999,1016156.2000000001,1009076.5599999999,1096752.34,1028122.78,1106798.8,1085196.0999999999,961486.36
35,1019291.2,1082633.0,1016703.0,1090710.48,1029818.4,1102885.56,1040696.28,1114745.8,1086211.8800000001,981193.8
36,1024871.2,1106894.0,1024764.2,1094779.9000000001,1051519.8000000003,1121605.9,1113702.3,1123263.0,1118021.2,994204.2
37,1098099.48,1105782.0,1054248.919999999,1114587.7200000004,1111835.88,1120537.28,1117982.36,1130623.2,1144836.0799999998,1015296.6
38,1100842.52,1122613.5,1097524.48,1120861.18,1113469.38,1148078.56,1120519.18,1131401.4,1155451.16,1029905.56
39,1102454.48,1135443.0,1132293.3599999996,1127049.28,1135526.96,1172742.3599999999,1139380.4,1145031.2,1151785.9200000002,1045722.68
40,1108417.16,1140999.5,1139827.24,1133714.3,1147318.38,1177110.06,1161745.74,1154517.9,1147352.96,1056503.36
41,1107553.0,1164166.0,1152496.5999999999,1152273.2,1158514.2,1181712.2,1182077.8,1148403.0,1162743.9999999998,1074062.4000000006
42,1119229.7999999998,1146875.0,1158714.36,1155655.7,1173530.92,1166184.2000000002,1193717.7,1182577.8,1189268.64,1139864.76
43,1158657.3199999998,1155971.0,1146106.16,1167656.1600000001,1180391.1199999999,1194854.08,1178093.2,1231202.4,1188482.72,1141999.12
44,1181408.24,1169077.5,1162055.72,1167732.46,1194793.76,1204704.22,1194101.64,1286797.9,1229494.4200000002,1147973.84
45,1174029.2000000002,1185182.0,1173433.88,1168591.08,1180349.32,1208418.2,1216398.2,1312238.0,1276601.28,1150726.8
46,1164886.6,1187258.0,1179569.7999999998,1182364.6000000003,1180277.7,1223448.7000000002,1222626.9000000001,1344008.5,1352027.4,1185650.6
47,1181795.04,1195331.0,1182506.2,1208500.2,1198384.08,1255960.2400000002,1268664.56,1364537.0,1428236.9999999998,1204399.32
48,1192353.96,1237034.0,1203065.52,1240347.26,1228843.8599999999,1369132.7,1333842.0799999998,1389274.4,1501084.3599999999,1204071.04
49,1211783.72,1255361.0,1245753.48,1277054.56,1247087.04,1468609.52,1440070.7199999997,1404337.4,1572575.6400000001,1229298.2000000002
50,1307643.559999998,1340327.0,1324582.72,1363689.1,1248318.6,1579194.1400000006,1475586.72,1446408.1,1582448.96,1250229.0
