index,135_1_www.android.com,135_2_www.android.com,135_3_www.android.com,135_4_www.android.com,135_5_www.android.com,135_6_www.android.com,135_7_www.android.com,135_8_www.android.com,135_9_www.android.com,135_10_www.android.com
36,300654.0,235458.49999999997,382927.5999999999,419002.20000000007,412868.79999999993,390956.4,370573.0,312791.8000000001,363347.2,323076.1999999999
37,332608.99999999977,255069.27999999997,425897.04,442208.20000000007,437129.88,421041.44000000006,380373.39999999997,354309.44,407370.36,343493.16
38,391446.99999999994,272057.1,471107.0799999999,494882.54000000015,461288.92000000004,448400.48,389326.31999999995,394358.92000000033,459822.7199999999,397291.8
39,449129.4000000001,285445.79999999993,520294.12,540746.72,514159.75999999966,475377.88000000006,410272.27999999997,458794.48000000004,523162.6000000002,428237.15999999974
40,509956.8,320414.9999999998,570209.12,590645.3800000002,554319.0599999999,499778.1400000002,431410.6,484816.4,552930.2,472074.83999999997
41,564292.0,353561.6,618849.4000000001,658971.7999999999,609411.2000000002,524602.0000000001,454328.4,537791.2,592164.8,499037.7999999998
42,615655.8000000002,381448.24,655964.46,673020.0800000001,642613.5599999999,561459.6,503236.7999999997,583210.24,628578.32,541496.1199999996
43,654640.2,401156.88,676751.96,688800.64,664366.72,589166.8400000001,559267.64,641894.64,666470.44,580096.4400000002
44,671938.5999999999,433432.38000000006,686444.88,709726.1600000003,676515.76,613927.7200000001,629610.9599999995,676753.32,676894.64,644100.7999999999
45,676503.9999999999,472849.99999999965,696153.76,715459.76,694767.72,639760.2,667155.64,697431.0000000002,685203.2399999999,654993.52
46,692721.5,484806.59999999945,721189.0,717334.1,712470.2,676814.8,676389.8,704037.2,720597.6000000001,675596.8
47,720265.2,554453.7599999999,721336.48,720155.52,721688.16,693217.36,685057.76,721528.76,722205.48,684232.76
48,720420.8,598880.08,723459.34,720347.34,723371.78,720025.34,694627.56,723246.92,723714.92,695154.1199999999
49,722065.6,637454.4,725349.76,722073.76,725827.72,721823.96,719020.52,725274.8400000001,726180.44,720405.08
50,724419.4,684974.16,725802.64,722643.78,728328.38,723635.82,721495.72,727850.4,726696.48,721998.48
