index,228_1_www.gmx.net,228_2_www.gmx.net,228_3_www.gmx.net,228_4_www.gmx.net,228_5_www.gmx.net,228_6_www.gmx.net,228_7_www.gmx.net,228_8_www.gmx.net,228_9_www.gmx.net,228_10_www.gmx.net
28,171322.28,140768.9,170698.46,170619.08000000002,119565.47999999998,90997.0,138022.24,166321.60000000003,170101.0,166123.4
29,172788.24,159737.80000000002,179240.08,173438.19999999995,153033.7200000001,134019.0,166367.56,170403.56,194297.0,168239.2
30,175772.88,164668.2,184114.98,193261.83999999994,160163.9,133606.0,169467.92,173761.08,246115.0,192281.8
31,178822.0,166548.0,184898.0,247187.8,160905.6,163469.0,174506.0,183998.2,245151.0,191406.0
32,183263.51999999984,168397.4,200268.95999999993,246763.71999999997,162565.14,165224.0,173726.24,183131.96,288086.0,212716.60000000015
33,209280.2,173555.6,218900.56,293889.6799999995,166041.08,168811.0,178490.31999999998,184173.88,324109.0,241375.6
34,212722.11999999997,173815.4,218447.6,325196.68,170944.64,172617.0,200454.12,245793.92,327844.0,257962.0
35,244748.24,173027.4,257737.52,326889.96,170561.63999999998,172086.0,199715.8,244975.48,330284.0,291757.8
36,279126.2,177422.0,290968.8,329979.2,176485.50000000003,182210.0,199844.99999999994,277677.4000000001,333145.0,320238.0
37,310735.47999999986,193352.79999999996,307292.2,332047.4,188493.96,181491.0,251677.24,324298.56,334643.0,321952.2
38,325010.96,214523.39999999994,334754.26,362079.0799999999,187763.24,193281.0,251964.67999999996,325920.36,379196.0,326462.4
39,323913.24,249832.2,333758.52,387720.43999999994,190322.80000000002,192225.0,293254.52,324537.32,388411.0,325918.60000000003
40,325318.12,249101.1,335089.44,388148.9599999999,232163.84000000005,210430.0,328026.72000000003,325748.24,389461.0,327991.6
41,329698.8,276947.0,336447.6,392325.5999999999,246127.2,235610.0,329811.4,330017.4,391833.0,329743.0
42,329176.52,306117.5,340477.2,392911.56,245443.18,246897.0,330756.68,332321.24,396608.0,333310.4
43,335771.79999999993,325302.5999999999,340636.64,395073.5999999999,275674.7200000001,296097.0,331581.08,333348.60000000003,400370.0,333882.4000000001
44,340699.08,325661.9,348633.51999999996,402025.44,324867.30000000016,310009.0,335178.52,340325.48000000004,401314.0,367494.80000000005
45,342157.64,328618.19999999995,351404.2,402828.72,326422.92,325061.0,337045.64,342763.28,402737.0,367428.0
46,343359.6,330178.5,352183.39999999997,403960.4,329047.7,326812.0,336261.39999999997,343653.8,406076.0,394474.0
47,343911.12,332726.6,354396.64,407270.28,330876.56,325817.0,339760.8,345824.24,409419.0,395909.4
48,347508.4,336566.6,354109.82,410464.67999999993,330932.24000000005,329998.0,347231.16,348547.27999999997,432207.0,397475.8
49,360424.3199999999,336297.4,357717.68,436241.07999999984,330559.72000000003,333029.0,346458.84,348263.51999999996,447949.0,399068.4
50,400721.88,335308.0,406403.18000000017,450558.8,329835.2400000001,333704.0,347423.36,401417.31999999995,447901.0,402058.8
