index,90_1_www.theguardian.com,90_2_www.theguardian.com,90_3_www.theguardian.com,90_4_www.theguardian.com,90_5_www.theguardian.com,90_6_www.theguardian.com,90_7_www.theguardian.com,90_8_www.theguardian.com,90_9_www.theguardian.com,90_10_www.theguardian.com
34,2145172.96,2126903.7,2182820.08,2161941.16,2205611.7800000003,2262130.68,1264618.3,2078500.12,2106818.0,1246925.0
35,2153297.12,2135821.32,2198370.4400000004,2171895.76,2211138.68,2273082.28,1294227.2000000002,2135576.76,2168667.0,1258842.8
36,2170576.4000000004,2145285.7,2213322.6,2184150.2,2224477.9,2284841.4000000004,1311281.5,2143719.4,2193365.0,1290043.0
37,2194824.72,2153009.72,2226297.9200000004,2194346.44,2235002.96,2300139.44,1343106.4,2144648.3200000003,2207198.0,1329316.2
38,2255556.96,2166437.66,2239853.92,2201973.76,2250307.22,2334208.5999999996,1358953.2000000002,2159826.44,2221282.5,1329458.1
39,2288532.92,2186938.84,2264774.12,2234064.76,2267006.56,2375229.2800000003,1391277.4,2170201.32,2231370.0,1383542.4
40,2302405.28,2202829.42,2274923.04,2296340.8,2276379.34,2409169.34,1394993.5,2182566.96,2247212.0,1396688.3
41,2317372.4000000004,2224613.2,2290637.6,2318181.2,2290265.6,2432735.0,1406958.0,2197201.4000000004,2259227.0,1403856.0
42,2330314.32,2232284.68,2302996.84,2327299.28,2306895.2600000002,2443162.14,1416874.9,2218088.16,2274645.0,1403682.9
43,2340832.2,2258395.44,2319003.48,2336967.84,2315372.64,2458160.8,1421362.2000000002,2250557.28,2288039.0,1405705.8
44,2357812.4400000004,2263429.58,2340983.88,2353298.44,2334734.98,2472416.56,1421743.0000000002,2259288.2,2307104.0,1410804.0
45,2371094.88,2303460.48,2364262.56,2368518.12,2342354.2399999993,2486484.52,1426184.6,2270577.8,2302263.0,1419399.6
46,2382720.6,2369584.1,2381815.4,2378677.4,2355542.6,2492893.5999999996,1435940.0,2283973.4,2312132.5,1420670.0
47,2366753.0,2397976.28,2383097.92,2386400.2,2357140.88,2490557.48,1440124.2,2288060.64,2315195.0,1426544.4
48,2373393.36,2402352.08,2385742.4000000004,2417469.08,2348917.16,2482288.04,1445183.9,2303060.6,2322128.0,1428693.9
49,2373467.8400000003,2402773.92,2376529.0,2419058.92,2348580.92,2494558.7600000002,1449608.2,2309000.48,2320908.0,1443394.4
50,2379730.12,2388777.82,2382428.08,2412030.96,2370839.2,2505330.34,1454995.5,2311877.4399999995,2335171.0,1479626.9999999998
