index,303_1_www.history.de,303_2_www.history.de,303_3_www.history.de,303_4_www.history.de,303_5_www.history.de,303_6_www.history.de,303_7_www.history.de,303_8_www.history.de,303_9_www.history.de,303_10_www.history.de
28,1912895.28,1932874.0,1859988.4800000007,1752753.86,1783576.0999999999,1931257.4000000001,1834085.5999999999,1974910.04,1902862.0999999999,2079515.44
29,1971897.6400000001,1948796.2,1973024.84,1805872.3599999987,1856397.4,1965100.6000000006,1889671.24,1993116.08,1991890.7999999998,2142163.84
30,2020289.8399999999,2025659.0000000002,2042502.1800000002,1897000.54,1897732.7,2049792.0000000002,1992524.5199999998,2038547.16,2084293.94,2190759.0399999996
31,2064572.0,2050616.0,2056256.6,1976431.6,1966020.9999999998,2119134.0,2067100.0,2068726.5999999999,2116631.1999999997,2205324.1999999997
32,2093528.28,2088921.2,2090884.8599999999,2043393.94,2022849.22,2144233.3,2077988.76,2092613.68,2152959.0799999996,2218662.96
33,2125888.88,2150690.2,2097802.56,2109220.52,2088763.24,2177852.0,2092272.5999999999,2160157.4,2170314.44,2224693.08
34,2182466.44,2192141.6,2108198.7600000002,2153503.28,2101446.54,2201592.9,2132759.08,2191310.14,2199131.44,2238062.04
35,2213769.16,2203389.8,2127806.72,2159276.56,2200275.16,2216737.0,2146943.28,2211887.88,2210158.52,2263238.04
36,2222213.6,2208349.0,2216269.3,2170345.6,2212397.2,2226855.0,2216152.4,2220607.5,2221935.5,2276800.2
37,2232290.04,2217379.8,2231103.4,2218392.3600000003,2223112.8,2234195.2,2227222.84,2231224.96,2238306.28,2289219.8
38,2248287.2,2230794.8,2245760.84,2237000.6999999997,2233263.34,2242899.6,2235279.96,2240987.36,2255425.24,2298041.2
39,2268047.08,2242593.8,2263114.76,2250955.88,2245589.8,2265645.6,2248554.64,2254280.04,2267045.68,2310583.6
40,2271601.84,2261895.6,2275136.48,2269913.46,2268909.6,2265385.2,2267516.88,2273968.62,2287813.02,2318774.48
41,2295620.6,2261505.0,2290928.0,2288105.8,2273677.2,2267223.0,2266540.2,2283452.2,2298834.2,2329461.2
42,2309065.48,2261519.4,2301374.68,2299650.82,2293775.72,2273310.7,2271687.48,2290789.7,2308066.1799999992,2339019.28
43,2317963.76,2272823.6,2311734.88,2307027.92,2306486.96,2291464.8,2279550.56,2304592.84,2315195.5599999996,2348156.64
44,2328697.44,2292954.8,2320645.94,2317630.9,2317882.22,2313766.4,2298106.88,2314980.62,2325870.54,2358831.44
45,2338939.44,2296622.4,2330715.68,2331758.08,2328076.32,2320384.6,2306160.36,2323797.68,2337584.7600000002,2357963.52
46,2345307.1999999997,2307149.0,2336739.9,2337745.3,2338496.4,2329163.5,2318373.2,2336046.2,2345751.6,2359462.6
47,2358302.96,2318582.0,2349939.84,2346536.1999999997,2345469.7600000002,2343222.0,2323985.48,2338205.92,2355453.8,2365798.24
48,2362982.52,2326496.2,2356844.26,2356600.36,2354544.54,2349295.2,2337935.24,2340497.56,2360545.56,2405035.24
49,2362930.68,2341163.0,2359701.04,2361157.68,2359182.16,2360080.1999999997,2346557.36,2350703.8000000003,2360211.96,2415979.32
50,2370785.36,2344889.2,2361902.52,2361302.16,2359148.08,2370680.2,2360122.72,2356929.02,2363759.58,2428311.7199999997
